chrom	start	end	chrom_RNA	start_RNA	end_RNA	gene
chr3L	8985094	8986094	chr3L	8984812	8984986	CG5288
chr3L	8985316	8986316	chr3L	8984812	8984986	CG5288
chr3L	8985591	8986591	chr3L	8986711	8986958	CG5068
chr3L	8986209	8987209	chr3L	8986711	8986958	CG5068
chr3L	8996071	8997071	chr3L	8993098	8995565	CG5263
chr3L	8996594	8997594	chr3L	8998185	8998609	CG5087
chr3L	8996746	8997746	chr3L	8998185	8998609	CG5087
chr3L	8997489	8998489	chr3L	8998185	8998609	CG5087
chr3L	8997683	8998683	chr3L	8998185	8998609	CG5087
chr3L	9004695	9005695	chr3L	9005197	9005408	CG5093
chr3L	9006749	9007749	chr3L	9005197	9005408	CG5093
chr3L	9008123	9009123	chr3L	9009581	9009851	CG5194
chr3L	9018746	9019746	chr3L	9017928	9018085	CG5187
chr3L	9023157	9037737	chr3L	9041376	9041630	CG5133
chr3L	9037975	9040070	chr3L	9041376	9041630	CG5133
chr3L	9040874	9041874	chr3L	9041376	9041630	CG5133
chr3L	9041328	9042328	chr3L	9041376	9041630	CG5133
chr3L	9044542	9045542	chr3L	9047439	9048733	CG5144
chr3L	9046938	9047938	chr3L	9047439	9048733	CG5144
chr3L	9049856	9050856	chr3L	9048861	9050359	CG32031
chr3L	9057081	9058081	chr3L	9048861	9050359	CG32031
chr3L	9072231	9073231	chr3L	9072487	9072729	CG4911
chr3L	9072231	9073231	chr3L	9073127	9073671	CG4942
chr3L	9072604	9073604	chr3L	9072487	9072729	CG4911
chr3L	9072604	9073604	chr3L	9073127	9073671	CG4942
chr3L	9091631	9092631	chr3L	9093053	9093311	CG32032
chr3L	9112654	9115933	chr3L	9113045	9113487	CG4760
chr3L	9119233	9122047	chr3L	9113045	9113487	CG4760
chr3L	9124813	9125813	chr3L	9134766	9134890	CG4665
chr3L	9133905	9134905	chr3L	9134766	9134890	CG4665
chr3L	9134059	9135059	chr3L	9134766	9134890	CG4665
chr3L	9134266	9135266	chr3L	9134766	9134890	CG4665
chr3L	9135208	9136208	chr3L	9134766	9134890	CG4665
chr3L	9135242	9136242	chr3L	9134766	9134890	CG4665
chr3L	9135416	9136416	chr3L	9136751	9137103	CG14181
chr3L	9136681	9137681	chr3L	9136751	9137103	CG14181
chr3L	9288802	9291730	chr3L	9252423	9252511	CG4481
chr3L	9330050	9330423	chr3L	9336711	9336933	CG32042
chr3L	9335188	9336188	chr3L	9336711	9336933	CG32042
chr3L	9335553	9336553	chr3L	9336711	9336933	CG32042
chr3L	9335554	9336554	chr3L	9336711	9336933	CG32042
chr3L	9337436	9338436	chr3L	9336711	9336933	CG32042
chr3L	9337836	9338836	chr3L	9336711	9336933	CG32042
chr3L	9339937	9340937	chr3L	9340453	9340589	CG4432
chr3L	9339953	9340953	chr3L	9340453	9340589	CG4432
chr3L	9349108	9350108	chr3L	9349610	9349824	CG4437
chr3L	9357383	9358383	chr3L	9359022	9359187	CG32039
chr3L	9358435	9359435	chr3L	9359022	9359187	CG32039
chr3L	9358498	9359498	chr3L	9359022	9359187	CG32039
chr3L	9359815	9360815	chr3L	9360311	9360771	CG34455
chr3L	9363849	9364849	chr3L	9364358	9365240	CG4447
chr3L	9366451	9367451	chr3L	9366484	9366940	CG10923
chr3L	9366546	9367546	chr3L	9366484	9366940	CG10923
chr3L	9366876	9367876	chr3L	9366484	9366940	CG10923
chr3L	9370558	9371558	chr3L	9370903	9371037	CG4205
chr3L	9371997	9372997	chr3L	9371717	9372317	CG4190
chr3L	9371997	9372997	chr3L	9372930	9373095	CG4456
chr3L	9372221	9373221	chr3L	9371717	9372317	CG4190
chr3L	9372221	9373221	chr3L	9372930	9373095	CG4456
chr3L	9372430	9373430	chr3L	9372930	9373095	CG4456
chr3L	9372991	9373991	chr3L	9372930	9373095	CG4456
chr3L	9373149	9374149	chr3L	9374017	9374961	CG4460
chr3L	9373496	9374496	chr3L	9374017	9374961	CG4460
chr3L	9376875	9377875	chr3L	9376417	9377427	CG4183
chr3L	9376927	9377927	chr3L	9376417	9377427	CG4183
chr3L	9377301	9378301	chr3L	9376417	9377427	CG4183
chr3L	9377301	9378301	chr3L	9378101	9379439	CG4167
chr3L	9377659	9378659	chr3L	9378101	9379439	CG4167
chr3L	9379034	9380034	chr3L	9378101	9379439	CG4167
chr3L	9379858	9380858	chr3L	9378101	9379439	CG4167
chr3L	9380619	9381619	chr3L	9381883	9382767	CG4463
chr3L	9381381	9382381	chr3L	9381883	9382767	CG4463
chr3L	9382230	9383230	chr3L	9381883	9382767	CG4463
chr3L	9382265	9383265	chr3L	9381883	9382767	CG4463
chr3L	9383562	9384562	chr3L	9384064	9385284	CG4466
chr3L	9395288	9397450	chr3L	9398506	9399250	CG4080
chr3L	9398727	9399727	chr3L	9398506	9399250	CG4080
chr3L	9399117	9400117	chr3L	9398506	9399250	CG4080
chr3L	9401305	9402305	chr3L	9400582	9400953	CG4035
chr3L	9401637	9402637	chr3L	9400582	9400953	CG4035
chr3L	9401725	9402725	chr3L	9400582	9400953	CG4035
chr3L	9401960	9402960	chr3L	9400582	9400953	CG4035
chr3L	9410332	9411332	chr3L	9410496	9410831	CG4022
chr3L	9410332	9411332	chr3L	9411058	9411421	CG3689
chr3L	9410537	9411537	chr3L	9410496	9410831	CG4022
chr3L	9410537	9411537	chr3L	9411058	9411421	CG3689
chr3L	9419432	9420432	chr3L	9418843	9418999	CG3967
chr3L	9419677	9420677	chr3L	9418843	9418999	CG3967
chr3L	9426177	9427177	chr3L	9426999	9427324	CG3715
chr3L	9426258	9427258	chr3L	9426999	9427324	CG3715
chr3L	9426509	9427509	chr3L	9426999	9427324	CG3715
chr3L	9428171	9429171	chr3L	9429791	9429817	CG3922
chr3L	9428873	9429873	chr3L	9429791	9429817	CG3922
chr3L	9429018	9430018	chr3L	9429791	9429817	CG3922
chr3L	9429321	9430321	chr3L	9429791	9429817	CG3922
chr3L	9429811	9430811	chr3L	9429791	9429817	CG3922
chr3L	9434899	9435899	chr3L	9435856	9436007	CG3743
chr3L	9435035	9436035	chr3L	9435856	9436007	CG3743
chr3L	9445888	9446888	chr3L	9446874	9447062	CG3529
chr3L	9446363	9447363	chr3L	9446874	9447062	CG3529
chr3L	9455781	9456781	chr3L	9455737	9456256	CG3445
chr3L	9455817	9456817	chr3L	9455737	9456256	CG3445
chr3L	9456796	9457796	chr3L	9457593	9457661	CG3437
chr3L	9457169	9458169	chr3L	9457593	9457661	CG3437
chr3L	9457411	9458411	chr3L	9457593	9457661	CG3437
chr3L	9457411	9458411	chr3L	9458410	9459116	CG3552
chr3L	9460299	9461299	chr3L	9459653	9460774	CG3434
chr3L	9460549	9461549	chr3L	9459653	9460774	CG3434
chr3L	9462106	9463106	chr3L	9459653	9460774	CG3434
chr3L	9476465	9477465	chr3L	9476771	9476973	CG3431
chr3L	9476465	9477465	chr3L	9477049	9477652	CG3654
chr3L	9476537	9477537	chr3L	9476771	9476973	CG3431
chr3L	9476537	9477537	chr3L	9477049	9477652	CG3654
chr3L	9480769	9484176	chr3L	9477049	9477652	CG3654
chr3L	9487290	9488290	chr3L	9487620	9487767	CG3428
chr3L	9487549	9488549	chr3L	9487620	9487767	CG3428
chr3L	9499524	9502214	chr3L	9497115	9497211	CG3424
chr3L	9504828	9505828	chr3L	9509338	9509580	CG3408
chr3L	9505643	9506333	chr3L	9509338	9509580	CG3408
chr3L	9509083	9510083	chr3L	9509338	9509580	CG3408
chr3L	9509292	9510292	chr3L	9509338	9509580	CG3408
chr3L	9509389	9510389	chr3L	9509338	9509580	CG3408
chr3L	9509516	9510516	chr3L	9509338	9509580	CG3408
chr3L	9510219	9511219	chr3L	9511055	9511301	CG3395
chr3L	9510307	9511307	chr3L	9511055	9511301	CG3395
chr3L	9510389	9511389	chr3L	9511055	9511301	CG3395
chr3L	9510805	9511805	chr3L	9511055	9511301	CG3395
chr3L	9511031	9512031	chr3L	9511055	9511301	CG3395
chr3L	9511507	9512507	chr3L	9512444	9512660	CG33703
chr3L	9528566	9529566	chr3L	9529920	9530732	CG12526
chr3L	9546719	9547719	chr3L	9543537	9543999	CG12525
chr3L	9556734	9559865	chr3L	9543537	9543999	CG12525
chr3L	9615459	9616459	chr3L	9614918	9614972	CG3322
chr3L	9669073	9670782	chr3L	9678771	9679103	CG32045
chr3L	9672052	9673769	chr3L	9678771	9679103	CG32045
chr3L	9694542	9695542	chr3L	9694232	9694458	CG6767
chr3L	9694941	9695941	chr3L	9694232	9694458	CG6767
chr3L	9695150	9696150	chr3L	9694232	9694458	CG6767
chr3L	9696200	9697200	chr3L	9698341	9698755	CG8284
chr3L	9697835	9698835	chr3L	9698341	9698755	CG8284
chr3L	9713327	9714327	chr3L	9712932	9713823	CG6757
chr3L	9713823	9714823	chr3L	9714334	9714399	CG16707
chr3L	9718563	9719563	chr3L	9719115	9719141	CG18178
chr3L	9718563	9719563	chr3L	9719327	9719421	CG14174
chr3L	9718644	9719644	chr3L	9719115	9719141	CG18178
chr3L	9718644	9719644	chr3L	9719327	9719421	CG14174
chr3L	9718827	9719827	chr3L	9719115	9719141	CG18178
chr3L	9718827	9719827	chr3L	9719327	9719421	CG14174
chr3L	9722694	9723694	chr3L	9723387	9723448	CG6754
chr3L	9722694	9723694	chr3L	9723426	9725011	CG18176
chr3L	9722922	9723922	chr3L	9723387	9723448	CG6754
chr3L	9722922	9723922	chr3L	9723426	9725011	CG18176
chr3L	9726206	9727206	chr3L	9726929	9727569	CG18177
chr3L	9726394	9727394	chr3L	9726929	9727569	CG18177
chr3L	9729150	9730150	chr3L	9729976	9730095	CG8189
chr3L	9729498	9730498	chr3L	9729976	9730095	CG8189
chr3L	9733158	9734158	chr3L	9733585	9733807	CG6749
chr3L	9733280	9734280	chr3L	9733585	9733807	CG6749
chr3L	9733307	9734307	chr3L	9733585	9733807	CG6749
chr3L	9733511	9734511	chr3L	9733585	9733807	CG6749
chr3L	9743587	9744587	chr3L	9750891	9751576	CG32046
chr3L	9743903	9744903	chr3L	9750891	9751576	CG32046
chr3L	9745796	9749918	chr3L	9750891	9751576	CG32046
chr3L	9761747	9762776	chr3L	9753943	9753991	CG32044
chr3L	9763043	9764043	chr3L	9753943	9753991	CG32044
chr3L	9767717	9769130	chr3L	9779651	9779907	CG8177
chr3L	9821167	9822167	chr3L	9823710	9823870	CG33273
chr3L	9828921	9829921	chr3L	9830633	9830785	CG33205
chr3L	9836005	9837005	chr3L	9836048	9836146	CG10574
chr3L	9836305	9837305	chr3L	9836048	9836146	CG10574
chr3L	9836579	9837579	chr3L	9836048	9836146	CG10574
chr3L	9838170	9839170	chr3L	9838474	9838650	CG10572
chr3L	9838592	9839592	chr3L	9838474	9838650	CG10572
chr3L	9841025	9845334	chr3L	9838474	9838650	CG10572
chr3L	9845571	9851598	chr3L	9854664	9855279	CG6721
chr3L	9854785	9855785	chr3L	9854664	9855279	CG6721
chr3L	9859389	9860389	chr3L	9859778	9859841	CG10809
chr3L	9859716	9860716	chr3L	9859778	9859841	CG10809
chr3L	9863849	9864849	chr3L	9864605	9864802	CG8108
chr3L	9864138	9865138	chr3L	9864605	9864802	CG8108
chr3L	9878484	9879484	chr3L	9878984	9879576	CG34382
chr3L	9888183	9889183	chr3L	9888519	9888681	CG6711
chr3L	9888183	9889183	chr3L	9888812	9890224	CG8107
chr3L	9888261	9889261	chr3L	9888519	9888681	CG6711
chr3L	9888261	9889261	chr3L	9888812	9890224	CG8107
chr3L	9888603	9889603	chr3L	9888519	9888681	CG6711
chr3L	9888603	9889603	chr3L	9888812	9890224	CG8107
chr3L	9892687	9893687	chr3L	9893517	9893654	CG6709
chr3L	9892819	9893819	chr3L	9893517	9893654	CG6709
chr3L	9893380	9894380	chr3L	9893517	9893654	CG6709
chr3L	9893390	9894390	chr3L	9893517	9893654	CG6709
chr3L	9897936	9898936	chr3L	9899228	9899355	CG8104
chr3L	9898075	9899075	chr3L	9899228	9899355	CG8104
chr3L	9898202	9899202	chr3L	9899228	9899355	CG8104
chr3L	9898740	9899740	chr3L	9899228	9899355	CG8104
chr3L	9902531	9903531	chr3L	9899228	9899355	CG8104
chr3L	9948223	9950993	chr3L	9943146	9943152	CG34356
chr3L	9967817	9968817	chr3L	9968104	9968301	CG6685
chr3L	9967817	9968817	chr3L	9968442	9969334	CG8091
chr3L	9967978	9968978	chr3L	9968104	9968301	CG6685
chr3L	9967978	9968978	chr3L	9968442	9969334	CG8091
chr3L	9971554	9972554	chr3L	9971663	9972050	CG6674
chr3L	9971811	9972811	chr3L	9971663	9972050	CG6674
chr3L	9972255	9973255	chr3L	9973093	9974023	CG11989
chr3L	9973523	9974523	chr3L	9973093	9974023	CG11989
chr3L	9974150	9975150	chr3L	9974618	9975844	CG14162
chr3L	10005720	10009565	chr3L	9974618	9975844	CG14162
chr3L	10018658	10023170	chr3L	9974618	9975844	CG14162
chr3L	10051627	10057077	chr3L	10089041	10089400	CG14160
chr3L	10057401	10060442	chr3L	10089041	10089400	CG14160
chr3L	10089669	10090669	chr3L	10089041	10089400	CG14160
chr3L	10101556	10106307	chr3L	10097029	10097202	CG6640
chr3L	10174354	10179704	chr3L	10166870	10167025	CG6628
chr3L	10194814	10199874	chr3L	10196207	10196443	CG6611
chr3L	10207874	10210894	chr3L	10215664	10216299	CG8065
chr3L	10218003	10219003	chr3L	10219549	10220164	CG32055
chr3L	10219664	10220664	chr3L	10219549	10220164	CG32055
chr3L	10219982	10220982	chr3L	10219549	10220164	CG32055
chr3L	10219984	10220984	chr3L	10219549	10220164	CG32055
chr3L	10224740	10225740	chr3L	10221393	10221552	CG32056
chr3L	10225957	10229779	chr3L	10221393	10221552	CG32056
chr3L	10250550	10252707	chr3L	10243906	10244706	CG14156
chr3L	10255878	10259163	chr3L	10267026	10267111	CG6577
chr3L	10261121	10262730	chr3L	10267026	10267111	CG6577
chr3L	10280231	10285033	chr3L	10273203	10273538	CG14157
chr3L	10292323	10297196	chr3L	10312554	10312713	CG6559
chr3L	10297559	10302648	chr3L	10312554	10312713	CG6559
chr3L	10320855	10322581	chr3L	10312554	10312713	CG6559
chr3L	10326264	10327264	chr3L	10312554	10312713	CG6559
chr3L	10331960	10332960	chr3L	10312554	10312713	CG6559
chr3L	10341511	10344756	chr3L	10312554	10312713	CG6559
chr3L	10344963	10347568	chr3L	10312554	10312713	CG6559
chr3L	10347912	10356561	chr3L	10312554	10312713	CG6559
chr3L	10358337	10362778	chr3L	10312554	10312713	CG6559
chr3L	10363518	10364518	chr3L	10412819	10412901	CG12362
chr3L	10366950	10367950	chr3L	10412819	10412901	CG12362
chr3L	10374600	10379896	chr3L	10412819	10412901	CG12362
chr3L	10380209	10384363	chr3L	10412819	10412901	CG12362
chr3L	10385949	10386949	chr3L	10412819	10412901	CG12362
chr3L	10387297	10388297	chr3L	10412819	10412901	CG12362
chr3L	10388756	10394092	chr3L	10412819	10412901	CG12362
chr3L	10394333	10398377	chr3L	10412819	10412901	CG12362
chr3L	10398681	10400664	chr3L	10412819	10412901	CG12362
chr3L	10400913	10408234	chr3L	10412819	10412901	CG12362
chr3L	10410371	10411371	chr3L	10412819	10412901	CG12362
chr3L	10410740	10411740	chr3L	10412819	10412901	CG12362
chr3L	10411406	10412406	chr3L	10412819	10412901	CG12362
chr3L	10418507	10419291	chr3L	10422741	10423014	CG32060
chr3L	10436150	10439226	chr3L	10435669	10435792	CG32065
chr3L	10441661	10453542	chr3L	10435669	10435792	CG32065
chr3L	10458580	10459580	chr3L	10462836	10463099	CG6539
chr3L	10459120	10460120	chr3L	10462836	10463099	CG6539
chr3L	10462601	10463601	chr3L	10462836	10463099	CG6539
chr3L	10515502	10516502	chr3L	10517961	10518306	CG32062
chr3L	10519626	10523345	chr3L	10517961	10518306	CG32062
chr3L	10524975	10536391	chr3L	10517961	10518306	CG32062
chr3L	10539121	10545630	chr3L	10558805	10559049	CG6527
chr3L	10545923	10548010	chr3L	10558805	10559049	CG6527
chr3L	10557664	10558664	chr3L	10558805	10559049	CG6527
chr3L	10558582	10559582	chr3L	10558805	10559049	CG6527
chr3L	10578015	10579996	chr3L	10558805	10559049	CG6527
chr3L	10583967	10585724	chr3L	10558805	10559049	CG6527
chr3L	10630435	10631435	chr3L	10631126	10631195	CG8019
chr3L	10630578	10631578	chr3L	10631126	10631195	CG8019
chr3L	10630841	10631841	chr3L	10631126	10631195	CG8019
chr3L	10634074	10635074	chr3L	10634074	10634198	CG34001
chr3L	10634112	10635112	chr3L	10634074	10634198	CG34001
chr3L	10637379	10638379	chr3L	10638041	10638130	CG6502
chr3L	10637379	10638379	chr3L	10638152	10638325	CG8009
chr3L	10637630	10638630	chr3L	10638041	10638130	CG6502
chr3L	10637630	10638630	chr3L	10638152	10638325	CG8009
chr3L	10637645	10638645	chr3L	10638041	10638130	CG6502
chr3L	10637645	10638645	chr3L	10638152	10638325	CG8009
chr3L	10644115	10645115	chr3L	10643532	10643590	CG14153
chr3L	10659481	10660481	chr3L	10661478	10661781	CG8003
chr3L	10660513	10661513	chr3L	10661478	10661781	CG8003
chr3L	10660974	10661974	chr3L	10661478	10661781	CG8003
chr3L	10662470	10663470	chr3L	10663388	10663568	CG32068
chr3L	10662657	10663657	chr3L	10663388	10663568	CG32068
chr3L	10662875	10663875	chr3L	10663388	10663568	CG32068
chr3L	10663935	10664935	chr3L	10663388	10663568	CG32068
chr3L	10664238	10665238	chr3L	10663388	10663568	CG32068
chr3L	10672064	10681648	chr3L	10685009	10685894	CG32067
chr3L	10682333	10686221	chr3L	10685009	10685894	CG32067
chr3L	10690234	10691234	chr3L	10691016	10692601	CG11811
chr3L	10690523	10691523	chr3L	10691016	10692601	CG11811
chr3L	10692029	10693029	chr3L	10691016	10692601	CG11811
chr3L	10692029	10693029	chr3L	10692814	10693135	CG33493
chr3L	10692075	10693075	chr3L	10691016	10692601	CG11811
chr3L	10692075	10693075	chr3L	10692814	10693135	CG33493
chr3L	10692098	10693098	chr3L	10691016	10692601	CG11811
chr3L	10692098	10693098	chr3L	10692814	10693135	CG33493
chr3L	10692667	10693667	chr3L	10692814	10693135	CG33493
chr3L	10692683	10693683	chr3L	10692814	10693135	CG33493
chr3L	10693608	10694608	chr3L	10693996	10694106	CG6463
chr3L	10693859	10694859	chr3L	10693996	10694106	CG6463
chr3L	10696377	10697377	chr3L	10695628	10695704	CG6449
chr3L	10706711	10719525	chr3L	10695628	10695704	CG6449
chr3L	10736053	10737894	chr3L	10695628	10695704	CG6449
chr3L	10738146	10741509	chr3L	10695628	10695704	CG6449
chr3L	10742072	10744762	chr3L	10695628	10695704	CG6449
chr3L	10747311	10749321	chr3L	10695628	10695704	CG6449
chr3L	10749528	10753730	chr3L	10801191	10802117	CG12523
chr3L	10755379	10762123	chr3L	10801191	10802117	CG12523
chr3L	10762566	10767517	chr3L	10801191	10802117	CG12523
chr3L	10771424	10772424	chr3L	10801191	10802117	CG12523
chr3L	10772899	10773899	chr3L	10801191	10802117	CG12523
chr3L	10774275	10781777	chr3L	10801191	10802117	CG12523
chr3L	10784089	10785089	chr3L	10801191	10802117	CG12523
chr3L	10784860	10785860	chr3L	10801191	10802117	CG12523
chr3L	10788833	10789833	chr3L	10801191	10802117	CG12523
chr3L	10789376	10790376	chr3L	10801191	10802117	CG12523
chr3L	10797125	10798125	chr3L	10801191	10802117	CG12523
chr3L	10797908	10798908	chr3L	10801191	10802117	CG12523
chr3L	10803496	10804496	chr3L	10801191	10802117	CG12523
chr3L	10804713	10805713	chr3L	10801191	10802117	CG12523
chr3L	10806435	10809827	chr3L	10801191	10802117	CG12523
chr3L	10810244	10812965	chr3L	10801191	10802117	CG12523
chr3L	10817590	10820356	chr3L	10801191	10802117	CG12523
chr3L	10828801	10833308	chr3L	10801191	10802117	CG12523
chr3L	10837335	10839133	chr3L	10870717	10870879	CG7958
chr3L	10841679	10843376	chr3L	10870717	10870879	CG7958
chr3L	10843626	10849264	chr3L	10870717	10870879	CG7958
chr3L	10849569	10850569	chr3L	10870717	10870879	CG7958
chr3L	10850190	10851190	chr3L	10870717	10870879	CG7958
chr3L	10857388	10858388	chr3L	10870717	10870879	CG7958
chr3L	10857903	10858903	chr3L	10870717	10870879	CG7958
chr3L	10861384	10868369	chr3L	10870717	10870879	CG7958
chr3L	10878537	10879537	chr3L	10876263	10879035	CG6418
chr3L	10878537	10879537	chr3L	10879093	10879313	CG14149
chr3L	10878584	10879584	chr3L	10876263	10879035	CG6418
chr3L	10878584	10879584	chr3L	10879093	10879313	CG14149
chr3L	10881554	10882554	chr3L	10882006	10882051	CG6409
chr3L	10881886	10882886	chr3L	10882006	10882051	CG6409
chr3L	10882389	10883389	chr3L	10882962	10883083	CG7949
chr3L	10883073	10884073	chr3L	10882962	10883083	CG7949
chr3L	10885550	10886550	chr3L	10884733	10885790	CG6404
chr3L	10885971	10886971	chr3L	10884733	10885790	CG6404
chr3L	10891213	10892213	chr3L	10891742	10891779	CG18349
chr3L	10892016	10893016	chr3L	10891742	10891779	CG18349
chr3L	10898073	10899073	chr3L	10896778	10896877	CG6391
chr3L	10898623	10899623	chr3L	10896778	10896877	CG6391
chr3L	10903343	10907956	chr3L	10896778	10896877	CG6391
chr3L	10908193	10920388	chr3L	10896778	10896877	CG6391
chr3L	10921224	10923969	chr3L	10944455	10944810	CG34050
chr3L	10925159	10931587	chr3L	10944455	10944810	CG34050
chr3L	10932310	10936317	chr3L	10944455	10944810	CG34050
chr3L	10937790	10955687	chr3L	10944455	10944810	CG34050
chr3L	10958730	10959730	chr3L	10972653	10972743	CG14147
chr3L	10959101	10960101	chr3L	10972653	10972743	CG14147
chr3L	10959505	10960505	chr3L	10972653	10972743	CG14147
chr3L	10961641	10962641	chr3L	10972653	10972743	CG14147
chr3L	10965105	10969623	chr3L	10972653	10972743	CG14147
chr3L	10970982	10971654	chr3L	10972653	10972743	CG14147
chr3L	10972976	10973976	chr3L	10972653	10972743	CG14147
chr3L	10977510	10978510	chr3L	10972653	10972743	CG14147
chr3L	10977802	10978802	chr3L	10972653	10972743	CG14147
chr3L	10989176	10997504	chr3L	11008349	11008824	CG12296
chr3L	11000908	11001908	chr3L	11008349	11008824	CG12296
chr3L	11000989	11001989	chr3L	11008349	11008824	CG12296
chr3L	11010172	11012884	chr3L	11008349	11008824	CG12296
chr3L	11014834	11017010	chr3L	11008349	11008824	CG12296
chr3L	11017704	11021554	chr3L	11023538	11024606	CG7923
chr3L	11028944	11029944	chr3L	11027578	11027618	CG32081
chr3L	11034301	11035301	chr3L	11037621	11038434	CG6327
chr3L	11037002	11039302	chr3L	11037621	11038434	CG6327
chr3L	11060724	11061724	chr3L	11060967	11061219	CG6321
chr3L	11060724	11061724	chr3L	11061638	11062118	CG14145
chr3L	11061070	11062070	chr3L	11060967	11061219	CG6321
chr3L	11061070	11062070	chr3L	11061638	11062118	CG14145
chr3L	11061630	11062630	chr3L	11061638	11062118	CG14145
chr3L	11061630	11062630	chr3L	11062455	11062543	CG32069
chr3L	11061715	11062715	chr3L	11061638	11062118	CG14145
chr3L	11061715	11062715	chr3L	11062455	11062543	CG32069
chr3L	11062114	11063114	chr3L	11061638	11062118	CG14145
chr3L	11062114	11063114	chr3L	11062455	11062543	CG32069
chr3L	11062225	11063225	chr3L	11062455	11062543	CG32069
chr3L	11064237	11065237	chr3L	11064520	11064937	CG32075
chr3L	11064237	11065237	chr3L	11064996	11065722	CG7869
chr3L	11064441	11065441	chr3L	11064520	11064937	CG32075
chr3L	11064441	11065441	chr3L	11064996	11065722	CG7869
chr3L	11064490	11065490	chr3L	11064520	11064937	CG32075
chr3L	11064490	11065490	chr3L	11064996	11065722	CG7869
chr3L	11069364	11070364	chr3L	11069647	11069853	CG6310
chr3L	11070025	11071025	chr3L	11070582	11070985	CG33048
chr3L	11070063	11071063	chr3L	11070582	11070985	CG33048
chr3L	11073888	11074888	chr3L	11074115	11074390	CG6302
chr3L	11073888	11074888	chr3L	11074770	11075589	CG7839
chr3L	11074268	11075268	chr3L	11074115	11074390	CG6302
chr3L	11074268	11075268	chr3L	11074770	11075589	CG7839
chr3L	11082047	11084955	chr3L	11085639	11085708	CG6297
chr3L	11092693	11093693	chr3L	11095738	11096187	CG6279
chr3L	11092870	11093870	chr3L	11095738	11096187	CG6279
chr3L	11093961	11094961	chr3L	11095738	11096187	CG6279
chr3L	11113240	11114240	chr3L	11113573	11113738	CG11793
chr3L	11113668	11114668	chr3L	11113573	11113738	CG11793
chr3L	11113769	11114769	chr3L	11113573	11113738	CG11793
chr3L	11117966	11118966	chr3L	11117304	11118065	CG11799
chr3L	11118919	11119919	chr3L	11117304	11118065	CG11799
chr3L	11119911	11120911	chr3L	11120858	11121406	CG7636
chr3L	11120283	11121283	chr3L	11120858	11121406	CG7636
chr3L	11120346	11121346	chr3L	11120858	11121406	CG7636
chr3L	11122716	11123716	chr3L	11122921	11123201	CG6233
chr3L	11122847	11123847	chr3L	11122921	11123201	CG6233
chr3L	11134980	11135980	chr3L	11136048	11136288	CG32082
chr3L	11135548	11136548	chr3L	11136048	11136288	CG32082
chr3L	11138404	11139569	chr3L	11136048	11136288	CG32082
chr3L	11143077	11148313	chr3L	11150749	11150785	CG6216
chr3L	11150285	11151285	chr3L	11150749	11150785	CG6216
chr3L	11164301	11165301	chr3L	11164974	11165228	CG32076
chr3L	11164470	11165470	chr3L	11164974	11165228	CG32076
chr3L	11169125	11170125	chr3L	11168136	11169641	CG6210
chr3L	11169125	11170125	chr3L	11169797	11170149	CG7616
chr3L	11169316	11170316	chr3L	11168136	11169641	CG6210
chr3L	11169316	11170316	chr3L	11169797	11170149	CG7616
chr3L	11169573	11170573	chr3L	11168136	11169641	CG6210
chr3L	11169573	11170573	chr3L	11169797	11170149	CG7616
chr3L	11187920	11195784	chr3L	11196566	11196875	CG6207
chr3L	11197036	11198036	chr3L	11196566	11196875	CG6207
chr3L	11197665	11198665	chr3L	11196566	11196875	CG6207
chr3L	11205516	11206516	chr3L	11204904	11204990	CG6199
chr3L	11205921	11206921	chr3L	11204904	11204990	CG6199
chr3L	11210083	11211083	chr3L	11210153	11210580	CG6190
chr3L	11210083	11211083	chr3L	11210775	11212761	CG7600
chr3L	11210285	11211285	chr3L	11210153	11210580	CG6190
chr3L	11210285	11211285	chr3L	11210775	11212761	CG7600
chr3L	11213597	11214597	chr3L	11210775	11212761	CG7600
chr3L	11214004	11215004	chr3L	11210775	11212761	CG7600
chr3L	11215278	11216278	chr3L	11216585	11217282	CG18490
chr3L	11236801	11237801	chr3L	11235607	11235938	CG6185
chr3L	11237120	11238120	chr3L	11235607	11235938	CG6185
chr3L	11246384	11247384	chr3L	11252308	11252960	CG7590
chr3L	11246452	11247452	chr3L	11252308	11252960	CG7590
chr3L	11246723	11247723	chr3L	11252308	11252960	CG7590
chr3L	11246732	11247732	chr3L	11252308	11252960	CG7590
chr3L	11246903	11247903	chr3L	11252308	11252960	CG7590
chr3L	11247597	11248597	chr3L	11252308	11252960	CG7590
chr3L	11247628	11248628	chr3L	11252308	11252960	CG7590
chr3L	11251806	11252806	chr3L	11252308	11252960	CG7590
chr3L	11255672	11256672	chr3L	11252308	11252960	CG7590
chr3L	11257372	11260656	chr3L	11252308	11252960	CG7590
chr3L	11260926	11264733	chr3L	11252308	11252960	CG7590
chr3L	11278167	11281316	chr3L	11293787	11294787	CG6175
chr3L	11281718	11282550	chr3L	11293787	11294787	CG6175
chr3L	11284230	11285230	chr3L	11293787	11294787	CG6175
chr3L	11284680	11285680	chr3L	11293787	11294787	CG6175
chr3L	11290866	11292870	chr3L	11293787	11294787	CG6175
chr3L	11294288	11295288	chr3L	11293787	11294787	CG6175
chr3L	11296546	11300349	chr3L	11293787	11294787	CG6175
chr3L	11300559	11305188	chr3L	11293787	11294787	CG6175
