chrom	txStart	txStart_plus1	paste_locus
chr3L	317083	317084	chr3L_317083_317699
chr3L	317083	317084	chr3L_317083_317699
chr3L	317086	317087	chr3L_317086_317789
chr3L	321232	321233	chr3L_321232_324720
chr3L	324984	324985	chr3L_324984_327769
chr3L	324984	324985	chr3L_324984_327992
chr3L	328096	328097	chr3L_328096_356050
chr3L	329821	329822	chr3L_329821_332309
chr3L	332800	332801	chr3L_332800_339016
chr3L	332800	332801	chr3L_332800_341388
chr3L	332800	332801	chr3L_332800_342915
chr3L	333315	333316	chr3L_333315_339016
chr3L	333315	333316	chr3L_333315_339016
chr3L	334258	334259	chr3L_334258_341388
chr3L	334657	334658	chr3L_334657_342915
chr3L	343377	343378	chr3L_343377_346957
chr3L	343377	343378	chr3L_343377_346957
chr3L	347458	347459	chr3L_347458_355739
chr3L	347458	347459	chr3L_347458_356050
chr3L	351074	351075	chr3L_351074_355739
chr3L	356421	356422	chr3L_356421_357664
chr3L	357850	357851	chr3L_357850_361256
chr3L	357850	357851	chr3L_357850_361383
chr3L	357980	357981	chr3L_357980_358486
chr3L	361471	361472	chr3L_361471_365681
chr3L	361471	361472	chr3L_361471_365681
chr3L	365663	365664	chr3L_365663_366437
chr3L	366523	366524	chr3L_366523_377316
chr3L	366523	366524	chr3L_366523_377316
chr3L	366523	366524	chr3L_366523_392633
chr3L	393593	393594	chr3L_393593_394299
chr3L	433145	433146	chr3L_433145_433906
chr3L	434298	434299	chr3L_434298_437774
chr3L	434298	434299	chr3L_434298_441096
chr3L	434298	434299	chr3L_434298_448132
chr3L	434298	434299	chr3L_434298_490823
chr3L	434854	434855	chr3L_434854_434918
chr3L	442578	442579	chr3L_442578_490823
chr3L	500013	500014	chr3L_500013_500451
chr3L	500964	500965	chr3L_500964_501400
chr3L	509296	509297	chr3L_509296_509890
chr3L	527231	527232	chr3L_527231_527578
chr3L	527670	527671	chr3L_527670_528129
chr3L	528336	528337	chr3L_528336_528996
chr3L	540850	540851	chr3L_540850_542147
chr3L	540937	540938	chr3L_540937_542147
chr3L	542121	542122	chr3L_542121_542931
chr3L	543059	543060	chr3L_543059_576047
chr3L	546058	546059	chr3L_546058_581099
chr3L	550296	550297	chr3L_550296_551010
chr3L	553215	553216	chr3L_553215_553739
chr3L	569325	569326	chr3L_569325_576047
chr3L	581336	581337	chr3L_581336_582810
chr3L	582823	582824	chr3L_582823_589274
chr3L	593245	593246	chr3L_593245_599239
chr3L	599093	599094	chr3L_599093_604008
chr3L	599398	599399	chr3L_599398_600914
chr3L	605164	605165	chr3L_605164_606569
chr3L	609178	609179	chr3L_609178_609620
chr3L	615626	615627	chr3L_615626_616646
chr3L	620694	620695	chr3L_620694_622316
chr3L	628434	628435	chr3L_628434_643900
chr3L	628469	628470	chr3L_628469_642303
chr3L	637485	637486	chr3L_637485_638041
chr3L	637485	637486	chr3L_637485_638568
chr3L	639713	639714	chr3L_639713_642332
chr3L	642207	642208	chr3L_642207_642288
chr3L	648554	648555	chr3L_648554_651311
chr3L	648773	648774	chr3L_648773_651311
chr3L	651541	651542	chr3L_651541_652881
chr3L	652986	652987	chr3L_652986_654089
chr3L	677878	677879	chr3L_677878_680326
chr3L	680435	680436	chr3L_680435_682061
chr3L	680661	680662	chr3L_680661_682193
chr3L	680661	680662	chr3L_680661_682319
chr3L	680661	680662	chr3L_680661_682470
chr3L	682884	682885	chr3L_682884_685549
chr3L	685941	685942	chr3L_685941_687958
chr3L	688522	688523	chr3L_688522_690081
chr3L	690516	690517	chr3L_690516_691951
chr3L	690516	690517	chr3L_690516_691951
chr3L	691485	691486	chr3L_691485_692919
chr3L	693082	693083	chr3L_693082_699144
chr3L	705329	705330	chr3L_705329_705723
chr3L	705947	705948	chr3L_705947_708205
chr3L	708600	708601	chr3L_708600_710361
chr3L	708657	708658	chr3L_708657_710342
chr3L	708657	708658	chr3L_708657_710607
chr3L	710819	710820	chr3L_710819_711819
chr3L	710819	710820	chr3L_710819_711850
chr3L	714215	714216	chr3L_714215_714530
chr3L	737051	737052	chr3L_737051_737479
chr3L	737679	737680	chr3L_737679_739349
chr3L	737679	737680	chr3L_737679_755489
chr3L	749399	749400	chr3L_749399_753492
chr3L	803426	803427	chr3L_803426_804051
chr3L	813299	813300	chr3L_813299_814487
chr3L	820758	820759	chr3L_820758_821512
chr3L	826719	826720	chr3L_826719_829886
chr3L	826719	826720	chr3L_826719_829992
chr3L	826719	826720	chr3L_826719_830190
chr3L	826719	826720	chr3L_826719_833385
chr3L	826719	826720	chr3L_826719_833385
chr3L	827074	827075	chr3L_827074_827144
chr3L	827311	827312	chr3L_827311_827383
chr3L	827536	827537	chr3L_827536_827620
chr3L	827763	827764	chr3L_827763_827843
chr3L	829921	829922	chr3L_829921_829992
chr3L	830436	830437	chr3L_830436_830511
chr3L	831869	831870	chr3L_831869_832008
chr3L	832486	832487	chr3L_832486_832639
chr3L	833061	833062	chr3L_833061_833209
chr3L	834092	834093	chr3L_834092_835515
chr3L	835682	835683	chr3L_835682_836770
chr3L	836666	836667	chr3L_836666_837577
chr3L	836666	836667	chr3L_836666_837821
chr3L	837860	837861	chr3L_837860_839747
chr3L	837860	837861	chr3L_837860_839747
chr3L	837860	837861	chr3L_837860_839747
chr3L	837860	837861	chr3L_837860_839931
chr3L	839979	839980	chr3L_839979_841360
chr3L	841450	841451	chr3L_841450_843469
chr3L	841450	841451	chr3L_841450_843469
chr3L	841450	841451	chr3L_841450_843701
chr3L	843925	843926	chr3L_843925_851080
chr3L	844267	844268	chr3L_844267_851080
chr3L	851345	851346	chr3L_851345_852673
chr3L	852719	852720	chr3L_852719_857248
chr3L	865395	865396	chr3L_865395_870895
chr3L	866499	866500	chr3L_866499_871701
chr3L	871898	871899	chr3L_871898_893520
chr3L	872910	872911	chr3L_872910_895313
chr3L	877290	877291	chr3L_877290_881045
chr3L	877290	877291	chr3L_877290_882013
chr3L	888017	888018	chr3L_888017_893520
chr3L	890269	890270	chr3L_890269_890490
chr3L	891249	891250	chr3L_891249_891475
chr3L	895950	895951	chr3L_895950_897364
chr3L	897379	897380	chr3L_897379_898772
chr3L	897379	897380	chr3L_897379_898772
chr3L	901887	901888	chr3L_901887_902396
chr3L	902897	902898	chr3L_902897_903810
chr3L	909111	909112	chr3L_909111_912319
chr3L	959659	959660	chr3L_959659_984436
chr3L	959659	959660	chr3L_959659_984436
chr3L	959659	959660	chr3L_959659_985622
chr3L	959659	959660	chr3L_959659_985622
chr3L	959659	959660	chr3L_959659_985622
chr3L	959659	959660	chr3L_959659_991298
chr3L	959659	959660	chr3L_959659_991298
chr3L	959659	959660	chr3L_959659_991298
chr3L	959659	959660	chr3L_959659_991298
chr3L	959659	959660	chr3L_959659_993687
chr3L	959659	959660	chr3L_959659_993788
chr3L	959659	959660	chr3L_959659_993788
chr3L	961768	961769	chr3L_961768_962471
chr3L	962755	962756	chr3L_962755_963099
chr3L	993982	993983	chr3L_993982_995703
chr3L	995981	995982	chr3L_995981_1000567
chr3L	995981	995982	chr3L_995981_1007775
chr3L	995981	995982	chr3L_995981_1022889
chr3L	995981	995982	chr3L_995981_1034875
chr3L	997209	997210	chr3L_997209_1007775
chr3L	1001026	1001027	chr3L_1001026_1002195
chr3L	1034696	1034697	chr3L_1034696_1036298
chr3L	1035184	1035185	chr3L_1035184_1036298
chr3L	1140428	1140429	chr3L_1140428_1177276
chr3L	1189587	1189588	chr3L_1189587_1190472
chr3L	1190383	1190384	chr3L_1190383_1193173
chr3L	1194738	1194739	chr3L_1194738_1195302
chr3L	1196316	1196317	chr3L_1196316_1199339
chr3L	1200785	1200786	chr3L_1200785_1232700
chr3L	1201870	1201871	chr3L_1201870_1203036
chr3L	1203315	1203316	chr3L_1203315_1204795
chr3L	1207370	1207371	chr3L_1207370_1207856
chr3L	1207370	1207371	chr3L_1207370_1207981
chr3L	1208419	1208420	chr3L_1208419_1232700
chr3L	1210716	1210717	chr3L_1210716_1211196
chr3L	1212826	1212827	chr3L_1212826_1213406
chr3L	1218081	1218082	chr3L_1218081_1218696
chr3L	1227746	1227747	chr3L_1227746_1228238
chr3L	1232881	1232882	chr3L_1232881_1234015
chr3L	1234129	1234130	chr3L_1234129_1235420
chr3L	1235471	1235472	chr3L_1235471_1235702
chr3L	1235725	1235726	chr3L_1235725_1242025
chr3L	1237132	1237133	chr3L_1237132_1238319
chr3L	1241567	1241568	chr3L_1241567_1245910
chr3L	1246072	1246073	chr3L_1246072_1246923
chr3L	1246985	1246986	chr3L_1246985_1247677
chr3L	1247816	1247817	chr3L_1247816_1250451
chr3L	1248019	1248020	chr3L_1248019_1250451
chr3L	1250695	1250696	chr3L_1250695_1251778
chr3L	1252011	1252012	chr3L_1252011_1255986
chr3L	1252011	1252012	chr3L_1252011_1255986
chr3L	1252011	1252012	chr3L_1252011_1255986
chr3L	1253852	1253853	chr3L_1253852_1255986
chr3L	1256448	1256449	chr3L_1256448_1274498
chr3L	1265715	1265716	chr3L_1265715_1274498
chr3L	1275955	1275956	chr3L_1275955_1288331
chr3L	1275955	1275956	chr3L_1275955_1294382
chr3L	1275955	1275956	chr3L_1275955_1295699
chr3L	1295912	1295913	chr3L_1295912_1298497
chr3L	1298671	1298672	chr3L_1298671_1300389
chr3L	1298885	1298886	chr3L_1298885_1300389
chr3L	1300878	1300879	chr3L_1300878_1302683
chr3L	1300965	1300966	chr3L_1300965_1302683
chr3L	1302943	1302944	chr3L_1302943_1304717
chr3L	1304849	1304850	chr3L_1304849_1307418
chr3L	1305287	1305288	chr3L_1305287_1307112
chr3L	1305287	1305288	chr3L_1305287_1307418
chr3L	1311718	1311719	chr3L_1311718_1313205
chr3L	1311718	1311719	chr3L_1311718_1313377
chr3L	1313695	1313696	chr3L_1313695_1318330
chr3L	1318479	1318480	chr3L_1318479_1329617
chr3L	1321028	1321029	chr3L_1321028_1329617
chr3L	1321791	1321792	chr3L_1321791_1322806
chr3L	1322876	1322877	chr3L_1322876_1324221
chr3L	1324562	1324563	chr3L_1324562_1329617
chr3L	1325116	1325117	chr3L_1325116_1329617
chr3L	1329948	1329949	chr3L_1329948_1331543
chr3L	1329948	1329949	chr3L_1329948_1331631
chr3L	1331743	1331744	chr3L_1331743_1332326
chr3L	1332306	1332307	chr3L_1332306_1333146
chr3L	1333238	1333239	chr3L_1333238_1334576
chr3L	1333238	1333239	chr3L_1333238_1335359
chr3L	1334888	1334889	chr3L_1334888_1339415
chr3L	1339459	1339460	chr3L_1339459_1342165
chr3L	1339459	1339460	chr3L_1339459_1342371
chr3L	1339459	1339460	chr3L_1339459_1342403
chr3L	1342492	1342493	chr3L_1342492_1350599
chr3L	1342492	1342493	chr3L_1342492_1424979
chr3L	1342718	1342719	chr3L_1342718_1349542
chr3L	1343982	1343983	chr3L_1343982_1350599
chr3L	1351115	1351116	chr3L_1351115_1352108
chr3L	1351115	1351116	chr3L_1351115_1352853
chr3L	1370627	1370628	chr3L_1370627_1387437
chr3L	1398585	1398586	chr3L_1398585_1401612
chr3L	1411087	1411088	chr3L_1411087_1413089
chr3L	1416230	1416231	chr3L_1416230_1417933
chr3L	1421198	1421199	chr3L_1421198_1423471
chr3L	1434335	1434336	chr3L_1434335_1437872
chr3L	1460702	1460703	chr3L_1460702_1462801
chr3L	1463810	1463811	chr3L_1463810_1468475
chr3L	1463810	1463811	chr3L_1463810_1468944
chr3L	1470849	1470850	chr3L_1470849_1472060
chr3L	1475437	1475438	chr3L_1475437_1478941
chr3L	1475437	1475438	chr3L_1475437_1489547
chr3L	1477618	1477619	chr3L_1477618_1478209
chr3L	1477618	1477619	chr3L_1477618_1478369
chr3L	1488738	1488739	chr3L_1488738_1488831
chr3L	1488905	1488906	chr3L_1488905_1489045
chr3L	1490950	1490951	chr3L_1490950_1496643
chr3L	1491369	1491370	chr3L_1491369_1496643
chr3L	1494498	1494499	chr3L_1494498_1495119
chr3L	1496852	1496853	chr3L_1496852_1502590
chr3L	1496852	1496853	chr3L_1496852_1502590
chr3L	1498871	1498872	chr3L_1498871_1498996
chr3L	1502842	1502843	chr3L_1502842_1523380
chr3L	1503225	1503226	chr3L_1503225_1517271
chr3L	1517499	1517500	chr3L_1517499_1523380
chr3L	1517599	1517600	chr3L_1517599_1523380
chr3L	1517599	1517600	chr3L_1517599_1523380
chr3L	1517850	1517851	chr3L_1517850_1523380
chr3L	1523413	1523414	chr3L_1523413_1534034
chr3L	1529438	1529439	chr3L_1529438_1531259
chr3L	1534928	1534929	chr3L_1534928_1536835
chr3L	1535011	1535012	chr3L_1535011_1536835
chr3L	1537136	1537137	chr3L_1537136_1544823
chr3L	1537136	1537137	chr3L_1537136_1544823
chr3L	1537425	1537426	chr3L_1537425_1544823
chr3L	1544827	1544828	chr3L_1544827_1545743
chr3L	1544827	1544828	chr3L_1544827_1545743
chr3L	1546091	1546092	chr3L_1546091_1553236
chr3L	1546091	1546092	chr3L_1546091_1553504
chr3L	1547331	1547332	chr3L_1547331_1553236
chr3L	1548264	1548265	chr3L_1548264_1553236
chr3L	1549447	1549448	chr3L_1549447_1549900
chr3L	1549879	1549880	chr3L_1549879_1553236
chr3L	1553492	1553493	chr3L_1553492_1555315
chr3L	1555362	1555363	chr3L_1555362_1558484
chr3L	1558227	1558228	chr3L_1558227_1559863
chr3L	1558781	1558782	chr3L_1558781_1559863
chr3L	1559812	1559813	chr3L_1559812_1568608
chr3L	1565391	1565392	chr3L_1565391_1567802
chr3L	1576698	1576699	chr3L_1576698_1600320
chr3L	1576698	1576699	chr3L_1576698_1600845
chr3L	1586693	1586694	chr3L_1586693_1600845
chr3L	1600725	1600726	chr3L_1600725_1602674
chr3L	1600941	1600942	chr3L_1600941_1602034
chr3L	1600941	1600942	chr3L_1600941_1602674
chr3L	1602953	1602954	chr3L_1602953_1617355
chr3L	1602953	1602954	chr3L_1602953_1617355
chr3L	1604713	1604714	chr3L_1604713_1617355
chr3L	1610695	1610696	chr3L_1610695_1614510
chr3L	1610695	1610696	chr3L_1610695_1615801
chr3L	1617347	1617348	chr3L_1617347_1618158
chr3L	1617484	1617485	chr3L_1617484_1618190
chr3L	1618413	1618414	chr3L_1618413_1620397
chr3L	1618413	1618414	chr3L_1618413_1623159
chr3L	1618413	1618414	chr3L_1618413_1623413
chr3L	1623178	1623179	chr3L_1623178_1625690
chr3L	1623178	1623179	chr3L_1623178_1629301
chr3L	1625790	1625791	chr3L_1625790_1628377
chr3L	1630347	1630348	chr3L_1630347_1637612
chr3L	1630347	1630348	chr3L_1630347_1637674
chr3L	1630347	1630348	chr3L_1630347_1637752
chr3L	1630347	1630348	chr3L_1630347_1637752
chr3L	1631911	1631912	chr3L_1631911_1637752
chr3L	1631911	1631912	chr3L_1631911_1637752
chr3L	1632192	1632193	chr3L_1632192_1637752
chr3L	1632192	1632193	chr3L_1632192_1637752
chr3L	1637941	1637942	chr3L_1637941_1639235
chr3L	1637941	1637942	chr3L_1637941_1639235
chr3L	1639710	1639711	chr3L_1639710_1640952
chr3L	1639710	1639711	chr3L_1639710_1640952
chr3L	1641065	1641066	chr3L_1641065_1645199
chr3L	1645466	1645467	chr3L_1645466_1645983
chr3L	1645930	1645931	chr3L_1645930_1647464
chr3L	1647868	1647869	chr3L_1647868_1648612
chr3L	1648627	1648628	chr3L_1648627_1649093
chr3L	1648627	1648628	chr3L_1648627_1649699
chr3L	1648943	1648944	chr3L_1648943_1651501
chr3L	1649079	1649080	chr3L_1649079_1651501
chr3L	1651431	1651432	chr3L_1651431_1652900
chr3L	1652749	1652750	chr3L_1652749_1654238
chr3L	1653004	1653005	chr3L_1653004_1654112
chr3L	1654246	1654247	chr3L_1654246_1665064
chr3L	1654246	1654247	chr3L_1654246_1665064
chr3L	1654246	1654247	chr3L_1654246_1665064
chr3L	1654878	1654879	chr3L_1654878_1665064
chr3L	1660598	1660599	chr3L_1660598_1664241
chr3L	1660598	1660599	chr3L_1660598_1664241
chr3L	1665137	1665138	chr3L_1665137_1666383
chr3L	1665137	1665138	chr3L_1665137_1666594
chr3L	1666287	1666288	chr3L_1666287_1667307
chr3L	1666436	1666437	chr3L_1666436_1666522
chr3L	1666664	1666665	chr3L_1666664_1666745
chr3L	1666891	1666892	chr3L_1666891_1666964
chr3L	1667191	1667192	chr3L_1667191_1668654
chr3L	1668900	1668901	chr3L_1668900_1670108
chr3L	1670406	1670407	chr3L_1670406_1672727
chr3L	1694616	1694617	chr3L_1694616_1696412
chr3L	1700955	1700956	chr3L_1700955_1702407
chr3L	1701355	1701356	chr3L_1701355_1702407
chr3L	1715594	1715595	chr3L_1715594_1731107
chr3L	1715594	1715595	chr3L_1715594_1731107
chr3L	1715709	1715710	chr3L_1715709_1731107
chr3L	1715709	1715710	chr3L_1715709_1731107
chr3L	1720615	1720616	chr3L_1720615_1723153
chr3L	1724389	1724390	chr3L_1724389_1725647
chr3L	1730992	1730993	chr3L_1730992_1735767
chr3L	1731245	1731246	chr3L_1731245_1735767
chr3L	1735852	1735853	chr3L_1735852_1737822
chr3L	1735852	1735853	chr3L_1735852_1738106
chr3L	1738406	1738407	chr3L_1738406_1745421
chr3L	1738553	1738554	chr3L_1738553_1745421
chr3L	1739162	1739163	chr3L_1739162_1745421
chr3L	1739244	1739245	chr3L_1739244_1745421
chr3L	1741837	1741838	chr3L_1741837_1745421
chr3L	1746906	1746907	chr3L_1746906_1752390
chr3L	1746906	1746907	chr3L_1746906_1752390
chr3L	1748831	1748832	chr3L_1748831_1752390
chr3L	1752327	1752328	chr3L_1752327_1755272
chr3L	1752542	1752543	chr3L_1752542_1755668
chr3L	1752542	1752543	chr3L_1752542_1755934
chr3L	1756158	1756159	chr3L_1756158_1759208
chr3L	1756305	1756306	chr3L_1756305_1759208
chr3L	1759171	1759172	chr3L_1759171_1771758
chr3L	1771808	1771809	chr3L_1771808_1775147
chr3L	1773604	1773605	chr3L_1773604_1775108
chr3L	1775632	1775633	chr3L_1775632_1777019
chr3L	1777009	1777010	chr3L_1777009_1777411
chr3L	1777438	1777439	chr3L_1777438_1778347
chr3L	1778484	1778485	chr3L_1778484_1795328
chr3L	1779110	1779111	chr3L_1779110_1795328
chr3L	1784394	1784395	chr3L_1784394_1784800
chr3L	1789630	1789631	chr3L_1789630_1795328
chr3L	1795391	1795392	chr3L_1795391_1797307
chr3L	1796853	1796854	chr3L_1796853_1797272
chr3L	1797304	1797305	chr3L_1797304_1798610
chr3L	1798802	1798803	chr3L_1798802_1802184
chr3L	1802007	1802008	chr3L_1802007_1802856
chr3L	1803106	1803107	chr3L_1803106_1804910
chr3L	1803106	1803107	chr3L_1803106_1804910
chr3L	1803106	1803107	chr3L_1803106_1806819
chr3L	1803106	1803107	chr3L_1803106_1806920
chr3L	1806042	1806043	chr3L_1806042_1806932
chr3L	1807545	1807546	chr3L_1807545_1807855
chr3L	1810587	1810588	chr3L_1810587_1822213
chr3L	1810587	1810588	chr3L_1810587_1822903
chr3L	1824128	1824129	chr3L_1824128_1828942
chr3L	1824128	1824129	chr3L_1824128_1831783
chr3L	1840280	1840281	chr3L_1840280_1842084
chr3L	1840397	1840398	chr3L_1840397_1842084
chr3L	1850914	1850915	chr3L_1850914_1855309
chr3L	1850914	1850915	chr3L_1850914_1855591
chr3L	1851271	1851272	chr3L_1851271_1855309
chr3L	1857164	1857165	chr3L_1857164_1859047
chr3L	1859114	1859115	chr3L_1859114_1861816
chr3L	1859114	1859115	chr3L_1859114_1862239
chr3L	1862880	1862881	chr3L_1862880_1865139
chr3L	1862880	1862881	chr3L_1862880_1865240
chr3L	1865429	1865430	chr3L_1865429_1867863
chr3L	1865429	1865430	chr3L_1865429_1868644
chr3L	1865429	1865430	chr3L_1865429_1869491
chr3L	1870018	1870019	chr3L_1870018_1871564
chr3L	1870118	1870119	chr3L_1870118_1871564
chr3L	1871573	1871574	chr3L_1871573_1876312
chr3L	1876550	1876551	chr3L_1876550_1882559
chr3L	1876550	1876551	chr3L_1876550_1883041
chr3L	1883794	1883795	chr3L_1883794_1884892
chr3L	1883891	1883892	chr3L_1883891_1884892
chr3L	1883891	1883892	chr3L_1883891_1885019
chr3L	1885656	1885657	chr3L_1885656_1891462
chr3L	1889489	1889490	chr3L_1889489_1891462
chr3L	1893407	1893408	chr3L_1893407_1897655
chr3L	1893407	1893408	chr3L_1893407_1910197
chr3L	1900493	1900494	chr3L_1900493_1910197
chr3L	1921306	1921307	chr3L_1921306_1933602
chr3L	1927622	1927623	chr3L_1927622_1928152
chr3L	1933632	1933633	chr3L_1933632_1938740
chr3L	1933632	1933633	chr3L_1933632_1939103
chr3L	1939241	1939242	chr3L_1939241_1940458
chr3L	1941067	1941068	chr3L_1941067_1942872
chr3L	1942733	1942734	chr3L_1942733_1947475
chr3L	1947564	1947565	chr3L_1947564_1950262
chr3L	1947754	1947755	chr3L_1947754_1950262
chr3L	1950305	1950306	chr3L_1950305_1964178
chr3L	1963142	1963143	chr3L_1963142_1964285
chr3L	1963212	1963213	chr3L_1963212_1963700
chr3L	1966724	1966725	chr3L_1966724_1968103
chr3L	1966724	1966725	chr3L_1966724_1970079
chr3L	1970190	1970191	chr3L_1970190_1971200
chr3L	1971637	1971638	chr3L_1971637_1974285
chr3L	2003108	2003109	chr3L_2003108_2005651
chr3L	2005074	2005075	chr3L_2005074_2005651
chr3L	2008721	2008722	chr3L_2008721_2010751
chr3L	2010148	2010149	chr3L_2010148_2010751
chr3L	2020553	2020554	chr3L_2020553_2021958
chr3L	2022069	2022070	chr3L_2022069_2023391
chr3L	2026990	2026991	chr3L_2026990_2028326
chr3L	2037370	2037371	chr3L_2037370_2038224
chr3L	2088165	2088166	chr3L_2088165_2089626
chr3L	2088252	2088253	chr3L_2088252_2089626
chr3L	2117465	2117466	chr3L_2117465_2151700
chr3L	2118497	2118498	chr3L_2118497_2119567
chr3L	2122618	2122619	chr3L_2122618_2151700
chr3L	2153200	2153201	chr3L_2153200_2163863
chr3L	2167549	2167550	chr3L_2167549_2169108
chr3L	2169552	2169553	chr3L_2169552_2170971
chr3L	2169621	2169622	chr3L_2169621_2170971
chr3L	2172994	2172995	chr3L_2172994_2174332
chr3L	2185929	2185930	chr3L_2185929_2187676
chr3L	2189159	2189160	chr3L_2189159_2191723
chr3L	2189159	2189160	chr3L_2189159_2192221
chr3L	2189159	2189160	chr3L_2189159_2192221
chr3L	2197012	2197013	chr3L_2197012_2198089
chr3L	2197430	2197431	chr3L_2197430_2198089
chr3L	2210872	2210873	chr3L_2210872_2212503
chr3L	2229645	2229646	chr3L_2229645_2235253
chr3L	2235283	2235284	chr3L_2235283_2237076
chr3L	2235645	2235646	chr3L_2235645_2237076
chr3L	2237607	2237608	chr3L_2237607_2243719
chr3L	2237607	2237608	chr3L_2237607_2243719
chr3L	2244477	2244478	chr3L_2244477_2248614
chr3L	2244477	2244478	chr3L_2244477_2248614
chr3L	2244477	2244478	chr3L_2244477_2248614
chr3L	2248634	2248635	chr3L_2248634_2252729
chr3L	2252743	2252744	chr3L_2252743_2256010
chr3L	2252743	2252744	chr3L_2252743_2257423
chr3L	2252743	2252744	chr3L_2252743_2257423
chr3L	2252752	2252753	chr3L_2252752_2256812
chr3L	2257455	2257456	chr3L_2257455_2258922
chr3L	2257642	2257643	chr3L_2257642_2258922
chr3L	2258838	2258839	chr3L_2258838_2262664
chr3L	2262918	2262919	chr3L_2262918_2263615
chr3L	2263580	2263581	chr3L_2263580_2265857
chr3L	2266393	2266394	chr3L_2266393_2267640
chr3L	2267721	2267722	chr3L_2267721_2268560
chr3L	2267857	2267858	chr3L_2267857_2268590
chr3L	2268824	2268825	chr3L_2268824_2269903
chr3L	2269880	2269881	chr3L_2269880_2272769
chr3L	2276549	2276550	chr3L_2276549_2278038
chr3L	2282882	2282883	chr3L_2282882_2300944
chr3L	2282882	2282883	chr3L_2282882_2300944
chr3L	2282996	2282997	chr3L_2282996_2300944
chr3L	2317130	2317131	chr3L_2317130_2317600
chr3L	2319385	2319386	chr3L_2319385_2319919
chr3L	2322692	2322693	chr3L_2322692_2345799
chr3L	2322692	2322693	chr3L_2322692_2345799
chr3L	2360556	2360557	chr3L_2360556_2362686
chr3L	2367842	2367843	chr3L_2367842_2371939
chr3L	2368013	2368014	chr3L_2368013_2371939
chr3L	2372198	2372199	chr3L_2372198_2372876
chr3L	2372843	2372844	chr3L_2372843_2373501
chr3L	2372843	2372844	chr3L_2372843_2373678
chr3L	2372843	2372844	chr3L_2372843_2373704
chr3L	2373727	2373728	chr3L_2373727_2376488
chr3L	2376483	2376484	chr3L_2376483_2377556
chr3L	2377654	2377655	chr3L_2377654_2464849
chr3L	2378826	2378827	chr3L_2378826_2409103
chr3L	2378826	2378827	chr3L_2378826_2464849
chr3L	2387991	2387992	chr3L_2387991_2409103
chr3L	2387991	2387992	chr3L_2387991_2464849
chr3L	2389264	2389265	chr3L_2389264_2389650
chr3L	2389582	2389583	chr3L_2389582_2390989
chr3L	2389582	2389583	chr3L_2389582_2390234
chr3L	2389582	2389583	chr3L_2389582_2390989
chr3L	2400508	2400509	chr3L_2400508_2409103
chr3L	2400508	2400509	chr3L_2400508_2464849
chr3L	2412087	2412088	chr3L_2412087_2464849
chr3L	2413881	2413882	chr3L_2413881_2464558
chr3L	2413881	2413882	chr3L_2413881_2464849
chr3L	2413881	2413882	chr3L_2413881_2464849
chr3L	2413881	2413882	chr3L_2413881_2466353
chr3L	2417954	2417955	chr3L_2417954_2464849
chr3L	2417954	2417955	chr3L_2417954_2466353
chr3L	2428909	2428910	chr3L_2428909_2464849
chr3L	2428909	2428910	chr3L_2428909_2466353
chr3L	2428909	2428910	chr3L_2428909_2466353
chr3L	2439235	2439236	chr3L_2439235_2464849
chr3L	2456606	2456607	chr3L_2456606_2464571
chr3L	2456606	2456607	chr3L_2456606_2466353
chr3L	2457902	2457903	chr3L_2457902_2466353
chr3L	2460977	2460978	chr3L_2460977_2464849
chr3L	2462860	2462861	chr3L_2462860_2464849
chr3L	2474666	2474667	chr3L_2474666_2475614
chr3L	2476258	2476259	chr3L_2476258_2478448
chr3L	2490599	2490600	chr3L_2490599_2492613
chr3L	2494537	2494538	chr3L_2494537_2499226
chr3L	2499371	2499372	chr3L_2499371_2502815
chr3L	2499371	2499372	chr3L_2499371_2502815
chr3L	2499371	2499372	chr3L_2499371_2503606
chr3L	2503788	2503789	chr3L_2503788_2504397
chr3L	2505244	2505245	chr3L_2505244_2536585
chr3L	2505244	2505245	chr3L_2505244_2554292
chr3L	2506570	2506571	chr3L_2506570_2554292
chr3L	2508046	2508047	chr3L_2508046_2554292
chr3L	2508046	2508047	chr3L_2508046_2554292
chr3L	2508046	2508047	chr3L_2508046_2554292
chr3L	2517160	2517161	chr3L_2517160_2518402
chr3L	2525798	2525799	chr3L_2525798_2526973
chr3L	2554846	2554847	chr3L_2554846_2586540
chr3L	2555773	2555774	chr3L_2555773_2586254
chr3L	2555773	2555774	chr3L_2555773_2586540
chr3L	2587455	2587456	chr3L_2587455_2588883
chr3L	2589413	2589414	chr3L_2589413_2595590
chr3L	2589413	2589414	chr3L_2589413_2595590
chr3L	2595780	2595781	chr3L_2595780_2596998
chr3L	2595841	2595842	chr3L_2595841_2599579
chr3L	2596966	2596967	chr3L_2596966_2599579
chr3L	2596966	2596967	chr3L_2596966_2599579
chr3L	2599296	2599297	chr3L_2599296_2600242
chr3L	2600330	2600331	chr3L_2600330_2601461
chr3L	2600330	2600331	chr3L_2600330_2601536
chr3L	2621720	2621721	chr3L_2621720_2622629
chr3L	2628040	2628041	chr3L_2628040_2629018
chr3L	2629833	2629834	chr3L_2629833_2630693
chr3L	2631714	2631715	chr3L_2631714_2641984
chr3L	2631714	2631715	chr3L_2631714_2641984
chr3L	2632274	2632275	chr3L_2632274_2641984
chr3L	2635761	2635762	chr3L_2635761_2641984
