Paste_locus	class
chr4_976761_977761	end
chr4_1026601_1027601	end
chr4_1028859_1029859	end
chr4_1028861_1029861	end
chr4_1030475_1031475	end
chr4_1031176_1032176	end
chr4_1031257_1032257	end
chr4_1122465_1123465	end
chr4_1122857_1123857	end
chr4_1145621_1146621	end
chr4_1146029_1147029	end
chr4_1230213_1231213	end
chrX_8389004_8390004	end
chrX_16782934_16783934	end
chrX_6292653_6293653	end
chrX_9499629_9500629	end
chrX_9495399_9496399	end
chrX_9495689_9496689	end
chrX_10486132_10487132	end
chrX_10486705_10487705	end
chrX_12582693_12583693	end
chrX_17827064_17828064	end
chrX_17827020_17828020	end
chrX_18883575_18884575	end
chrX_2544910_2545910	end
chrX_4906075_4907075	end
chrX_5063368_5064368	end
chrX_5647987_5648987	end
chrX_5770280_5771280	end
chrX_5899489_5900489	end
chrX_6686514_6687514	end
chrX_6686802_6687802	end
chrX_6686518_6687518	end
chrX_6817656_6818656	end
chrX_7097553_7098553	end
chrX_7241432_7242432	end
chrX_7733938_7734938	end
chrX_7734151_7735151	end
chrX_8128785_8129785	end
chrX_8554670_8555670	end
chrX_8805304_8806304	end
chrX_10365773_10366773	end
chrX_11676838_11677838	end
chrX_11801087_11802087	end
chrX_11796801_11797801	end
chrX_12741944_12742944	end
chrX_12741570_12742570	end
chrX_12742118_12743118	end
chrX_12896827_12897827	end
chrX_13111962_13112962	end
chrX_13256683_13257683	end
chrX_13369972_13370972	end
chrX_13526782_13527782	end
chrX_13985942_13986942	end
chrX_13990027_13991027	end
chrX_14818289_14819289	end
chrX_14825405_14826405	end
chrX_14825573_14826573	end
chrX_14951509_14952509	end
chrX_14950249_14951249	end
chrX_14951294_14952294	end
chrX_14953032_14954032	end
chrX_15075720_15076720	end
chrX_15467029_15468029	end
chrX_15467257_15468257	end
chrX_15991474_15992474	end
chrX_16148477_16149477	end
chrX_16123832_16124832	end
chrX_16383766_16384766	end
chrX_16384408_16385408	end
chrX_16649809_16650809	end
chrX_16645667_16646667	end
chrX_16912224_16913224	end
chrX_17304975_17305975	end
chrX_17301429_17302429	end
chrX_17698230_17699230	end
chrX_18483272_18484272	end
chrX_19028129_19029129	end
chrX_19157701_19158701	end
chrX_19268396_19269396	end
chrX_19661793_19662793	end
chrX_19662867_19663867	end
chrX_19663471_19664471	end
chrX_20329872_20330872	end
chrX_20923469_20924469	end
chrX_21110917_21111917	end
chrX_21280653_21281653	end
chrX_21280671_21281671	end
chrX_21629648_21630648	end
chrX_22806899_22807899	end
chrX_2274278_2275278	end
chrX_2274568_2275568	end
chrX_2321764_2322764	end
chrX_2325284_2326284	end
chrX_2325717_2326717	end
chrX_2443476_2444476	end
chrX_2619238_2620238	end
chrX_2947080_2948080	end
chrX_2948448_2949448	end
chrX_2948620_2949620	end
chrX_4540126_4541126	end
chrX_4541938_4542938	end
chrX_4542006_4543006	end
chrX_4548294_4549294	end
chrX_4551378_4552378	end
chrX_4553697_4554697	end
chrX_4553898_4554898	end
chrX_4625604_4626604	end
chrX_4635504_4636504	end
chrX_4643487_4644487	end
chrX_4648146_4649146	end
chrX_4649333_4650333	end
chrX_4649532_4650532	end
chrX_4653997_4654997	end
chrX_4666200_4667200	end
chrX_4679037_4680037	end
chrX_4686403_4687403	end
chrX_4698956_4699956	end
chrX_4701534_4702534	end
chrX_4707004_4708004	end
chrX_4917947_4918947	end
chrX_4937605_4938605	end
chrX_4929488_4930488	end
chrX_4930694_4931694	end
chrX_4935649_4936649	end
chrX_4953590_4954590	end
chrX_4955416_4956416	end
chrX_4960628_4961628	end
chrX_4997737_4998737	end
chrX_4997888_4998888	end
chrX_5082525_5083525	end
chrX_5084268_5085268	end
chrX_5181869_5182869	end
chrX_5308483_5309483	end
chrX_5311388_5312388	end
chrX_5318571_5319571	end
chrX_5321989_5322989	end
chrX_5322196_5323196	end
chrX_5326238_5327238	end
chrX_5328847_5329847	end
chrX_5331935_5332935	end
chrX_5410349_5411349	end
chrX_5419836_5420836	end
chrX_5418070_5419070	end
chrX_5418596_5419596	end
chrX_5420367_5421367	end
chrX_5426719_5427719	end
chrX_5427717_5428717	end
chrX_5428756_5429756	end
chrX_5432026_5433026	end
chrX_5518271_5519271	end
chrX_5517000_5518000	end
chrX_5523965_5524965	end
chrX_5559683_5560683	end
chrX_5612365_5613365	end
chrX_5615870_5616870	end
chrX_5618306_5619306	end
chrX_5622039_5623039	end
chrX_5621916_5622916	end
chrX_5662361_5663361	end
chrX_5671312_5672312	end
chrX_5673047_5674047	end
chrX_5673043_5674043	end
chrX_5676458_5677458	end
chrX_5679477_5680477	end
chrX_5688973_5689973	end
chrX_5690672_5691672	end
chrX_5694705_5695705	end
chrX_5697160_5698160	end
chrX_5713027_5714027	end
chrX_5723070_5724070	end
chrX_5737531_5738531	end
chrX_5734114_5735114	end
chrX_5745875_5746875	end
chrX_5746754_5747754	end
chrX_5754458_5755458	end
chrX_5756210_5757210	end
chrX_5763703_5764703	end
chrX_5776147_5777147	end
chrX_5809658_5810658	end
chrX_5815320_5816320	end
chrX_5872857_5873857	end
chrX_5876353_5877353	end
chrX_5879118_5880118	end
chrX_5879287_5880287	end
chrX_5903673_5904673	end
chrX_5903964_5904964	end
chrX_5904288_5905288	end
chrX_5904899_5905899	end
chrX_5907501_5908501	end
chrX_5912579_5913579	end
chrX_5914797_5915797	end
chrX_5915817_5916817	end
chrX_5916297_5917297	end
chrX_5941352_5942352	end
chrX_5941164_5942164	end
chrX_5953546_5954546	end
chrX_5992140_5993140	end
chrX_6000297_6001297	end
chrX_6005213_6006213	end
chrX_6012681_6013681	end
chrX_6013519_6014519	end
chrX_6036762_6037762	end
chrX_6037300_6038300	end
chrX_6049881_6050881	end
chrX_6068761_6069761	end
chrX_6068764_6069764	end
chrX_6077030_6078030	end
chrX_6077286_6078286	end
chrX_6089701_6090701	end
chrX_6090971_6091971	end
chrX_6090148_6091148	end
chrX_6218827_6219827	end
chrX_6222219_6223219	end
chrX_6223657_6224657	end
chrX_6224020_6225020	end
chrX_6224616_6225616	end
chrX_6224640_6225640	end
chrX_6254987_6255987	end
chrX_6266728_6267728	end
chrX_6261619_6262619	end
chrX_6276224_6277224	end
chrX_6279147_6280147	end
chrX_6278774_6279774	end
chrX_6279512_6280512	end
chrX_6283075_6284075	end
chrX_6287490_6288490	end
chrX_6290745_6291745	end
chrX_6294615_6295615	end
chrX_6294845_6295845	end
chrX_6300785_6301785	end
chrX_6329328_6330328	end
chrX_6332250_6333250	end
chrX_6332528_6333528	end
chrX_6343231_6344231	end
chrX_6349901_6350901	end
chrX_6365208_6366208	end
chrX_6372415_6373415	end
chrX_6523823_6524823	end
chrX_6525842_6526842	end
chrX_6527388_6528388	end
chrX_6530226_6531226	end
chrX_6532667_6533667	end
chrX_6532049_6533049	end
chrX_6532756_6533756	end
chrX_6532848_6533848	end
chrX_6531201_6532201	end
chrX_6590146_6591146	end
chrX_6599199_6600199	end
chrX_6653748_6654748	end
chrX_6659209_6660209	end
chrX_6660962_6661962	end
chrX_6673473_6674473	end
chrX_6677661_6678661	end
chrX_6677760_6678760	end
chrX_6678618_6679618	end
chrX_6681345_6682345	end
chrX_6683196_6684196	end
chrX_6686920_6687920	end
chrX_6688274_6689274	end
chrX_6694501_6695501	end
chrX_6694507_6695507	end
chrX_6698003_6699003	end
chrX_6698067_6699067	end
chrX_6730033_6731033	end
chrX_6726729_6727729	end
chrX_6742667_6743667	end
chrX_6743671_6744671	end
chrX_6743738_6744738	end
chrX_6741991_6742991	end
chrX_6742326_6743326	end
chrX_6743315_6744315	end
chrX_6745923_6746923	end
chrX_6747520_6748520	end
chrX_6770212_6771212	end
chrX_6758991_6759991	end
chrX_6769997_6770997	end
chrX_6779159_6780159	end
chrX_6803093_6804093	end
chrX_6790535_6791535	end
chrX_6794888_6795888	end
chrX_6795078_6796078	end
chrX_6820419_6821419	end
chrX_6823703_6824703	end
chrX_6843421_6844421	end
chrX_6849017_6850017	end
chrX_6852138_6853138	end
chrX_6852395_6853395	end
chrX_6866694_6867694	end
chrX_6875690_6876690	end
chrX_6874416_6875416	end
chrX_6971765_6972765	end
chrX_6972893_6973893	end
chrX_6990818_6991818	end
chrX_6977310_6978310	end
chrX_6980494_6981494	end
chrX_6981183_6982183	end
chrX_6985168_6986168	end
chrX_6983998_6984998	end
chrX_6986688_6987688	end
chrX_6997299_6998299	end
chrX_7000003_7001003	end
chrX_7003651_7004651	end
chrX_7010645_7011645	end
chrX_7011637_7012637	end
chrX_7013162_7014162	end
chrX_7013381_7014381	end
chrX_7014275_7015275	end
chrX_7014509_7015509	end
chrX_7065552_7066552	end
chrX_7096566_7097566	end
chrX_7097268_7098268	end
chrX_7101800_7102800	end
chrX_7103991_7104991	end
chrX_7105845_7106845	end
chrX_7109821_7110821	end
chrX_7285695_7286695	end
chrX_7290798_7291798	end
chrX_7323270_7324270	end
chrX_7492776_7493776	end
chrX_7528296_7529296	end
chrX_7557344_7558344	end
chrX_7680020_7681020	end
chrX_7694418_7695418	end
chrX_7704463_7705463	end
chrX_7696204_7697204	end
chrX_7708087_7709087	end
chrX_7727861_7728861	end
chrX_7736256_7737256	end
chrX_7768661_7769661	end
chrX_7888285_7889285	end
chrX_7891146_7892146	end
chrX_7893061_7894061	end
chrX_7893298_7894298	end
chrX_7900831_7901831	end
chrX_7900703_7901703	end
chrX_7907786_7908786	end
chrX_7919631_7920631	end
chrX_7934177_7935177	end
chrX_7935292_7936292	end
chrX_7944185_7945185	end
chrX_7958869_7959869	end
chrX_7967736_7968736	end
chrX_8057858_8058858	end
chrX_8060474_8061474	end
chrX_8074966_8075966	end
chrX_8093564_8094564	end
chrX_8091613_8092613	end
chrX_8099571_8100571	end
chrX_8100954_8101954	end
chrX_8101595_8102595	end
chrX_8115647_8116647	end
chrX_8105542_8106542	end
chrX_8120647_8121647	end
chrX_8131283_8132283	end
chrX_8136546_8137546	end
chrX_8141779_8142779	end
chrX_8143105_8144105	end
chrX_8143335_8144335	end
chrX_8145102_8146102	end
chrX_8148205_8149205	end
chrX_8156886_8157886	end
chrX_8163080_8164080	end
chrX_8176685_8177685	end
chrX_8242860_8243860	end
chrX_8243516_8244516	end
chrX_8247533_8248533	end
chrX_8250951_8251951	end
chrX_8251187_8252187	end
chrX_8270909_8271909	end
chrX_8273306_8274306	end
chrX_8366669_8367669	end
chrX_8406763_8407763	end
chrX_8436301_8437301	end
chrX_8437320_8438320	end
chrX_8454569_8455569	end
chrX_8454369_8455369	end
chrX_8462849_8463849	end
chrX_8463938_8464938	end
chrX_8516529_8517529	end
chrX_8558281_8559281	end
chrX_8559686_8560686	end
chrX_8559692_8560692	end
chrX_8572560_8573560	end
chrX_8573093_8574093	end
chrX_8588028_8589028	end
chrX_8590274_8591274	end
chrX_8591229_8592229	end
chrX_8601536_8602536	end
chrX_8605804_8606804	end
chrX_8650181_8651181	end
chrX_8680412_8681412	end
chrX_8689546_8690546	end
chrX_8689727_8690727	end
chrX_8713673_8714673	end
chrX_8714163_8715163	end
chrX_8714424_8715424	end
chrX_8716565_8717565	end
chrX_8719777_8720777	end
chrX_8721003_8722003	end
chrX_8836224_8837224	end
chrX_8891307_8892307	end
chrX_8897500_8898500	end
chrX_8897832_8898832	end
chrX_8881132_8882132	end
chrX_8893695_8894695	end
chrX_8899764_8900764	end
chrX_8905748_8906748	end
chrX_8905490_8906490	end
chrX_8923949_8924949	end
chrX_8973755_8974755	end
chrX_9060645_9061645	end
chrX_9067483_9068483	end
chrX_9069690_9070690	end
chrX_9069587_9070587	end
chrX_9077999_9078999	end
chrX_9080557_9081557	end
chrX_9081858_9082858	end
chrX_9082246_9083246	end
chrX_9085367_9086367	end
chrX_9088814_9089814	end
chrX_9103239_9104239	end
chrX_9106104_9107104	end
chrX_9120418_9121418	end
chrX_9134599_9135599	end
chrX_9134540_9135540	end
chrX_9141465_9142465	end
chrX_9148571_9149571	end
chrX_9151476_9152476	end
chrX_9156169_9157169	end
chrX_9154512_9155512	end
chrX_9155113_9156113	end
chrX_9158015_9159015	end
chrX_9158875_9159875	end
chrX_9161590_9162590	end
chrX_9192048_9193048	end
chrX_9193120_9194120	end
chrX_9231878_9232878	end
chrX_9242967_9243967	end
chrX_9246625_9247625	end
chrX_9246836_9247836	end
chrX_9249537_9250537	end
chrX_9254531_9255531	end
chrX_9272460_9273460	end
chrX_9274362_9275362	end
chrX_9282617_9283617	end
chrX_9314671_9315671	end
chrX_9318723_9319723	end
chrX_9355727_9356727	end
chrX_9445712_9446712	end
chrX_9550338_9551338	end
chrX_9553161_9554161	end
chrX_9553250_9554250	end
chrX_9554709_9555709	end
chrX_9555161_9556161	end
chrX_9556044_9557044	end
chrX_9579487_9580487	end
chrX_9581417_9582417	end
chrX_9584075_9585075	end
chrX_9590119_9591119	end
chrX_9605469_9606469	end
chrX_9608341_9609341	end
chrX_9608384_9609384	end
chrX_9649725_9650725	end
chrX_9658645_9659645	end
chrX_9645425_9646425	end
chrX_9650276_9651276	end
chrX_9686566_9687566	end
chrX_9686158_9687158	end
chrX_9685167_9686167	end
chrX_9727988_9728988	end
chrX_9781418_9782418	end
chrX_9781594_9782594	end
chrX_9781421_9782421	end
chrX_9868068_9869068	end
chrX_9873557_9874557	end
chrX_9873489_9874489	end
chrX_9884544_9885544	end
chrX_9930448_9931448	end
chrX_9970264_9971264	end
chrX_10009549_10010549	end
chrX_10013779_10014779	end
chrX_10047656_10048656	end
chrX_10070368_10071368	end
chrX_10081992_10082992	end
chrX_10085671_10086671	end
chrX_10209380_10210380	end
chrX_10209683_10210683	end
chrX_10211874_10212874	end
chrX_10210136_10211136	end
chrX_10262985_10263985	end
chrX_10260834_10261834	end
chrX_10261304_10262304	end
chrX_10264763_10265763	end
chrX_10325458_10326458	end
chrX_10308607_10309607	end
chrX_10289574_10290574	end
chrX_10328446_10329446	end
chrX_10329372_10330372	end
chrX_10347294_10348294	end
chrX_10347837_10348837	end
chrX_10376128_10377128	end
chrX_10384649_10385649	end
chrX_10385361_10386361	end
chrX_10409317_10410317	end
chrX_10460801_10461801	end
chrX_10473087_10474087	end
chrX_10474175_10475175	end
chrX_10477993_10478993	end
chrX_10493236_10494236	end
chrX_10493241_10494241	end
chrX_10546254_10547254	end
chrX_10556862_10557862	end
chrX_10584922_10585922	end
chrX_10595355_10596355	end
chrX_10601146_10602146	end
chrX_10602214_10603214	end
chrX_10744443_10745443	end
chrX_10744750_10745750	end
chrX_10763737_10764737	end
chrX_10763913_10764913	end
chrX_10766156_10767156	end
chrX_10766806_10767806	end
chrX_10767838_10768838	end
chrX_10771199_10772199	end
chrX_10771654_10772654	end
chrX_10778481_10779481	end
chrX_10786407_10787407	end
chrX_10783958_10784958	end
chrX_10786458_10787458	end
chrX_10806356_10807356	end
chrX_10846592_10847592	end
chrX_10848034_10849034	end
chrX_10851827_10852827	end
chrX_10854369_10855369	end
chrX_10856913_10857913	end
chrX_10877298_10878298	end
chrX_10877393_10878393	end
chrX_10892248_10893248	end
chrX_10893176_10894176	end
chrX_10898743_10899743	end
chrX_10898802_10899802	end
chrX_10925131_10926131	end
chrX_10929212_10930212	end
chrX_10966634_10967634	end
chrX_11089607_11090607	end
chrX_11089719_11090719	end
chrX_11091598_11092598	end
chrX_11107648_11108648	end
chrX_11111808_11112808	end
chrX_11124226_11125226	end
chrX_11136278_11137278	end
chrX_11136618_11137618	end
chrX_11136530_11137530	end
chrX_11144309_11145309	end
chrX_11148080_11149080	end
chrX_11148216_11149216	end
chrX_11153490_11154490	end
chrX_11324808_11325808	end
chrX_11338324_11339324	end
chrX_11339088_11340088	end
chrX_11339584_11340584	end
chrX_11347501_11348501	end
chrX_11348365_11349365	end
chrX_11349347_11350347	end
chrX_11349974_11350974	end
chrX_11358224_11359224	end
chrX_11367598_11368598	end
chrX_11368683_11369683	end
chrX_11368783_11369783	end
chrX_11453838_11454838	end
chrX_11453886_11454886	end
chrX_11458727_11459727	end
chrX_11482606_11483606	end
chrX_11482733_11483733	end
chrX_11484560_11485560	end
chrX_11492498_11493498	end
chrX_11546997_11547997	end
chrX_11558137_11559137	end
chrX_11558146_11559146	end
chrX_11558154_11559154	end
chrX_11569826_11570826	end
chrX_11571942_11572942	end
chrX_11575652_11576652	end
chrX_11576120_11577120	end
chrX_11579584_11580584	end
chrX_11579600_11580600	end
chrX_11579671_11580671	end
chrX_11579932_11580932	end
chrX_11611152_11612152	end
chrX_11614628_11615628	end
chrX_11615340_11616340	end
chrX_11620780_11621780	end
chrX_11678051_11679051	end
chrX_11678089_11679089	end
chrX_11694240_11695240	end
chrX_11703894_11704894	end
chrX_11704525_11705525	end
chrX_11704800_11705800	end
chrX_11709451_11710451	end
chrX_11713711_11714711	end
chrX_11714530_11715530	end
chrX_11709801_11710801	end
chrX_11713347_11714347	end
chrX_11713817_11714817	end
chrX_11714405_11715405	end
chrX_11715065_11716065	end
chrX_11716220_11717220	end
chrX_11719394_11720394	end
chrX_11728599_11729599	end
chrX_11764090_11765090	end
chrX_11778284_11779284	end
chrX_11791753_11792753	end
chrX_11791410_11792410	end
chrX_11791277_11792277	end
chrX_11804621_11805621	end
chrX_11804864_11805864	end
chrX_11806617_11807617	end
chrX_11816051_11817051	end
chrX_11815243_11816243	end
chrX_11845599_11846599	end
chrX_11852030_11853030	end
chrX_11854431_11855431	end
chrX_11854271_11855271	end
chrX_11868393_11869393	end
chrX_11872279_11873279	end
chrX_11874846_11875846	end
chrX_11886662_11887662	end
chrX_11887740_11888740	end
chrX_11904871_11905871	end
chrX_11916760_11917760	end
chrX_11919974_11920974	end
chrX_11920074_11921074	end
chrX_11922260_11923260	end
chrX_11987264_11988264	end
chrX_11998000_11999000	end
chrX_12003414_12004414	end
chrX_12009404_12010404	end
chrX_12011711_12012711	end
chrX_12016558_12017558	end
chrX_12016875_12017875	end
chrX_12017461_12018461	end
chrX_12020219_12021219	end
chrX_12028532_12029532	end
chrX_12030965_12031965	end
chrX_12462612_12463612	end
chrX_12496097_12497097	end
chrX_12497308_12498308	end
chrX_12611108_12612108	end
chrX_12611167_12612167	end
chrX_12629098_12630098	end
chrX_12629140_12630140	end
chrX_12630611_12631611	end
chrX_12652841_12653841	end
chrX_12652942_12653942	end
chrX_12660132_12661132	end
chrX_12664768_12665768	end
chrX_12708341_12709341	end
chrX_12717960_12718960	end
chrX_12742426_12743426	end
chrX_12747867_12748867	end
chrX_12747253_12748253	end
chrX_12754071_12755071	end
chrX_12760117_12761117	end
chrX_12763111_12764111	end
chrX_12770478_12771478	end
chrX_12784458_12785458	end
chrX_12898169_12899169	end
chrX_12900614_12901614	end
chrX_12902662_12903662	end
chrX_12903016_12904016	end
chrX_12907342_12908342	end
chrX_12907442_12908442	end
chrX_12909122_12910122	end
chrX_13089934_13090934	end
chrX_13093486_13094486	end
chrX_13107694_13108694	end
chrX_13128294_13129294	end
chrX_13128130_13129130	end
chrX_13129790_13130790	end
chrX_13134065_13135065	end
chrX_13134339_13135339	end
chrX_13159008_13160008	end
chrX_13191383_13192383	end
chrX_13193892_13194892	end
chrX_13193935_13194935	end
chrX_13194051_13195051	end
chrX_13211174_13212174	end
chrX_13285132_13286132	end
chrX_13272244_13273244	end
chrX_13287241_13288241	end
chrX_13301915_13302915	end
chrX_13296151_13297151	end
chrX_13299410_13300410	end
chrX_13328803_13329803	end
chrX_13331494_13332494	end
chrX_13337138_13338138	end
chrX_13337205_13338205	end
chrX_13340509_13341509	end
chrX_13384377_13385377	end
chrX_13385393_13386393	end
chrX_13386917_13387917	end
chrX_13388344_13389344	end
chrX_13388832_13389832	end
chrX_13390060_13391060	end
chrX_13395861_13396861	end
chrX_13408823_13409823	end
chrX_13411088_13412088	end
chrX_13412368_13413368	end
chrX_13412574_13413574	end
chrX_13420524_13421524	end
chrX_13529749_13530749	end
chrX_13535702_13536702	end
chrX_13544407_13545407	end
chrX_13562859_13563859	end
chrX_13611562_13612562	end
chrX_13615903_13616903	end
chrX_13616086_13617086	end
chrX_13623908_13624908	end
chrX_13661442_13662442	end
chrX_13667311_13668311	end
chrX_13668794_13669794	end
chrX_13669073_13670073	end
chrX_13679898_13680898	end
chrX_13679701_13680701	end
chrX_13680000_13681000	end
chrX_13717785_13718785	end
chrX_13717335_13718335	end
chrX_13721477_13722477	end
chrX_13735189_13736189	end
chrX_13735757_13736757	end
chrX_13735778_13736778	end
chrX_13744183_13745183	end
chrX_13738677_13739677	end
chrX_13740601_13741601	end
chrX_13744976_13745976	end
chrX_13754906_13755906	end
chrX_13755513_13756513	end
chrX_13756326_13757326	end
chrX_13781670_13782670	end
chrX_13782881_13783881	end
chrX_13810993_13811993	end
chrX_13821807_13822807	end
chrX_13829817_13830817	end
chrX_13845366_13846366	end
chrX_13835865_13836865	end
chrX_13839511_13840511	end
chrX_13990920_13991920	end
chrX_14097465_14098465	end
chrX_14116389_14117389	end
chrX_14182216_14183216	end
chrX_14187341_14188341	end
chrX_14191462_14192462	end
chrX_14199458_14200458	end
chrX_14199121_14200121	end
chrX_14200407_14201407	end
chrX_14210957_14211957	end
chrX_14225379_14226379	end
chrX_14227449_14228449	end
chrX_14233566_14234566	end
chrX_14237423_14238423	end
chrX_14242322_14243322	end
chrX_14288893_14289893	end
chrX_14479586_14480586	end
chrX_14581674_14582674	end
chrX_14582482_14583482	end
chrX_14602080_14603080	end
chrX_14653334_14654334	end
chrX_14653428_14654428	end
chrX_14748876_14749876	end
chrX_14748510_14749510	end
chrX_14765287_14766287	end
chrX_14783552_14784552	end
chrX_14831533_14832533	end
chrX_14837698_14838698	end
chrX_14838606_14839606	end
chrX_14844257_14845257	end
chrX_14848308_14849308	end
chrX_14870681_14871681	end
chrX_14882086_14883086	end
chrX_14896391_14897391	end
chrX_14910345_14911345	end
chrX_14922993_14923993	end
chrX_14953197_14954197	end
chrX_14954600_14955600	end
chrX_15065932_15066932	end
chrX_15068591_15069591	end
chrX_15080755_15081755	end
chrX_15079925_15080925	end
chrX_15083517_15084517	end
chrX_15084199_15085199	end
chrX_15085327_15086327	end
chrX_15095542_15096542	end
chrX_15136811_15137811	end
chrX_15138867_15139867	end
chrX_15162725_15163725	end
chrX_15318574_15319574	end
chrX_15327529_15328529	end
chrX_15319537_15320537	end
chrX_15332654_15333654	end
chrX_15344125_15345125	end
chrX_15449383_15450383	end
chrX_15452146_15453146	end
chrX_15452667_15453667	end
chrX_15461941_15462941	end
chrX_15464527_15465527	end
chrX_15486112_15487112	end
chrX_15553778_15554778	end
chrX_15569869_15570869	end
chrX_15571649_15572649	end
chrX_15579357_15580357	end
chrX_15592651_15593651	end
chrX_15593034_15594034	end
chrX_15641608_15642608	end
chrX_15670529_15671529	end
chrX_15677237_15678237	end
chrX_15703270_15704270	end
chrX_15710039_15711039	end
chrX_15711686_15712686	end
chrX_15711809_15712809	end
chrX_15733163_15734163	end
chrX_15733496_15734496	end
chrX_15736620_15737620	end
chrX_15738454_15739454	end
chrX_15745731_15746731	end
chrX_15748471_15749471	end
chrX_15760149_15761149	end
chrX_15760233_15761233	end
chrX_15762163_15763163	end
chrX_15769014_15770014	end
chrX_15785083_15786083	end
chrX_15795528_15796528	end
chrX_15798662_15799662	end
chrX_15802469_15803469	end
chrX_15803380_15804380	end
chrX_15807449_15808449	end
chrX_15810447_15811447	end
chrX_15834254_15835254	end
chrX_15834990_15835990	end
chrX_15843645_15844645	end
chrX_15848758_15849758	end
chrX_15852675_15853675	end
chrX_15857323_15858323	end
chrX_15858879_15859879	end
chrX_15869161_15870161	end
chrX_15886811_15887811	end
chrX_15889609_15890609	end
chrX_15891047_15892047	end
chrX_15909176_15910176	end
chrX_15924058_15925058	end
chrX_15933175_15934175	end
chrX_15933367_15934367	end
chrX_15939951_15940951	end
chrX_15982444_15983444	end
chrX_15986308_15987308	end
chrX_15986245_15987245	end
chrX_15996009_15997009	end
chrX_16005312_16006312	end
chrX_16062398_16063398	end
chrX_16072782_16073782	end
chrX_16073068_16074068	end
chrX_16090995_16091995	end
chrX_16085251_16086251	end
chrX_16095422_16096422	end
chrX_16096163_16097163	end
chrX_16104446_16105446	end
chrX_16216250_16217250	end
chrX_16216246_16217246	end
chrX_16275417_16276417	end
chrX_16275680_16276680	end
chrX_16277087_16278087	end
chrX_16288033_16289033	end
chrX_16286488_16287488	end
chrX_16295770_16296770	end
chrX_16296087_16297087	end
chrX_16296385_16297385	end
chrX_16297218_16298218	end
chrX_16306877_16307877	end
chrX_16307893_16308893	end
chrX_16308167_16309167	end
chrX_16308187_16309187	end
chrX_16312638_16313638	end
chrX_16322731_16323731	end
chrX_16324620_16325620	end
chrX_16325268_16326268	end
chrX_16331548_16332548	end
chrX_16333100_16334100	end
chrX_16357953_16358953	end
chrX_16358178_16359178	end
chrX_16358485_16359485	end
chrX_16358539_16359539	end
chrX_16390938_16391938	end
chrX_16421742_16422742	end
chrX_16421765_16422765	end
chrX_16440796_16441796	end
chrX_16446493_16447493	end
chrX_16447802_16448802	end
chrX_16524915_16525915	end
chrX_16540352_16541352	end
chrX_16547020_16548020	end
chrX_16553451_16554451	end
chrX_16553468_16554468	end
chrX_16559516_16560516	end
chrX_16586165_16587165	end
chrX_16586672_16587672	end
chrX_16597996_16598996	end
chrX_16598715_16599715	end
chrX_16609959_16610959	end
chrX_16636914_16637914	end
chrX_16638420_16639420	end
chrX_16639919_16640919	end
chrX_16651548_16652548	end
chrX_16654515_16655515	end
chrX_16683395_16684395	end
chrX_16694644_16695644	end
chrX_16694673_16695673	end
chrX_16720911_16721911	end
chrX_16751410_16752410	end
chrX_16743865_16744865	end
chrX_16786508_16787508	end
chrX_16800210_16801210	end
chrX_16802844_16803844	end
chrX_16808730_16809730	end
chrX_16835020_16836020	end
chrX_16874332_16875332	end
chrX_16883865_16884865	end
chrX_16885359_16886359	end
chrX_16886112_16887112	end
chrX_16886028_16887028	end
chrX_16886060_16887060	end
chrX_16888097_16889097	end
chrX_16888229_16889229	end
chrX_16889135_16890135	end
chrX_16935376_16936376	end
chrX_16940373_16941373	end
chrX_16942371_16943371	end
chrX_16968179_16969179	end
chrX_17077337_17078337	end
chrX_17077397_17078397	end
chrX_17087175_17088175	end
chrX_17082856_17083856	end
chrX_17105349_17106349	end
chrX_17105352_17106352	end
chrX_17146706_17147706	end
chrX_17147764_17148764	end
chrX_17143568_17144568	end
chrX_17143740_17144740	end
chrX_17146259_17147259	end
chrX_17158806_17159806	end
chrX_17249002_17250002	end
chrX_17284000_17285000	end
chrX_17291169_17292169	end
chrX_17300121_17301121	end
chrX_17421645_17422645	end
chrX_17452043_17453043	end
chrX_17506589_17507589	end
chrX_17474973_17475973	end
chrX_17488815_17489815	end
chrX_17530954_17531954	end
chrX_17560680_17561680	end
chrX_17575601_17576601	end
chrX_17578398_17579398	end
chrX_17578729_17579729	end
chrX_17578635_17579635	end
chrX_17598455_17599455	end
chrX_17598814_17599814	end
chrX_17627395_17628395	end
chrX_17631547_17632547	end
chrX_17650400_17651400	end
chrX_17650810_17651810	end
chrX_17652062_17653062	end
chrX_17656318_17657318	end
chrX_17668871_17669871	end
chrX_17682422_17683422	end
chrX_17702277_17703277	end
chrX_17702524_17703524	end
chrX_17709153_17710153	end
chrX_17751185_17752185	end
chrX_17751507_17752507	end
chrX_17819185_17820185	end
chrX_17830594_17831594	end
chrX_17841205_17842205	end
chrX_17844204_17845204	end
chrX_17847444_17848444	end
chrX_17849348_17850348	end
chrX_17849842_17850842	end
chrX_17852185_17853185	end
chrX_17855629_17856629	end
chrX_17857933_17858933	end
chrX_17857584_17858584	end
chrX_17858110_17859110	end
chrX_17860300_17861300	end
chrX_17862200_17863200	end
chrX_17862275_17863275	end
chrX_17874540_17875540	end
chrX_17886722_17887722	end
chrX_17906761_17907761	end
chrX_17910217_17911217	end
chrX_17910597_17911597	end
