chrom	start	end	length
chr3L	14707648	14707649	229
chr3L	14708577	14708578	798
chr3L	14710352	14710353	1502
chr3L	14711629	14711630	583
chr3L	14712798	14712799	1197
chr3L	14714344	14714345	679
chr3L	14716647	14716648	1985
chr3L	14718377	14718378	339
chr3L	14719408	14719409	297
chr3L	14720713	14720714	1119
chr3L	14723355	14723356	670
chr3L	14724684	14724685	1533
chr3L	14731389	14731390	341
chr3L	14734411	14734412	359
chr3L	14736681	14736682	368
chr3L	14737735	14737736	1230
chr3L	14739558	14739559	1448
chr3L	14740754	14740755	276
chr3L	14742004	14742005	680
chr3L	14742990	14742991	723
chr3L	14746568	14746569	482
chr3L	14748644	14748645	291
chr3L	14755136	14755137	693
chr3L	14758613	14758614	275
chr3L	14764291	14764292	586
chr3L	14765638	14765639	1228
chr3L	14767039	14767040	251
chr3L	14771222	14771223	525
chr3L	14773444	14773445	1752
chr3L	14775072	14775073	807
chr3L	14778953	14778954	380
chr3L	14781248	14781249	460
chr3L	14782922	14782923	960
chr3L	14792744	14792745	972
chr3L	14794132	14794133	717
chr3L	14796309	14796310	3107
chr3L	14807798	14807799	1138
chr3L	14809054	14809055	884
chr3L	14810956	14810957	978
chr3L	14813808	14813809	3570
chr3L	14816492	14816493	1080
chr3L	14817741	14817742	779
chr3L	14819458	14819459	1340
chr3L	14820939	14820940	1015
chr3L	14822594	14822595	860
chr3L	14824117	14824118	1755
chr3L	14833192	14833193	609
chr3L	14834960	14834961	1585
chr3L	14836162	14836163	354
chr3L	14837792	14837793	2496
chr3L	14840987	14840988	3420
chr3L	14843643	14843644	1166
chr3L	14844758	14844759	559
chr3L	14845369	14845370	211
chr3L	14847052	14847053	663
chr3L	14848905	14848906	816
chr3L	14850850	14850851	491
chr3L	14852235	14852236	1158
chr3L	14853451	14853452	515
chr3L	14855556	14855557	1389
chr3L	14857330	14857331	1138
chr3L	14858620	14858621	905
chr3L	14860944	14860945	3290
chr3L	14864108	14864109	1972
chr3L	14872637	14872638	323
chr3L	14873406	14873407	374
chr3L	14874171	14874172	309
chr3L	14875289	14875290	1280
chr3L	14877058	14877059	1266
chr3L	14879903	14879904	283
chr3L	14906501	14906502	2431
chr3L	14908322	14908323	366
chr3L	14909229	14909230	981
chr3L	14910256	14910257	274
chr3L	14911480	14911481	566
chr3L	14912528	14912529	525
chr3L	14913784	14913785	1032
chr3L	14916089	14916090	658
chr3L	14917607	14917608	1159
chr3L	14922907	14922908	507
chr3L	14923824	14923825	394
chr3L	14924818	14924819	466
chr3L	14925567	14925568	236
chr3L	14928293	14928294	884
chr3L	14931175	14931176	3378
chr3L	14933245	14933246	290
chr3L	14934877	14934878	1142
chr3L	14936704	14936705	1451
chr3L	14937935	14937936	406
chr3L	14940051	14940052	529
chr3L	15009069	15009070	6863
chr3L	15019965	15019966	3595
chr3L	15027806	15027807	1591
chr3L	15029747	15029748	1633
chr3L	15031874	15031875	970
chr3L	15032868	15032869	447
chr3L	15033562	15033563	242
chr3L	15037206	15037207	1266
chr3L	15038368	15038369	394
chr3L	15039240	15039241	737
chr3L	15040688	15040689	883
chr3L	15045716	15045717	1997
chr3L	15047591	15047592	500
chr3L	15058619	15058620	2072
chr3L	15073848	15073849	534
chr3L	15074715	15074716	519
chr3L	15086556	15086557	688
chr3L	15132715	15132716	709
chr3L	15139593	15139594	446
chr3L	15149142	15149143	299
chr3L	15156043	15156044	814
chr3L	15242026	15242027	544
chr3L	15308542	15308543	311
chr3L	15309395	15309396	638
chr3L	15310358	15310359	426
chr3L	15339795	15339796	2231
chr3L	15507078	15507079	329
chr3L	15542418	15542419	7096
chr3L	15547252	15547253	505
chr3L	15548470	15548471	463
chr3L	15549848	15549849	613
chr3L	15550622	15550623	340
chr3L	15558294	15558295	536
chr3L	15559630	15559631	530
chr3L	15562011	15562012	569
chr3L	15569398	15569399	1717
chr3L	15572660	15572661	580
chr3L	15574309	15574310	469
chr3L	15591315	15591316	718
chr3L	15593041	15593042	1827
chr3L	15594395	15594396	445
chr3L	15597264	15597265	4707
chr3L	15601204	15601205	2651
chr3L	15604057	15604058	819
chr3L	15615955	15615956	1068
chr3L	15617227	15617228	677
chr3L	15618475	15618476	342
chr3L	15627454	15627455	467
chr3L	15636975	15636976	2801
chr3L	15639947	15639948	1929
chr3L	15642119	15642120	1722
chr3L	15643999	15644000	253
chr3L	15645105	15645106	597
chr3L	15685025	15685026	778
chr3L	15725964	15725965	2488
chr3L	15812809	15812810	1012
chr3L	15821739	15821740	437
chr3L	15827774	15827775	525
chr3L	15828647	15828648	664
chr3L	15829968	15829969	1449
chr3L	15838642	15838643	308
chr3L	15839468	15839469	895
chr3L	15841928	15841929	1862
chr3L	15849635	15849636	978
chr3L	15853200	15853201	547
chr3L	15854459	15854460	959
chr3L	15855978	15855979	1505
chr3L	15858033	15858034	212
chr3L	15865012	15865013	291
chr3L	15866803	15866804	744
chr3L	15867805	15867806	416
chr3L	15869613	15869614	2501
chr3L	15871973	15871974	1003
chr3L	15872903	15872904	303
chr3L	15879265	15879266	1519
chr3L	15880694	15880695	500
chr3L	15882514	15882515	1174
chr3L	15883800	15883801	457
chr3L	15887685	15887686	455
chr3L	15889663	15889664	841
chr3L	15890633	15890634	516
chr3L	15891322	15891323	405
chr3L	15892994	15892995	436
chr3L	15893762	15893763	674
chr3L	15895757	15895758	873
chr3L	15897023	15897024	370
chr3L	15902228	15902229	622
chr3L	15903146	15903147	538
chr3L	15905705	15905706	4035
chr3L	15908771	15908772	1009
chr3L	15911050	15911051	1909
chr3L	15913276	15913277	1272
chr3L	15914627	15914628	295
chr3L	15917078	15917079	417
chr3L	15918001	15918002	503
chr3L	15920426	15920427	1652
chr3L	15922800	15922801	233
chr3L	15923597	15923598	551
chr3L	15928190	15928191	342
chr3L	15929039	15929040	540
chr3L	15938573	15938574	306
chr3L	15940488	15940489	2203
chr3L	15943105	15943106	1404
chr3L	15944608	15944609	1182
chr3L	15947364	15947365	735
chr3L	15948091	15948092	221
chr3L	15949299	15949300	712
chr3L	15950232	15950233	435
chr3L	15951019	15951020	645
chr3L	15962102	15962103	284
chr3L	15963807	15963808	2286
chr3L	15993658	15993659	398
chr3L	15994441	15994442	280
chr3L	15995333	15995334	730
chr3L	15996530	15996531	690
chr3L	15997941	15997942	1513
chr3L	15999073	15999074	268
chr3L	16000217	16000218	308
chr3L	16001312	16001313	878
chr3L	16008564	16008565	760
chr3L	16026644	16026645	1081
chr3L	16027596	16027597	331
chr3L	16028797	16028798	1608
chr3L	16057950	16057951	5811
chr3L	16061918	16061919	1589
chr3L	16063753	16063754	1250
chr3L	16066245	16066246	3195
chr3L	16068745	16068746	974
chr3L	16070889	16070890	2165
chr3L	16076132	16076133	2703
chr3L	16080445	16080446	343
chr3L	16093463	16093464	825
chr3L	16108895	16108896	756
chr3L	16109644	16109645	214
chr3L	16117911	16117912	5072
chr3L	16124333	16124334	455
chr3L	16145977	16145978	2784
chr3L	16155120	16155121	2676
chr3L	16157892	16157893	2300
chr3L	16161210	16161211	3870
chr3L	16349928	16349929	982
chr3L	16375126	16375127	1592
chr3L	16376694	16376695	586
chr3L	16430521	16430522	2485
chr3L	16433633	16433634	3316
chr3L	16435714	16435715	378
chr3L	16439203	16439204	5852
chr3L	16443062	16443063	314
chr3L	16443807	16443808	298
chr3L	16454011	16454012	827
chr3L	16455030	16455031	515
chr3L	16459402	16459403	7380
chr3L	16463604	16463605	594
chr3L	16465518	16465519	2761
chr3L	16468358	16468359	2342
chr3L	16471632	16471633	784
chr3L	16474397	16474398	3460
chr3L	16477713	16477714	2220
chr3L	16479446	16479447	820
chr3L	16505202	16505203	3384
chr3L	16508299	16508300	2150
chr3L	16510294	16510295	1264
chr3L	16515046	16515047	7647
chr3L	16521016	16521017	3654
chr3L	16529638	16529639	2345
chr3L	16531401	16531402	755
chr3L	16532908	16532909	978
chr3L	16535189	16535190	3029
chr3L	16537447	16537448	852
chr3L	16538847	16538848	1447
chr3L	16541093	16541094	639
chr3L	16542064	16542065	464
chr3L	16578408	16578409	434
chr3L	16592195	16592196	962
chr3L	16593546	16593547	504
chr3L	16596588	16596589	1118
chr3L	16604013	16604014	602
chr3L	16604747	16604748	442
chr3L	16606214	16606215	550
chr3L	16624175	16624176	1563
chr3L	16625906	16625907	856
chr3L	16627792	16627793	515
chr3L	16629106	16629107	1312
chr3L	16630728	16630729	792
chr3L	16634459	16634460	5164
chr3L	16638653	16638654	1832
chr3L	16641970	16641971	4225
chr3L	16682118	16682119	3342
chr3L	16693360	16693361	2314
chr3L	16708558	16708559	2193
chr3L	16715357	16715358	859
chr3L	16716540	16716541	914
chr3L	16718982	16718983	3481
chr3L	16771182	16771183	946
chr3L	16789387	16789388	280
chr3L	16791330	16791331	2024
chr3L	16793400	16793401	1278
chr3L	16795501	16795502	1128
chr3L	16797096	16797097	987
chr3L	16798389	16798390	587
chr3L	16814664	16814665	509
chr3L	16815682	16815683	905
chr3L	16817671	16817672	2599
chr3L	16820735	16820736	760
chr3L	16823254	16823255	3851
chr3L	16826531	16826532	2261
chr3L	16848448	16848449	1713
chr3L	16870888	16870889	8779
chr3L	16876066	16876067	941
chr3L	16884520	16884521	1387
chr3L	16888954	16888955	2023
chr3L	16919332	16919333	1361
chr3L	16920916	16920917	1329
chr3L	16926489	16926490	757
chr3L	16946789	16946790	225
chr3L	16965583	16965584	407
chr3L	16971689	16971690	958
chr3L	16978686	16978687	308
chr3L	17007667	17007668	825
chr3L	17009058	17009059	291
chr3L	17009666	17009667	364
chr3L	17010695	17010696	1225
chr3L	17017393	17017394	596
chr3L	17038349	17038350	1707
chr3L	17053856	17053857	1116
chr3L	17061142	17061143	2236
chr3L	17064124	17064125	237
chr3L	17067412	17067413	313
chr3L	17067978	17067979	286
chr3L	17069525	17069526	371
chr3L	17070867	17070868	1631
chr3L	17078787	17078788	1384
chr3L	17080163	17080164	611
chr3L	17081160	17081161	850
chr3L	17082032	17082033	259
chr3L	17082745	17082746	461
chr3L	17084437	17084438	890
chr3L	17094040	17094041	326
chr3L	17095710	17095711	408
chr3L	17096255	17096256	228
chr3L	17097218	17097219	1255
chr3L	17098813	17098814	229
chr3L	17099820	17099821	339
chr3L	17100950	17100951	643
chr3L	17101840	17101841	239
chr3L	17102476	17102477	494
chr3L	17103679	17103680	896
chr3L	17105158	17105159	1343
chr3L	17106923	17106924	1665
chr3L	17108226	17108227	207
chr3L	17108709	17108710	276
chr3L	17110753	17110754	3061
chr3L	17113482	17113483	1535
chr3L	17115614	17115615	2217
chr3L	17117934	17117935	1736
chr3L	17121610	17121611	4084
chr3L	17124388	17124389	844
chr3L	17125538	17125539	708
chr3L	17126469	17126470	501
chr3L	17128285	17128286	270
chr3L	17129983	17129984	1858
chr3L	17131310	17131311	315
chr3L	17132509	17132510	998
chr3L	17134844	17134845	1281
chr3L	17137257	17137258	2996
chr3L	17140446	17140447	1320
chr3L	17143174	17143175	1667
chr3L	17145750	17145751	3010
chr3L	17150285	17150286	3223
chr3L	17153068	17153069	1683
chr3L	17154956	17154957	1681
chr3L	17156644	17156645	768
chr3L	17157991	17157992	1431
chr3L	17160246	17160247	1945
chr3L	17162295	17162296	1323
chr3L	17163927	17163928	1240
chr3L	17165186	17165187	625
chr3L	17170633	17170634	1014
chr3L	17171934	17171935	964
chr3L	17172825	17172826	316
chr3L	17173513	17173514	295
chr3L	17174097	17174098	383
chr3L	17175834	17175835	2414
chr3L	17177752	17177753	950
chr3L	17179101	17179102	1074
chr3L	17180780	17180781	1450
chr3L	17182145	17182146	246
chr3L	17183972	17183973	2983
chr3L	17188448	17188449	1396
chr3L	17190829	17190830	2678
chr3L	17192629	17192630	406
chr3L	17193766	17193767	1252
chr3L	17195253	17195254	1163
chr3L	17197701	17197702	3131
chr3L	17199743	17199744	401
chr3L	17201990	17201991	2926
chr3L	17204628	17204629	1280
chr3L	17206449	17206450	1871
chr3L	17208052	17208053	314
chr3L	17209190	17209191	1154
chr3L	17211033	17211034	1120
chr3L	17212495	17212496	577
chr3L	17213357	17213358	408
chr3L	17214272	17214273	590
chr3L	17215531	17215532	360
chr3L	17219173	17219174	6374
chr3L	17223576	17223577	1764
chr3L	17225756	17225757	1111
chr3L	17227298	17227299	1420
chr3L	17229227	17229228	1821
chr3L	17230731	17230732	725
chr3L	17232363	17232364	1284
chr3L	17233698	17233699	817
chr3L	17234778	17234779	751
chr3L	17235766	17235767	325
chr3L	17241100	17241101	949
chr3L	17246630	17246631	276
chr3L	17247573	17247574	1166
chr3L	17249849	17249850	397
chr3L	17250658	17250659	255
chr3L	17256414	17256415	761
chr3L	17257664	17257665	960
chr3L	17262062	17262063	323
chr3L	17263162	17263163	1015
chr3L	17328443	17328444	274
chr3L	17346635	17346636	619
chr3L	17348005	17348006	1696
chr3L	17356360	17356361	927
chr3L	17357299	17357300	469
chr3L	17369485	17369486	937
chr3L	17370444	17370445	350
chr3L	17371425	17371426	1109
chr3L	17373430	17373431	2349
chr3L	17385867	17385868	2347
chr3L	17387850	17387851	845
chr3L	17398127	17398128	2246
chr3L	17409283	17409284	351
chr3L	17411684	17411685	3323
chr3L	17414412	17414413	1051
chr3L	17424301	17424302	654
chr3L	17440161	17440162	367
chr3L	17440942	17440943	646
chr3L	17442411	17442412	1871
chr3L	17447586	17447587	594
chr3L	17449427	17449428	2224
chr3L	17452250	17452251	2867
chr3L	17454125	17454126	469
chr3L	17456628	17456629	484
chr3L	17489434	17489435	782
chr3L	17491227	17491228	1371
chr3L	17501113	17501114	6208
chr3L	17506246	17506247	3527
chr3L	17526744	17526745	1355
chr3L	17535715	17535716	1010
chr3L	17536907	17536908	550
chr3L	17537579	17537580	214
chr3L	17540138	17540139	4315
chr3L	17543110	17543111	444
chr3L	17553826	17553827	1207
chr3L	17562706	17562707	2358
chr3L	17569790	17569791	2558
chr3L	17571660	17571661	595
chr3L	17583508	17583509	1371
chr3L	17584857	17584858	437
chr3L	17586180	17586181	1368
chr3L	17587395	17587396	609
chr3L	17594464	17594465	12900
chr3L	17601887	17601888	1502
chr3L	17603546	17603547	1274
chr3L	17608056	17608057	7005
chr3L	17613495	17613496	2530
chr3L	17616523	17616524	2895
chr3L	17634867	17634868	1252
chr3L	17639598	17639599	1324
chr3L	17640913	17640914	368
chr3L	17641897	17641898	734
chr3L	17643081	17643082	973
chr3L	17660666	17660667	264
chr3L	17664527	17664528	4120
chr3L	17667080	17667081	484
chr3L	17674721	17674722	4690
chr3L	17677819	17677820	568
chr3L	17678696	17678697	298
chr3L	17679755	17679756	740
chr3L	17691340	17691341	530
chr3L	17693430	17693431	2641
chr3L	17700473	17700474	3083
chr3L	17703100	17703101	1604
chr3L	17705290	17705291	2060
chr3L	17709258	17709259	2718
chr3L	17711509	17711510	906
chr3L	17713941	17713942	3020
chr3L	17716025	17716026	632
chr3L	17717311	17717312	1140
chr3L	17720834	17720835	567
chr3L	17721730	17721731	554
chr3L	17730512	17730513	590
chr3L	17753678	17753679	418
chr3L	17794151	17794152	544
chr3L	17795236	17795237	448
chr3L	17796056	17796057	557
chr3L	17811528	17811529	1715
chr3L	17825739	17825740	3083
chr3L	17829260	17829261	3551
chr3L	17844864	17844865	1067
chr3L	17853745	17853746	332
chr3L	17881201	17881202	550
chr3L	17889197	17889198	1230
chr3L	17890481	17890482	716
chr3L	17893804	17893805	1463
chr3L	17900567	17900568	411
chr3L	17901874	17901875	838
chr3L	17903872	17903873	2260
chr3L	17905987	17905988	1080
chr3L	17936986	17936987	531
chr3L	17939379	17939380	2298
chr3L	17941164	17941165	356
chr3L	17942361	17942362	1351
chr3L	17943605	17943606	525
chr3L	17945072	17945073	955
chr3L	17959125	17959126	4181
chr3L	17965218	17965219	1498
chr3L	17967262	17967263	778
chr3L	17977851	17977852	642
chr3L	17979219	17979220	862
chr3L	17987518	17987519	751
chr3L	17990692	17990693	5011
chr3L	17994050	17994051	1171
chr3L	17996220	17996221	335
chr3L	18005165	18005166	1755
chr3L	18006768	18006769	979
chr3L	18008281	18008282	1625
chr3L	18015183	18015184	10739
chr3L	18021974	18021975	2009
chr3L	18023457	18023458	239
chr3L	18024112	18024113	361
chr3L	18027940	18027941	1520
chr3L	18030137	18030138	1441
chr3L	18031421	18031422	571
chr3L	18033409	18033410	2518
chr3L	18035803	18035804	333
chr3L	18045576	18045577	206
chr3L	18046877	18046878	1765
chr3L	18048170	18048171	229
chr3L	18091081	18091082	607
chr3L	18093112	18093113	2945
chr3L	18095247	18095248	560
chr3L	18096681	18096682	584
chr3L	18097522	18097523	664
chr3L	18099418	18099419	1857
chr3L	18150900	18150901	2096
chr3L	18158772	18158773	1535
chr3L	18160722	18160723	1702
chr3L	18175099	18175100	8955
chr3L	18182180	18182181	4222
chr3L	18488527	18488528	774
chr3L	18491419	18491420	282
chr3L	18493385	18493386	852
chr3L	18494642	18494643	245
chr3L	18496151	18496152	850
chr3L	18498163	18498164	479
chr3L	18499651	18499652	442
chr3L	18501257	18501258	346
chr3L	18562501	18562502	1420
chr3L	18564016	18564017	515
chr3L	18564842	18564843	493
chr3L	18565922	18565923	256
chr3L	18567279	18567280	553
chr3L	18569238	18569239	808
chr3L	18570315	18570316	609
chr3L	18574391	18574392	1076
chr3L	18575448	18575449	292
chr3L	18600817	18600818	256
chr3L	18608399	18608400	845
chr3L	18612767	18612768	262
chr3L	18624016	18624017	259
chr3L	18628450	18628451	1007
chr3L	18629801	18629802	482
chr3L	18630714	18630715	624
chr3L	18633466	18633467	517
chr3L	18636001	18636002	335
chr3L	18637002	18637003	315
chr3L	18637518	18637519	240
chr3L	18643624	18643625	475
chr3L	18644912	18644913	236
chr3L	18647314	18647315	545
chr3L	18648518	18648519	762
chr3L	18649708	18649709	614
chr3L	18651055	18651056	424
chr3L	18651603	18651604	246
chr3L	18653670	18653671	824
chr3L	18654927	18654928	1161
chr3L	18656296	18656297	643
chr3L	18658567	18658568	2991
chr3L	18660705	18660706	279
chr3L	18661744	18661745	677
chr3L	18663232	18663233	962
chr3L	18670681	18670682	584
chr3L	18755582	18755583	509
chr3L	18756418	18756419	460
chr3L	18759492	18759493	510
chr3L	18761522	18761523	1734
chr3L	18762754	18762755	267
chr3L	18763627	18763628	561
chr3L	18767841	18767842	566
chr3L	18769457	18769458	573
chr3L	18770094	18770095	244
chr3L	18773723	18773724	306
chr3L	18780309	18780310	549
chr3L	18782188	18782189	373
chr3L	18784061	18784062	520
chr3L	18786881	18786882	1117
chr3L	18788168	18788169	604
chr3L	18791140	18791141	1157
chr3L	18793083	18793084	839
chr3L	18794237	18794238	249
chr3L	18795054	18795055	424
chr3L	18796020	18796021	480
chr3L	18797614	18797615	415
chr3L	18800194	18800195	447
chr3L	18807532	18807533	2756
chr3L	18810568	18810569	236
chr3L	18812802	18812803	584
chr3L	18814507	18814508	734
chr3L	18817198	18817199	1267
chr3L	18818306	18818307	366
chr3L	18825006	18825007	2020
chr3L	18831215	18831216	1757
chr3L	18833290	18833291	1460
chr3L	18835048	18835049	621
chr3L	18836109	18836110	906
chr3L	18838134	18838135	551
chr3L	18844145	18844146	1403
chr3L	18857537	18857538	1123
chr3L	18862512	18862513	745
chr3L	18864369	18864370	283
chr3L	18874691	18874692	387
chr3L	18876568	18876569	1624
chr3L	18880864	18880865	650
chr3L	18882057	18882058	895
chr3L	18886264	18886265	1359
chr3L	18888237	18888238	422
chr3L	18894521	18894522	366
chr3L	18895223	18895224	426
chr3L	18923737	18923738	1186
chr3L	18927971	18927972	333
chr3L	18929550	18929551	927
chr3L	18931855	18931856	1017
chr3L	18934798	18934799	1748
chr3L	18936713	18936714	1482
chr3L	18938195	18938196	650
chr3L	18939493	18939494	419
chr3L	18942093	18942094	621
chr3L	18944745	18944746	224
chr3L	18952580	18952581	904
chr3L	18953519	18953520	362
chr3L	18997111	18997112	504
chr3L	19004963	19004964	1244
chr3L	19006890	19006891	1157
chr3L	19010160	19010161	3406
chr3L	19012331	19012332	226
chr3L	19013393	19013394	1189
chr3L	19014862	19014863	955
chr3L	19016624	19016625	2010
chr3L	19018473	19018474	1229
chr3L	19022184	19022185	3781
chr3L	19024883	19024884	685
chr3L	19027104	19027105	2775
chr3L	19030132	19030133	2437
chr3L	19031901	19031902	684
chr3L	19035001	19035002	1157
chr3L	19036182	19036183	793
chr3L	19037625	19037626	486
chr3L	19038467	19038468	374
chr3L	19039318	19039319	884
chr3L	19041220	19041221	2384
chr3L	19043139	19043140	713
chr3L	19044370	19044371	885
chr3L	19065057	19065058	464
chr3L	19069800	19069801	516
chr3L	19070608	19070609	621
chr3L	19075360	19075361	828
chr3L	19076312	19076313	220
chr3L	19080369	19080370	6648
chr3L	19085386	19085387	406
chr3L	19110211	19110212	719
chr3L	19114429	19114430	287
chr3L	19115963	19115964	735
chr3L	19130487	19130488	313
chr3L	19131007	19131008	209
chr3L	19132413	19132414	236
chr3L	19133193	19133194	281
chr3L	19134850	19134851	318
chr3L	19136700	19136701	1654
chr3L	19144376	19144377	442
chr3L	19149966	19149967	1709
chr3L	19152577	19152578	417
chr3L	19154379	19154380	515
chr3L	19157716	19157717	464
chr3L	19160129	19160130	585
chr3L	19161054	19161055	817
chr3L	19162238	19162239	226
chr3L	19163872	19163873	793
chr3L	19166134	19166135	340
chr3L	19167591	19167592	817
chr3L	19169040	19169041	809
chr3L	19172870	19172871	1990
chr3L	19176022	19176023	208
chr3L	19178283	19178284	746
chr3L	19181633	19181634	268
chr3L	19182327	19182328	284
chr3L	19186735	19186736	220
chr3L	19187402	19187403	407
chr3L	19189256	19189257	215
chr3L	19193637	19193638	2252
chr3L	19197498	19197499	1167
chr3L	19198757	19198758	735
chr3L	19200283	19200284	1724
chr3L	19203891	19203892	2447
chr3L	19207306	19207307	411
chr3L	19218683	19218684	1127
chr3L	19219870	19219871	248
chr3L	19223159	19223160	227
chr3L	19225057	19225058	433
chr3L	19227608	19227609	897
chr3L	19265283	19265284	319
chr3L	19273303	19273304	406
chr3L	19276776	19276777	353
chr3L	19283415	19283416	355
chr3L	19284907	19284908	268
chr3L	19286509	19286510	710
chr3L	19312578	19312579	1506
chr3L	19314224	19314225	547
chr3L	19315267	19315268	214
chr3L	19316739	19316740	439
chr3L	19317396	19317397	226
chr3L	19318661	19318662	450
chr3L	19321454	19321455	546
chr3L	19323424	19323425	685
chr3L	19324881	19324882	217
chr3L	19328162	19328163	581
chr3L	19329756	19329757	516
chr3L	19331013	19331014	395
chr3L	19331966	19331967	859
chr3L	19333243	19333244	239
chr3L	19333885	19333886	487
chr3L	19335890	19335891	429
chr3L	19342603	19342604	414
chr3L	19347688	19347689	955
chr3L	19348943	19348944	267
chr3L	19349920	19349921	514
chr3L	19352406	19352407	1126
chr3L	19354879	19354880	232
chr3L	19359258	19359259	508
chr3L	19359971	19359972	415
chr3L	19360801	19360802	586
chr3L	19362505	19362506	475
chr3L	19363637	19363638	448
chr3L	19366837	19366838	1289
chr3L	19368285	19368286	852
chr3L	19369465	19369466	308
chr3L	19370587	19370588	1198
chr3L	19372231	19372232	1167
chr3L	19379739	19379740	345
chr3L	19381123	19381124	214
chr3L	19383234	19383235	588
chr3L	19384013	19384014	328
chr3L	19386000	19386001	553
chr3L	19388901	19388902	463
chr3L	19391462	19391463	211
chr3L	19392833	19392834	285
chr3L	19394306	19394307	289
chr3L	19395325	19395326	250
chr3L	19396989	19396990	738
chr3L	19403481	19403482	407
chr3L	19404167	19404168	511
chr3L	19407771	19407772	507
chr3L	19408944	19408945	700
chr3L	19410387	19410388	234
chr3L	19411269	19411270	545
chr3L	19443288	19443289	414
chr3L	19484888	19484889	439
chr3L	19494949	19494950	1210
chr3L	19522363	19522364	467
chr3L	19523215	19523216	701
chr3L	19524355	19524356	311
chr3L	19535825	19535826	2200
chr3L	19541218	19541219	653
chr3L	19549695	19549696	875
chr3L	19550949	19550950	519
chr3L	19563834	19563835	559
chr3L	19574464	19574465	720
chr3L	19576818	19576819	221
chr3L	19578218	19578219	206
chr3L	19580188	19580189	320
chr3L	19582334	19582335	537
chr3L	19587769	19587770	422
chr3L	19592658	19592659	420
chr3L	19595571	19595572	469
chr3L	19609131	19609132	396
chr3L	19609951	19609952	429
chr3L	19616619	19616620	342
chr3L	19629378	19629379	830
chr3L	19648393	19648394	430
chr3L	19653693	19653694	593
chr3L	19654822	19654823	875
chr3L	19659238	19659239	2328
chr3L	19684653	19684654	314
chr3L	19685588	19685589	628
chr3L	19691958	19691959	523
chr3L	19694192	19694193	1000
chr3L	19702219	19702220	687
chr3L	19703807	19703808	590
chr3L	19706303	19706304	303
chr3L	19776460	19776461	773
chr3L	19777876	19777877	293
chr3L	19783362	19783363	432
chr3L	19800010	19800011	447
chr3L	19820523	19820524	374
chr3L	19837789	19837790	321
chr3L	19840226	19840227	249
chr3L	19856686	19856687	248
chr3L	19857893	19857894	414
chr3L	19872813	19872814	854
chr3L	19874116	19874117	527
chr3L	19874983	19874984	362
chr3L	19876166	19876167	1002
chr3L	19879096	19879097	455
chr3L	19880593	19880594	460
chr3L	19886088	19886089	1303
chr3L	19899972	19899973	436
chr3L	19900566	19900567	336
chr3L	19903431	19903432	740
chr3L	19905073	19905074	771
chr3L	19908264	19908265	605
chr3L	19917176	19917177	452
chr3L	19931662	19931663	641
chr3L	19941254	19941255	465
chr3L	19945506	19945507	383
chr3L	19947405	19947406	408
chr3L	19948107	19948108	374
chr3L	19959065	19959066	210
chr3L	19959670	19959671	526
chr3L	19960426	19960427	569
chr3L	19961672	19961673	672
chr3L	19964588	19964589	342
chr3L	19966819	19966820	288
chr3L	19969816	19969817	227
chr3L	19970307	19970308	229
chr3L	19971612	19971613	206
chr3L	19974941	19974942	488
chr3L	19975553	19975554	285
chr3L	19976648	19976649	577
chr3L	19982919	19982920	565
chr3L	20020740	20020741	525
chr3L	20026165	20026166	286
chr3L	20027000	20027001	251
chr3L	20061495	20061496	230
chr3L	20064762	20064763	384
chr3L	20067648	20067649	839
chr3L	20069931	20069932	257
chr3L	20072223	20072224	1048
chr3L	20073726	20073727	435
chr3L	20076316	20076317	338
chr3L	20080615	20080616	485
chr3L	20083351	20083352	213
chr3L	20100164	20100165	405
chr3L	20110100	20110101	417
chr3L	20125157	20125158	615
chr3L	20134306	20134307	619
chr3L	20135646	20135647	258
chr3L	20137633	20137634	582
chr3L	20138313	20138314	352
chr3L	20150617	20150618	256
chr3L	20151552	20151553	293
chr3L	20154180	20154181	405
chr3L	20155701	20155702	1521
chr3L	20157975	20157976	207
chr3L	20162538	20162539	1050
chr3L	20165168	20165169	699
chr3L	20166048	20166049	394
chr3L	20169068	20169069	219
chr3L	20170485	20170486	663
chr3L	20172662	20172663	1802
chr3L	20174198	20174199	382
chr3L	20174817	20174818	251
chr3L	20175455	20175456	578
chr3L	20176809	20176810	765
chr3L	20178809	20178810	1325
chr3L	20179864	20179865	285
chr3L	20180487	20180488	521
chr3L	20182209	20182210	853
chr3L	20184154	20184155	960
chr3L	20194855	20194856	1206
chr3L	20196221	20196222	702
chr3L	20227846	20227847	389
chr3L	20229186	20229187	507
chr3L	20252007	20252008	256
chr3L	20253053	20253054	278
chr3L	20254083	20254084	618
chr3L	20255006	20255007	310
chr3L	20262634	20262635	616
chr3L	20263471	20263472	321
chr3L	20269873	20269874	339
chr3L	20270632	20270633	363
chr3L	20271526	20271527	1015
chr3L	20276649	20276650	1328
chr3L	20278538	20278539	748
chr3L	20279994	20279995	502
chr3L	20281762	20281763	1400
chr3L	20284488	20284489	2997
chr3L	20287077	20287078	208
chr3L	20287535	20287536	256
chr3L	20288821	20288822	301
chr3L	20289372	20289373	246
chr3L	20293472	20293473	695
chr3L	20351239	20351240	544
chr3L	20355516	20355517	1110
chr3L	20362628	20362629	399
chr3L	20364807	20364808	940
chr3L	20421583	20421584	371
chr3L	20447516	20447517	877
