ID	HYB_2_Z30_downsamp	HYB_2_ZHR_downsamp	HYB_1_Z30_downsamp	HYB_1_ZHR_downsamp	Z30_2_downsamp	Z30_1_downsamp	ZHR_3_downsamp	ZHR_1_downsamp	chrom	start	end	ZHR_1	ZHR_3	Z30_1	Z30_2	HYB_1_ZHR	HYB_2_ZHR	HYB_1_Z30	HYB_2_Z30
4532	24	20	16	13	14	9	14	5	chr2L	8389985	8390255	10	53	27	14	37	48	53	43
4533	12	23	4	5	9	15	7	6	chr2L	8390495	8390755	13	21	36	9	13	7	53	29
4534	5	9	3	1	6	3	3	3	chr2L	8391840	8392100	4	6	14	6	6	10	30	14
4535	12	24	4	3	4	8	1	4	chr2L	8392650	8392930	4	8	19	4	14	8	42	26
4537	180	217	92	66	113	164	88	75	chr2L	8415609	8415829	138	303	446	113	150	203	579	421
4538	19	34	11	3	11	8	5	13	chr2L	8417159	8417403	17	29	24	11	7	18	91	50
4539	52	46	44	20	52	46	38	61	chr2L	8424053	8424263	89	167	129	52	53	86	129	126
454	7	2	4	15	9	5	5	2	chrX	6222715	6223025	4	24	26	9	37	14	16	24
4544	6	6	4	2	2	3	1	4	chr2L	8447935	8448135	4	4	10	2	4	6	20	14
4545	15	13	10	5	16	13	12	5	chr2L	8449835	8450145	11	39	35	16	13	18	34	32
4546	115	131	54	28	70	95	47	42	chr2L	8464395	8464695	63	156	254	70	66	107	329	254
4548	149	176	57	63	148	131	59	54	chr2L	8466672	8466932	91	219	366	148	146	146	521	409
455	164	136	164	172	186	176	177	214	chrX	6224535	6224755	342	621	480	186	420	378	351	421
4550	25	26	8	7	12	19	11	6	chr2L	8474342	8474602	8	30	44	12	18	16	62	56
4551	54	97	7	7	42	40	4	4	chr2L	8490698	8490948	4	7	126	42	18	12	249	164
4552	4	19	7	6	7	7	2	7	chr2L	8492578	8492778	12	15	14	7	14	14	43	20
4554	13	3	2	3	3	2	2	6	chr2L	8509124	8509374	6	10	10	3	8	6	8	29
4555	111	155	51	79	88	94	81	93	chr2L	8511934	8512224	155	228	246	88	168	148	378	290
4556	99	152	88	59	87	109	51	72	chr2L	8534429	8534699	110	198	298	87	136	181	401	231
4557	25	42	17	10	17	24	14	9	chr2L	8540820	8541040	19	52	62	17	21	33	89	62
4558	47	68	29	13	16	17	16	9	chr2L	8541160	8541400	16	50	50	16	34	72	154	107
4559	278	316	227	183	185	178	163	167	chr2L	8541680	8541939	273	543	488	185	405	511	832	650
456	49	25	66	48	70	61	85	87	chrX	6225265	6225583	126	267	178	70	122	159	73	136
4562	2	4	5	1	5	3	2	2	chr2L	8578898	8579118	2	4	5	5	3	7	13	7
4563	44	47	21	15	8	19	19	9	chr2L	8583259	8583499	15	80	52	8	27	47	115	102
4564	49	36	47	25	51	55	23	15	chr2L	8588111	8588461	24	99	155	51	62	93	94	134
4565	9	7	4	3	6	8	3	3	chr2L	8593711	8594101	3	14	17	6	10	10	16	19
4566	29	14	7	2	14	12	7	12	chr2L	8602011	8602331	20	27	29	14	8	24	51	69
4568	169	157	103	62	87	118	93	96	chr2L	8619812	8620162	146	323	319	87	144	258	392	377
457	12	8	13	13	25	20	8	28	chrX	6227183	6227493	37	32	50	25	33	26	18	34
4570	4	9	1	2	2	5	3	8	chr2L	8648490	8648750	10	10	12	2	7	6	21	15
4571	13	17	3	3	14	9	4	4	chr2L	8651062	8651332	5	12	23	14	10	4	35	43
4573	6	22	17	8	4	11	13	22	chr2L	8657633	8658142	36	45	30	4	21	27	52	29
4574	14	15	3	5	5	9	3	5	chr2L	8659940	8660190	9	21	27	5	18	10	44	41
4576	103	79	45	26	77	84	38	33	chr2L	8691375	8691665	52	130	222	77	57	91	201	234
4578	14	17	10	4	31	15	12	6	chr2L	8706834	8707114	13	37	43	31	6	21	43	39
4579	8	8	8	1	20	8	3	4	chr2L	8707144	8707434	4	11	23	20	2	21	22	21
458	11	14	21	12	14	8	12	16	chrX	6229713	6230033	20	36	29	14	30	44	23	27
4581	9	13	2	6	5	8	4	6	chr2L	8715264	8715504	7	11	13	5	9	11	35	26
4582	461	498	150	109	444	451	195	228	chr2L	8735695	8735925	356	657	1241	444	285	383	1343	1087
4584	6	15	2	3	10	6	4	2	chr2L	8750781	8750992	3	19	10	10	6	8	33	19
4586	59	68	29	53	47	43	20	16	chr2L	8768056	8768336	28	71	119	47	114	69	168	142
4587	9	16	5	4	7	5	3	3	chr2L	8771146	8771526	4	25	20	7	7	16	56	24
4588	13	23	10	3	6	7	4	4	chr2L	8772096	8772436	6	16	18	6	5	25	48	24
4589	18	14	4	4	6	9	7	2	chr2L	8774076	8774366	8	26	31	6	6	14	39	44
459	6	3	9	8	10	7	11	12	chrX	6233394	6233674	18	40	21	10	16	21	15	22
4590	24	49	22	9	33	28	21	25	chr2L	8774716	8774926	40	65	76	33	32	58	129	71
4591	22	11	4	2	3	7	3	6	chr2L	8776486	8776776	7	15	20	3	4	4	30	36
4592	21	14	10	10	16	12	3	6	chr2L	8778963	8779203	8	12	31	16	15	21	38	50
4593	20	26	9	4	14	13	11	10	chr2L	8780303	8780553	15	31	35	14	15	24	51	54
4596	9	4	1	1	3	2	2	2	chr2L	8807138	8807348	2	10	6	3	5	2	16	21
4597	292	337	698	580	266	362	435	492	chr2L	8825225	8825485	814	1571	962	266	1377	1560	910	701
4598	15	13	34	19	15	14	34	40	chr2L	8838403	8838613	67	131	31	15	36	65	33	18
46	12	4	10	11	3	9	5	1	chrX	4612149	4612449	3	26	25	3	25	22	17	28
4600	21	20	12	10	8	9	15	6	chr2L	8840276	8840655	10	45	30	8	22	22	58	41
4601	10	6	10	4	6	6	7	5	chr2L	8845335	8845575	6	22	12	6	10	25	15	22
4602	42	33	45	28	39	31	30	18	chr2L	8847206	8847506	37	95	70	39	64	87	107	101
4604	87	99	55	31	86	64	51	49	chr2L	8855618	8855878	75	171	168	86	72	146	257	213
4606	26	38	30	16	21	10	25	15	chr2L	8860929	8861149	23	84	27	21	43	57	88	57
4607	17	13	4	6	9	8	3	4	chr2L	8867550	8867810	6	6	26	9	10	16	36	46
4609	16	15	2	2	5	9	6	5	chr2L	8869460	8869761	7	16	21	5	2	8	33	29
461	5	4	11	7	9	6	10	11	chrX	6247671	6247891	16	33	31	9	15	18	16	7
4612	3	4	2	2	12	1	3	5	chr2L	8887847	8888117	9	10	7	12	4	7	24	8
4614	10	6	8	2	6	5	5	2	chr2L	8891547	8891747	4	15	14	6	6	19	18	20
4616	8	18	6	1	5	3	1	7	chr2L	8904930	8905140	14	10	15	5	4	11	35	13
4617	51	81	49	48	42	31	32	23	chr2L	8910641	8910861	39	103	124	42	104	106	182	109
4618	8	15	3	3	4	6	4	1	chr2L	8912742	8912942	4	10	11	4	8	6	36	19
4619	12	15	9	2	6	11	8	12	chr2L	8945361	8945641	25	24	29	6	6	20	49	30
462	8	7	3	6	8	7	6	5	chrX	6252411	6252631	7	31	16	8	11	6	25	19
4620	31	49	7	17	25	27	11	6	chr2L	8958345	8958545	15	41	66	25	37	27	124	64
4621	22	13	8	5	11	11	4	3	chr2L	8961554	8961804	4	18	35	11	16	10	48	43
4624	6	12	5	2	4	6	7	1	chr2L	8963044	8963274	2	19	14	4	6	9	36	20
4625	15	16	6	5	20	13	7	14	chr2L	8964076	8964426	22	28	47	20	12	18	53	45
4626	11	11	7	1	7	7	5	7	chr2L	8974487	8974737	10	16	20	7	4	18	31	34
463	32	22	31	32	13	16	30	15	chrX	6254241	6254501	29	107	54	13	70	73	53	66
4630	17	24	8	8	10	14	16	9	chr2L	8984377	8984628	15	57	48	10	12	21	53	45
4631	278	393	152	102	211	244	93	106	chr2L	8984808	8985028	188	338	680	211	255	347	1000	668
4633	4	3	3	1	4	3	7	2	chr2L	8990062	8990282	4	15	7	4	2	5	9	8
4634	4	1	7	7	1	3	5	4	chr2L	8993362	8993572	8	22	4	1	12	10	13	7
4635	7	10	5	2	6	2	6	3	chr2L	8995172	8995492	4	21	10	6	4	9	25	24
4636	10	10	2	4	9	16	7	12	chr2L	8998043	8998253	20	32	36	9	9	9	21	20
4637	3	7	3	2	12	16	2	4	chr2L	8999183	8999413	9	15	36	12	8	9	20	12
4638	22	16	4	4	12	7	3	2	chr2L	9012981	9013321	5	17	21	12	8	15	46	56
4639	16	15	3	6	9	7	5	11	chr2L	9013851	9014080	20	13	29	9	8	7	29	32
464	77	70	82	109	79	86	85	78	chrX	6255471	6255861	128	318	232	79	244	194	185	199
4640	2	5	1	3	2	4	3	4	chr2L	9015260	9015500	8	6	14	2	3	3	8	11
4646	2	4	1	2	2	1	5	2	chr2L	9062239	9062489	3	14	6	2	5	1	7	4
465	2	1	3	8	4	8	8	5	chrX	6260390	6260590	8	22	20	4	13	5	3	16
4651	3	2	5	1	8	2	3	5	chr2L	9119707	9119967	8	10	12	8	2	6	8	10
4652	13	18	3	6	13	9	4	4	chr2L	9126715	9126964	4	23	25	13	17	16	49	38
4653	48	69	50	46	28	35	46	33	chr2L	9127454	9128035	66	169	100	28	117	129	196	117
4654	11	10	3	5	10	5	4	5	chr2L	9130876	9131135	12	16	14	10	6	9	25	28
4655	18	18	21	3	5	6	9	4	chr2L	9139156	9139446	7	30	11	5	15	45	47	43
4656	4	5	11	4	3	2	8	1	chr2L	9148526	9148776	1	23	7	3	12	18	20	10
4657	61	51	118	70	25	28	70	79	chr2L	9149646	9150044	124	240	90	25	174	255	158	167
4658	41	33	22	11	30	35	15	8	chr2L	9150793	9151013	14	58	81	30	25	44	81	98
466	36	48	34	58	44	56	37	51	chrX	6260990	6261190	80	144	147	44	134	88	127	110
4660	17	3	4	1	11	2	4	3	chr2L	9155805	9156095	6	19	8	11	7	12	14	31
4661	11	17	11	6	11	7	11	8	chr2L	9162343	9162603	21	27	22	11	14	26	41	37
4662	3	5	3	5	4	2	7	6	chr2L	9163423	9163643	8	18	4	4	14	8	12	9
4663	11	28	14	5	27	19	5	19	chr2L	9164357	9164747	25	36	51	27	16	33	65	30
4664	8	19	3	4	9	3	8	12	chr2L	9164807	9165007	17	21	14	9	11	10	43	25
4665	17	22	119	115	6	10	76	44	chr2L	9166772	9167012	67	260	38	6	279	254	46	47
4668	21	13	6	5	2	8	5	9	chr2L	9180286	9180547	14	23	19	2	15	14	29	45
4669	23	19	13	3	18	7	10	6	chr2L	9188346	9188566	13	25	24	18	9	25	61	51
467	16	12	19	15	10	14	11	10	chrX	6264200	6264520	30	55	30	10	30	32	22	45
4670	16	16	14	13	12	10	8	16	chr2L	9191696	9191936	28	33	20	12	34	36	40	36
4671	10	23	4	3	9	3	6	7	chr2L	9192715	9193105	10	15	14	9	10	9	46	34
4672	6	12	3	4	6	8	3	8	chr2L	9195726	9196046	13	12	18	6	8	12	24	21
4673	9	6	4	2	4	6	5	2	chr2L	9196966	9197186	2	17	11	4	4	5	19	20
4674	355	465	416	365	383	364	327	403	chr2L	9203404	9203623	649	1067	1039	383	844	942	1204	892
4675	20	15	11	9	7	7	14	6	chr2L	9203933	9204173	9	47	17	7	21	32	44	44
4676	463	603	218	156	384	432	223	262	chr2L	9205202	9205412	414	774	1138	384	366	483	1517	1132
4677	12	21	9	3	4	4	8	5	chr2L	9228673	9228963	12	23	17	4	11	25	59	28
468	153	157	217	222	143	164	204	154	chrX	6267101	6267381	256	716	422	143	551	505	373	392
4680	6	1	2	3	5	7	4	2	chr2L	9296694	9296924	7	13	19	5	9	8	4	9
4683	2	2	1	1	4	2	3	1	chr2L	9323615	9323815	2	7	4	4	1	8	2	4
4686	14	12	7	1	5	14	6	9	chr2L	9336560	9336790	15	31	25	5	5	13	28	25
4688	22	12	3	2	18	11	7	8	chr2L	9342930	9343210	14	36	30	18	19	9	35	46
469	119	110	65	107	120	135	95	86	chrX	6283694	6283984	136	301	392	120	262	170	255	302
4690	1	6	9	6	5	3	3	6	chr2L	9359191	9359441	9	13	9	5	10	18	10	8
4693	14	9	1	3	8	14	2	10	chr2L	9390657	9390907	14	11	32	8	8	6	28	35
4694	44	42	34	14	29	38	27	27	chr2L	9393287	9393548	39	69	98	29	34	58	127	104
4698	11	9	4	2	11	5	13	2	chr2L	9439082	9439332	4	39	11	11	4	12	29	29
4699	32	63	21	30	55	46	34	44	chr2L	9441918	9442118	57	99	126	55	56	49	149	74
47	10	11	15	7	16	17	15	14	chrX	4620512	4620742	22	42	47	16	19	43	20	28
470	342	278	359	364	257	273	376	277	chrX	6295144	6295494	462	1348	722	257	827	788	704	797
4702	13	28	48	74	23	28	71	54	chr3R	4666751	4666981	100	208	71	23	176	132	70	49
4703	334	247	200	274	340	357	260	303	chr3R	4821104	4821324	493	894	986	340	687	423	667	822
4704	77	56	75	84	44	82	63	98	chr3R	5023985	5024185	156	230	219	44	182	175	150	164
4705	5	4	1	4	8	3	7	7	chr3R	5146605	5146905	10	19	12	8	12	6	14	11
4706	383	314	222	350	329	367	276	333	chr3R	5150565	5150775	554	975	1027	329	835	529	776	894
4707	42	34	17	19	34	25	43	55	chr3R	5215235	5215505	73	161	80	34	72	43	84	92
4708	6	3	6	3	1	4	3	2	chr3R	5229105	5229365	2	11	7	1	9	11	10	17
4709	75	55	31	46	57	91	25	43	chr3R	5302925	5303155	65	119	300	57	100	74	142	195
471	76	52	105	91	136	116	126	122	chrX	6295524	6295834	210	410	335	136	208	248	153	213
4711	5	3	6	6	4	2	4	1	chr3R	5458605	5458885	2	8	9	4	18	8	8	12
4712	17	12	13	12	6	15	9	11	chr3R	5630415	5630625	19	31	22	6	22	21	39	42
4713	37	35	29	38	49	36	45	53	chr3R	5683305	5683555	77	165	107	49	107	61	87	92
4714	4	6	7	6	2	1	5	5	chr3R	5885595	5885885	6	17	8	2	9	12	20	14
4717	7	4	2	2	7	1	4	8	chr3R	6098832	6099082	9	16	7	7	6	8	8	25
4719	268	197	159	245	243	260	192	202	chr3R	6401334	6401534	322	626	695	243	585	364	564	633
472	52	47	82	69	97	83	93	84	chrX	6304101	6304321	133	300	230	97	193	178	151	111
4720	76	48	41	66	56	35	57	44	chr3R	6432934	6433314	70	188	124	56	147	102	134	172
4721	5	4	2	8	9	3	8	3	chr3R	6620137	6620377	5	28	13	9	16	7	9	10
4724	56	44	22	39	17	37	48	46	chr3R	6759617	6759877	65	120	99	17	91	82	123	146
4726	5	7	18	15	5	7	26	21	chr3R	6839558	6839808	44	108	20	5	31	48	19	15
4728	9	12	3	3	4	3	9	5	chr3R	6906083	6906353	9	30	16	4	18	12	17	20
4729	3	7	4	4	8	4	5	5	chr3R	6929314	6929524	10	20	6	8	11	6	13	9
473	6	8	14	20	20	16	11	22	chrX	6306881	6307201	39	56	40	20	67	42	30	23
4730	7	8	7	7	4	1	4	7	chr3R	6953764	6954024	10	13	6	4	19	17	14	13
4731	84	95	88	101	79	107	47	41	chr3R	6971054	6971284	72	157	269	79	252	186	234	199
4732	7	11	5	12	10	2	4	2	chr3R	7149863	7150153	6	16	10	10	21	8	26	19
4733	6	6	5	4	6	2	2	5	chr3R	7295576	7295816	6	21	8	6	8	11	11	14
4738	28	16	12	29	16	13	15	11	chr3R	7436325	7436566	21	52	46	16	62	31	45	78
474	38	18	26	33	37	20	31	39	chrX	6309131	6309341	65	111	64	37	72	62	55	78
4741	9	4	8	13	5	6	10	7	chr3R	7642241	7642531	11	24	17	5	22	15	7	22
4742	5	7	5	3	5	1	3	8	chr3R	7720494	7720784	10	10	4	5	4	13	11	10
4745	259	205	164	227	311	285	204	278	chr3R	7936792	7937002	448	704	774	311	591	393	542	647
4746	30	56	76	107	22	40	75	47	chr3R	7999766	8000085	80	246	120	22	225	162	131	75
4748	7	9	4	9	7	8	12	6	chr3R	8026187	8026397	8	53	19	7	27	8	20	22
475	7	11	9	4	13	7	6	11	chrX	6310631	6310881	17	33	23	13	7	23	22	14
4750	154	143	106	160	144	158	166	167	chr3R	8093897	8094167	264	518	455	144	358	264	382	390
4751	10	1	13	13	3	5	10	3	chr3R	8158929	8159219	11	40	14	3	24	28	11	23
4752	18	12	11	13	13	17	15	3	chr3R	8190608	8190818	6	43	45	13	41	18	43	57
4753	5	6	14	2	2	2	15	2	chr3R	8304321	8304552	2	30	5	2	10	25	11	10
4754	8	3	15	4	15	11	11	6	chr3R	8326779	8327009	17	28	34	15	19	28	15	20
4755	3	4	6	5	2	2	9	10	chr3R	8366329	8366539	14	17	8	2	10	8	10	13
4757	6	4	8	2	4	3	3	5	chr3R	8474978	8475288	6	17	5	4	8	16	8	13
4758	368	449	411	515	572	515	439	495	chr3R	8477539	8477829	790	1624	1412	572	1179	978	1126	969
4759	2	1	4	9	4	1	10	9	chr3R	8482020	8482390	9	28	7	4	18	15	4	6
4762	26	27	22	25	31	18	38	11	chr3R	8878957	8879227	18	113	46	31	55	44	69	58
4763	13	17	22	14	4	13	12	17	chr3R	8916677	8916877	28	46	39	4	28	36	43	36
4764	92	161	80	121	149	130	160	135	chr3R	8979208	8979498	215	534	351	149	270	208	377	209
4765	4	4	10	14	3	3	6	1	chr3R	9038587	9038847	5	40	17	3	27	27	25	23
4766	5	12	13	5	9	5	13	16	chr3R	9131735	9131975	29	53	14	9	20	27	36	19
4767	8	8	12	15	5	9	18	8	chr3R	9138836	9139056	16	57	23	5	24	18	21	19
4768	6	1	8	4	11	5	9	5	chr3R	9167889	9168170	6	35	16	11	19	16	8	14
4769	9	7	10	6	3	5	8	3	chr3R	9175162	9175382	3	23	11	3	12	18	17	19
4773	68	114	61	74	25	82	75	63	chr3R	9380228	9380468	107	281	200	25	209	133	281	182
4774	109	105	62	75	80	145	47	36	chr3R	9593664	9593863	68	170	385	80	179	136	268	258
4776	131	176	120	180	238	214	151	143	chr3R	9886699	9886899	244	515	586	238	407	302	448	333
4777	78	67	102	80	90	81	74	67	chr3R	9955024	9955234	120	211	240	90	195	220	211	190
4778	13	2	7	8	13	9	15	6	chr3R	10177203	10177413	15	38	24	13	13	16	15	27
4779	4	8	6	13	4	2	3	4	chr3R	10188543	10188793	7	14	8	4	22	11	16	14
4780	2	4	10	6	8	7	8	9	chr3R	10208098	10208398	18	49	18	8	15	31	7	7
4781	8	6	8	6	5	11	9	14	chr3R	10217168	10217388	21	26	32	5	14	17	16	18
4782	30	24	37	41	12	17	49	36	chr3R	10377988	10378188	64	154	54	12	102	78	70	70
4784	94	102	70	65	102	96	80	60	chr3R	10479699	10479899	112	240	237	102	168	163	258	217
4785	3	6	7	12	5	3	17	5	chr3R	10483769	10484019	9	64	12	5	32	17	20	4
4786	179	131	156	162	152	161	171	193	chr3R	10539551	10539781	302	580	448	152	396	339	378	390
4789	12	3	6	4	3	7	14	14	chr3R	10678826	10679146	19	38	17	3	18	18	16	22
479	4	2	3	6	2	2	3	4	chrX	6318253	6318464	6	13	5	2	7	8	8	11
4791	7	3	3	7	3	2	5	3	chr3R	10751275	10751515	7	19	11	3	16	6	12	12
4792	13	7	4	3	10	11	15	12	chr3R	10795895	10796248	14	43	27	10	12	10	24	25
4793	6	2	10	4	2	1	12	2	chr3R	10801282	10801613	4	26	6	2	19	25	10	8
4794	5	2	8	10	19	3	16	7	chr3R	10816603	10816803	13	47	10	19	25	23	11	9
4795	22	10	8	10	6	10	10	15	chr3R	10827842	10828042	19	52	30	6	33	30	21	44
4796	14	6	9	19	7	9	16	20	chr3R	10870653	10870913	33	75	20	7	43	26	20	27
4800	6	7	6	7	6	4	11	2	chr3R	11166800	11167090	4	32	10	6	13	11	15	19
4805	4	8	3	6	6	8	9	4	chr3R	11201061	11201341	10	35	17	6	16	10	27	9
4807	6	20	14	19	8	23	29	15	chr3R	11208862	11209202	23	87	56	8	41	32	42	26
4808	93	82	61	90	29	26	70	15	chr3R	11214782	11215142	24	234	78	29	216	142	213	197
4809	21	15	20	19	26	20	12	24	chr3R	11216702	11216972	39	63	45	26	39	41	41	51
481	3	4	6	4	2	9	4	8	chrX	6325135	6325335	10	16	23	2	7	11	9	8
4810	11	6	10	6	16	8	4	8	chr3R	11217052	11217282	15	30	22	16	16	23	14	20
4811	27	32	38	32	28	26	33	31	chr3R	11222832	11223061	61	106	81	28	86	68	78	60
4813	158	115	165	119	149	152	212	158	chr3R	11243683	11243993	257	615	457	149	284	353	339	350
4814	6	2	4	1	4	3	4	7	chr3R	11259746	11260016	10	8	6	4	4	5	6	14
4818	3	2	6	2	5	3	5	2	chr3R	11289039	11289259	4	11	7	5	6	15	7	9
482	9	3	3	8	15	7	17	9	chrX	6326385	6326585	15	41	23	15	19	9	8	21
4821	6	3	3	11	4	5	4	4	chr3R	11475869	11476139	7	23	13	4	17	10	10	12
4822	7	3	3	1	4	1	2	3	chr3R	11478230	11478500	6	6	6	4	4	7	4	12
4823	11	7	5	3	3	2	6	8	chr3R	11484650	11484880	15	24	9	3	5	16	13	29
4826	4	4	4	3	9	4	12	2	chr3R	11597576	11597806	4	31	15	9	7	7	16	9
4827	3	1	4	3	2	1	3	6	chr3R	11712624	11712904	9	21	8	2	4	10	6	6
4829	31	67	148	195	99	73	206	176	chr3R	11758350	11758600	292	662	182	99	455	354	163	81
483	53	39	80	82	51	74	41	66	chrX	6331576	6331936	125	177	191	51	231	167	111	126
4830	84	78	108	79	42	63	96	79	chr3R	11760280	11760500	109	321	183	42	188	232	207	208
4832	5	7	6	9	9	4	9	4	chr3R	11774800	11775010	9	23	10	9	23	18	14	15
4833	376	438	469	465	541	576	461	548	chr3R	11779040	11779240	888	1635	1593	541	1130	1015	1086	889
4834	40	36	44	40	68	74	51	53	chr3R	11818632	11818892	75	157	171	68	108	96	105	106
4836	10	5	11	18	6	2	11	5	chr3R	11864000	11864300	9	38	6	6	37	24	17	22
4838	7	9	5	7	4	9	4	11	chr3R	11898980	11899290	14	18	25	4	18	5	19	18
4839	6	3	2	5	3	5	2	5	chr3R	11901390	11901610	8	7	11	3	12	3	10	14
484	176	146	122	135	125	140	127	91	chrX	6344256	6344456	145	486	385	125	332	287	349	395
4840	117	121	136	129	158	140	110	100	chr3R	11938025	11938235	163	373	393	158	333	308	311	305
4841	72	72	61	99	43	61	77	76	chr3R	11962703	11962923	115	277	181	43	224	143	187	182
4843	8	14	36	17	15	11	31	25	chr3R	11999265	11999505	49	100	35	15	41	66	37	24
4845	16	11	13	15	25	33	25	16	chr3R	12017449	12017799	27	73	78	25	34	44	28	43
4846	4	6	8	2	6	6	12	5	chr3R	12017989	12018259	6	37	15	6	12	14	11	9
4847	7	6	1	1	3	2	7	4	chr3R	12030274	12030604	6	27	8	3	4	4	16	15
4848	13	24	30	26	21	24	43	41	chr3R	12078725	12079015	64	148	71	21	68	70	64	37
485	199	175	205	205	253	263	214	248	chrX	6346917	6347117	390	701	681	253	544	440	460	459
4852	5	3	5	4	12	2	3	6	chr3R	12158633	12158903	15	12	9	12	8	7	12	16
4854	134	179	190	206	104	191	176	155	chr3R	12244381	12244663	257	485	476	104	494	426	431	337
4857	3	1	14	4	2	2	8	5	chr3R	12289133	12289373	11	27	9	2	13	22	9	14
4858	19	26	39	55	50	38	50	42	chr3R	12316809	12317039	74	186	112	50	128	91	82	52
486	8	9	3	16	9	12	11	18	chrX	6355541	6355781	26	48	22	9	27	5	22	20
4861	11	10	9	15	6	5	15	24	chr3R	12332863	12333274	37	50	31	6	34	39	22	28
4862	6	4	3	2	4	1	7	1	chr3R	12341944	12342314	2	24	5	4	7	4	13	12
4863	18	21	8	8	12	15	11	18	chr3R	12351874	12352164	23	29	47	12	19	18	41	40
4864	3	7	8	7	10	5	14	3	chr3R	12356874	12357074	9	67	14	10	20	20	17	6
4865	14	12	22	12	15	21	27	29	chr3R	12362726	12362996	40	75	53	15	48	55	30	27
4868	5	9	8	11	10	6	9	15	chr3R	12409993	12410253	19	31	23	10	23	15	18	14
4869	19	25	30	45	59	19	33	23	chr3R	12500763	12500993	46	122	56	59	114	76	65	45
4877	4	4	9	5	21	8	14	9	chr3R	12605960	12606220	18	50	21	21	18	26	11	8
4879	11	13	10	13	6	4	18	7	chr3R	12694805	12695055	15	51	14	6	31	30	33	32
488	14	8	11	10	6	11	16	12	chrX	6358460	6358710	17	47	22	6	19	21	20	27
4884	6	2	8	4	10	7	7	11	chr3R	12742054	12742274	17	15	17	10	12	16	7	19
4885	10	11	47	23	6	8	32	21	chr3R	12783784	12784115	39	105	26	6	65	88	27	26
4887	8	7	8	9	8	4	9	9	chr3R	12864047	12864297	16	32	13	8	22	21	13	20
4888	6	2	5	2	4	4	8	6	chr3R	12868377	12868770	11	20	12	4	8	10	4	21
4889	2	3	3	1	6	1	7	1	chr3R	13100461	13100681	4	21	6	6	6	7	6	5
489	6	5	10	6	16	5	10	27	chrX	6359269	6359549	38	33	28	16	23	21	17	18
4891	5	6	4	6	2	8	3	2	chr3R	13125388	13125628	8	12	20	2	11	14	10	11
4894	25	24	23	36	25	17	40	32	chr3R	13215890	13216140	48	130	51	25	89	62	61	54
4896	2	1	5	3	2	1	5	6	chr3R	13245450	13245700	6	15	6	2	7	16	3	4
4897	26	23	35	34	16	19	27	24	chr3R	13278753	13278973	32	91	54	16	87	71	64	54
4899	8	2	22	16	4	6	11	14	chr3R	13308333	13308653	27	45	19	4	39	55	6	16
49	10	13	9	9	4	7	9	8	chrX	4630152	4630352	11	35	30	4	21	18	26	32
490	13	7	14	23	6	8	20	22	chrX	6362938	6363328	39	75	24	6	64	46	22	39
4900	21	18	19	12	11	11	16	5	chr3R	13309023	13309243	9	61	21	11	35	34	41	48
4901	9	12	9	16	12	16	15	19	chr3R	13326471	13326711	28	53	44	12	41	24	33	26
4902	3	5	3	4	6	8	3	2	chr3R	13345393	13345593	5	8	15	6	6	8	8	7
4905	5	7	2	11	20	11	10	13	chr3R	13352871	13353121	16	22	18	20	26	7	18	10
4906	92	97	100	119	84	106	114	111	chr3R	13364161	13364381	183	403	279	84	238	217	227	200
4907	15	12	15	17	6	10	13	5	chr3R	13375275	13375505	11	48	30	6	29	30	30	32
4908	8	1	3	6	5	1	3	1	chr3R	13390876	13391202	4	14	2	5	13	14	3	13
4909	5	4	14	13	10	4	6	7	chr3R	13397049	13397290	10	31	16	10	34	23	15	13
491	57	60	48	88	19	17	55	31	chrX	6365758	6366008	51	199	69	19	202	124	147	142
4910	7	9	17	11	9	10	6	6	chr3R	13399579	13399799	8	24	27	9	32	35	19	17
4911	262	196	266	230	197	218	176	163	chr3R	13401098	13401308	256	535	589	197	547	599	472	569
4912	9	8	18	19	8	5	15	10	chr3R	13403990	13404230	17	50	20	8	41	39	15	18
4913	13	25	29	32	15	20	65	33	chr3R	13425179	13425389	58	203	51	15	90	70	42	34
4916	6	3	5	6	11	9	12	13	chr3R	13465488	13465758	18	57	26	11	14	11	15	15
4919	20	27	111	100	35	29	58	40	chr3R	13543334	13543624	71	234	82	35	250	241	79	49
492	12	5	7	8	9	13	9	15	chrX	6368328	6368618	18	34	24	9	23	10	9	26
4920	9	8	11	11	9	3	18	13	chr3R	13545723	13546074	22	63	8	9	30	27	14	16
4921	1	1	7	10	4	3	6	10	chr3R	13581490	13581760	13	12	6	4	18	10	1	2
4923	14	5	9	19	6	11	17	13	chr3R	13697654	13698074	20	39	38	6	28	17	16	24
4925	9	14	19	11	18	22	20	29	chr3R	13711534	13711804	56	56	49	18	32	36	42	33
4927	291	316	328	358	419	377	328	355	chr3R	13714934	13715154	593	1148	1067	419	935	716	843	718
4929	37	45	65	68	49	45	78	65	chr3R	13726326	13726606	93	286	142	49	165	161	137	92
493	4	4	6	12	5	2	7	6	chrX	6370318	6370608	12	34	17	5	31	13	12	14
4930	8	13	21	36	8	6	24	22	chr3R	13730144	13730364	29	84	25	8	75	46	36	25
4931	5	5	7	2	1	2	4	9	chr3R	13749137	13749417	13	23	4	1	8	16	12	11
4935	111	101	112	104	84	68	92	81	chr3R	13780737	13781247	130	343	198	84	245	252	240	236
