chrom	start	end	Paste_locus	P1_1	P1_2	P1_3	P2_1	P2_2	P2_3	HYB_1_P1	HYB_2_P1	HYB_3_P1	HYB_1_P2	HYB_2_P2	HYB_3_P2	pos_start	pos_end	P_est.mean	P_p_value	H_est.mean	H_p_value	H_P_est	H_P_p_value	P_qvalue	H_qvalue	P_H_qvalue	Direction_parent	Direction_hybrid	P_H_ratio	Regulatory_class	Direction	trans_reg_diff	perc_cis
chr3R	21133761	21134761	chr3R_21133761_21134761	46.9592549038796	38.07435531086	37.8468103598742	38.1879195698767	41.6529083765236	28.866876248097	42.0813568583224	37.6314656079902	36.5425502154087	34.9367777083235	25.9699440191887	38.3123904835039	21133761	21134761	0.122374033151459	0.354466129131193	0.158279623213877	0.247897589040724	-0.0357967909678988	0.848306443416528	1	1	0.97065750812651	Ambig	Ambig	0.773150900075746	Conserved/Ambiguous	NA	-0.035905590062418	81.509616794905
chr3R	21137769	21138769	chr3R_21137769_21138769	52.9885913359827	40.0268863524426	77.8085895339766	47.7348994623459	44.2648069215861	41.5208493979477	74.1279286196603	56.3643097212188	48.9565266043753	63.1656940966488	50.9010902776098	40.5749332285927	21137769	21138769	0.24622614362599	0.0325071961002043	0.148632617299193	0.176196050276822	0.0975551315800466	0.542570826747217	0.843899295708164	1	0.88478531046379	Ambig	P1	1.65660908150695	Conserved/Ambiguous	NA	0.097593526326797	60.3642712793981
chr3R	21138191	21139191	chr3R_21138191_21139191	63.1920837595417	49.5454751801576	83.596925236075	50.3868383213651	49.3511356672342	45.8706526682089	76.3938478351084	62.6638502194727	56.3000055950316	67.078613199981	57.1338768422151	46.7592167318354	21138191	21139191	0.298759090072425	0.00596375184040837	0.133195426728234	0.204325563457199	0.165598750153089	0.275467349303733	0.213351042083378	1	0.71071299902522	P1	P1	2.24301312298056	Conserved/Ambiguous	NA	0.165563663344191	44.5828867318965
chr3R	21140238	21141238	chr3R_21140238_21141238	15.6530849679599	15.8643147128583	28.8303643623747	14.3204698387038	10.4475941802501	10.6767898451865	25.7343682325895	21.5510595992895	24.1285738264421	25.8532155041594	16.1755651319518	16.8936524966631	21140238	21141238	0.532089225928055	0.0100875317881697	0.192060274963547	0.276305896091456	0.34103694137933	0.215710710857399	0.329490798601315	1	0.65020274767337	P1	Ambig	2.77042832532155	Conserved/Ambiguous	NA	0.340028950964508	36.0955015821944
chr3R	21152795	21153795	chr3R_21152795_21153795	107.25261922491	108.853605568228	112.093347154098	53.0387771803844	42.8901234768164	53.3839492259327	156.672128610985	119.028159940691	124.839142841157	57.4360625524838	43.184306911908	33.1839602613026	21152795	21153795	0.787510930620437	2.0174678697679e-11	1.09640003243578	1.23494535487932e-11	-0.308976119011946	0.0273197470581354	3.62142669489301e-09	1.098705230065e-09	0.221618485615299	P1	P1	0.718269707518058	Cis	NA	-0.308889101815343	78.0195338961366
chr3R	21155861	21156861	chr3R_21155861_21156861	28.8712456075704	27.5795009623537	53.8760476887621	35.5359807108575	26.9437955174872	23.3307629950373	43.5380192111105	44.4283382508431	30.248139651989	40.6664092524885	46.7458992345396	32.5806155292789	21155861	21156861	0.251129252140749	0.0803650214389499	-0.0148118038702035	0.906830561222592	0.266578386052243	0.1693057506858	1	1	0.585825291118272	Ambig	Ambig	16.9546703657033	Conserved/Ambiguous	NA	0.265941056010952	5.27574460914607
chr3R	21188365	21189365	chr3R_21188365_21189365	107.020721669829	116.41966335436	99.4035342687284	114.033370937826	125.646066851956	115.072068331455	130.937760378396	109.578849193311	118.020198064119	109.421987782469	97.6469895121494	110.412085960334	21188365	21189365	-0.094153414479281	0.2198339450378	0.12151359694234	0.11533021020891	-0.215888448200388	0.0468734596256892	1	1	0.307766048860145	P2	P1	0.774838510656204	Conserved/Ambiguous	NA	-0.215667011421621	36.0381332520687
chr3R	21198680	21199680	chr3R_21198680_21199680	17.0444702984452	12.4473853900889	22.0402013272208	19.0939597849384	9.62278411338829	13.8402831326492	15.0521776454769	16.2461833902337	13.4630448162032	11.4592630883301	8.60718144635967	9.65351571237893	21198680	21199680	0.191122365986816	0.358107697638925	0.409426990512652	0.0807371183352461	-0.219045069975466	0.485254218357938	1	1	0.858081400416031	Ambig	P1	0.466804510732201	Conserved/Ambiguous	NA	-0.218304624525836	65.223254764307
chr3R	21204427	21205427	chr3R_21204427_21205427	8.58020953799282	17.3287129940453	14.5821534033633	11.1381432078807	10.1726574912962	9.49047986238804	10.3584878420486	10.9413071811778	9.09192636938399	7.54634398499787	9.34917984690792	7.9943176993138	21204427	21205427	0.273329271565215	0.253359784990621	0.199450339918978	0.463930122946266	0.0747817767381136	0.837882755587607	1	1	0.968333973467324	Ambig	P1	1.37041266350435	Conserved/Ambiguous	NA	0.073878931646237	72.9707209099228
chr3R	21214578	21215578	chr3R_21214578_21215578	54.379976666468	59.5521967682682	50.4253090971265	50.917226093169	68.4592355495338	39.1482294323507	53.5728043080951	38.4603525156552	41.9627370894646	49.7499714566526	42.4423085113598	43.4408207057052	21214578	21215578	0.0360135394454571	0.748842975855127	-0.0120399288427902	0.919049953165796	0.0482115513400551	0.772546313938616	1	1	0.952462783928446	Ambig	Ambig	2.99117543929862	Conserved/Ambiguous	NA	0.0480534682882473	20.0353606512482
chr3R	21218576	21219576	chr3R_21218576_21219576	24.3492432834931	33.1930277069036	44.0804026544417	35.0055929390537	30.1055674404576	21.7490163513059	53.0872501904991	41.7759001463151	37.4167739047726	42.2036274716547	35.3191238660966	24.737134012971	21218576	21219576	0.156773965870236	0.284658033444343	0.25724471322859	0.0500059775868481	-0.100533832856113	0.607280328367124	1	1	0.908293198175797	Ambig	P1	0.609435132417766	Conserved/Ambiguous	NA	-0.100470747358354	71.9132219799781
chr3R	21222314	21223314	chr3R_21222314_21223314	10.203492423559	10.9829871089019	10.9087865154931	14.8508576105076	10.7225308692041	11.8630998279851	8.41627137166449	10.1124202735128	14.1624237676943	8.52457376083093	12.4655731292106	9.95518807839077	21222314	21223314	-0.153654153457436	0.522551290372647	0.0545471777145068	0.831141413370322	-0.209899502935499	0.544695112183296	1	1	0.886244618621061	Ambig	Ambig	2.81690382335898	Conserved/Ambiguous	NA	-0.208201331171943	20.7602235101856
chr3R	21223122	21224122	chr3R_21223122_21224122	76.2942956216118	80.0537727048852	66.8998030184835	69.4807981063035	83.7182217864781	76.3192755600372	64.4168462677397	69.2949454807925	64.5177082750518	66.2401305349813	56.9854771621054	63.3511968624867	21223122	21224122	-0.0276055671451061	0.766987364865994	0.0604592465433106	0.555690210962578	-0.0882393102804518	0.522976251632812	1	1	0.877671656693069	Ambig	Ambig	0.456597935360153	Conserved/Ambiguous	NA	-0.0880648136884167	40.706701963966
chr3R	21223203	21224203	chr3R_21223203_21224203	99.3681023521601	108.853605568228	97.0659371582656	93.3482478374764	106.400498625179	105.186151808134	94.0356474410974	97.8086551044679	90.7444189559671	93.211322925807	81.9166234205265	90.0492012545347	21223203	21224203	0.00112632272992538	0.99124885779675	0.0634936511529801	0.459748541197769	-0.0623802841357392	0.594407330351391	1	1	0.902098266608121	Ambig	P1	0.0177391394174458	Conserved/Ambiguous	NA	-0.0623673284230547	50.4474471491162
chr3R	21223826	21224826	chr3R_21223826_21224826	61.1050057638137	70.5351838771702	81.4819564218468	61.5249815292458	59.7987298474844	67.224232358582	74.7753341097883	75.5944859790464	73.6096346444357	64.702912315815	63.960262127259	68.9321356337058	21223826	21224826	0.122380020798313	0.221965397199457	0.125204605411958	0.200451361823967	-0.00290138480500682	0.981069733186769	1	1	0.994655721338747	Ambig	P1	0.977440249866598	Conserved/Ambiguous	NA	-0.00282458461364499	97.7937963888703
chr3R	21268708	21269708	chr3R_21268708_21269708	50.7855645627143	39.0506208316513	53.5421052444103	44.022185059719	45.5020220218789	34.7984261620895	45.6420870540266	32.1608120174013	41.7878923515918	39.6881794766555	41.8487097909212	31.3739260652315	21268708	21269708	0.142442652869663	0.246205501381064	0.0573130216749809	0.664906542684042	0.0851159328538887	0.637728908695163	1	1	0.918573198882575	Ambig	Ambig	2.48534536666811	Conserved/Ambiguous	NA	0.0851296311946821	40.2358566906382
chr3R	21269625	21270625	chr3R_21269625_21270625	29.9147846054344	31.7286294257167	37.0676113230532	22.2762864157614	23.2321502166089	20.1672697075746	24.9251113699294	25.6954941376145	36.5425502154087	21.2415608466607	24.0407481777632	25.9438234770184	21269625	21270625	0.407335816386647	0.00954640394614377	0.201724640560828	0.207134228621374	0.205878386096833	0.363092293627785	0.314462625754915	1	0.784011161010611	P1	P1	2.01926653706848	Conserved/Ambiguous	NA	0.205611175825819	49.5229322946031
chr3R	21296120	21297120	chr3R_21296120_21297120	22.3781140653056	20.5015759366169	35.1752708050595	22.2762864157614	21.0326567049773	26.0988196215671	23.7921517622054	24.3692750853505	29.3739159626252	23.4775146199934	24.6343468982018	28.9605471371368	21296120	21297120	0.117193299973196	0.480026015309708	0.0058653085036344	0.973324499608745	0.111503625667272	0.630939803001078	1	1	0.915609758153027	Ambig	Ambig	19.9807563234871	Conserved/Ambiguous	NA	0.111327991469562	5.00481555257501
chr3R	21316215	21317215	chr3R_21316215_21317215	4.75389987915818	7.81012416633026	11.7992997004314	10.6077554360769	5.77367046803297	7.9087332186567	11.3295960772407	9.94664289197979	7.8680132042746	6.28861998749822	8.75558112646932	4.07257694115986	21316215	21317215	0.00279329261797099	0.994633380324549	0.421655769452173	0.148970587442116	-0.422518578054987	0.302354067954473	1	1	0.731696844449825	Ambig	P1	0.00662458057101914	Conserved/Ambiguous	NA	-0.418862476834202	50.1661649006617
chr3R	21359675	21360675	chr3R_21359675_21360675	59.7136204333284	51.2539398415423	51.427136430182	56.7514915830113	46.4643004332177	49.4295826166044	56.8098317587353	47.57810849997	53.3276450511945	66.9388660891478	50.7526905975001	42.9883121566874	21359675	21360675	0.0617732131736735	0.586157583358475	-0.0185118116342965	0.866690167692877	0.0804877982406457	0.61493265724027	1	1	0.910573357836554	P1	Ambig	3.33696206476234	Conserved/Ambiguous	NA	0.08028502480797	18.7372514150432
chr3R	21378476	21379476	chr3R_21378476_21379476	34.9005820396735	35.389625128684	45.416172431849	31.2928785364268	22.9572135276549	12.6539731498507	62.3127784248236	45.091447776975	42.4872713030829	26.4122039474925	23.1503500971053	25.0388063789828	21378476	21379476	0.547707602477938	0.000255789838794085	0.697690738716013	2.6808599556822e-07	-0.150532985076376	0.469447815482406	0.0147110056598613	1.46431404896175e-05	0.850341599430864	P1	P1	0.785029200023359	Cis	NA	-0.149983136238075	82.3065048163484
chr3R	21481824	21482824	chr3R_21481824_21482824	21.1026775123607	23.6744388791886	19.9252325129926	10.6077554360769	11.272404247112	10.6767898451865	30.1043552909537	18.2355119686296	23.7788843506966	11.1797688666635	9.49757952701757	17.9495057777046	21481824	21482824	0.686823131690504	0.000894544032101582	0.624338902345611	0.00122922407006165	0.0623438363189127	0.835189180875346	0.0429837992618338	0.0389938283991097	0.967885089052499	P1	P1	1.10008062786116	Cis	NA	0.0624842293448931	90.9024279378742
chr3R	21499485	21500485	chr3R_21499485_21500485	214.157392117199	230.154596526545	173.872699359187	141.613535071626	134.444040898482	172.805820827649	220.603420761129	214.018599559098	240.936048788676	103.552609127471	96.6081917513819	96.6859933067952	21499485	21500485	0.319984408309969	1.90002571310097e-07	0.822256713030863	2.53108157883759e-11	-0.502375228332709	5.1155190083918e-08	2.04817286159363e-05	2.04429657686163e-09	1.3976918064864e-05	P1	P1	0.389153901985788	Cis_+_Trans,same	Reinforcing	-0.502272304720894	62.0791769761718
chr3R	21614519	21615519	chr3R_21614519_21615519	32.4656577113242	29.2879656237385	32.2811029540103	15.9116331541153	19.5205049157305	28.866876248097	19.5840160763731	20.2248405470256	22.9046606613327	16.3504119674954	18.9951590540351	20.5137208888052	21614519	21615519	0.379981386335823	0.0176995221009016	0.115498460006516	0.533009270696756	0.265012545395308	0.280764185374684	0.518295285622068	1	0.713938668955041	P1	P1	3.28992599827206	Conserved/Ambiguous	NA	0.264482926329307	30.3958204690689
chr3R	21632204	21633204	chr3R_21632204_21633204	109.223748443098	117.884061635547	94.3943976034509	65.2376959318728	78.63189304083	64.8516123929849	112.648555282279	93.166888421544	96.1646058300229	64.0041767616486	63.8118624471493	74.6639105879308	21632204	21633204	0.43190190476791	7.86720028980248e-07	0.399612007714957	8.21853771490692e-06	0.0323700070284005	0.801225496896434	7.66907268883634e-05	0.000370856359793132	0.960285629867151	P1	P1	1.0808031201004	Cis	NA	0.032289897052953	92.5237891529317
chr3R	21645800	21646800	chr3R_21645800_21646800	31.7699650460815	38.5624880712557	33.2829302870658	24.3978375029768	31.0678458517965	30.0531862308955	33.1795313690619	51.5567656567619	40.2142897107369	24.4557443958264	34.8739248257676	24.4354616469592	21645800	21646800	0.191763455627263	0.189788147253622	0.399769488858806	0.00415161770086956	-0.20821017290591	0.304194782838267	1	0.116546502128903	0.73176080961094	P1	P1	0.479685070950954	Conserved/Ambiguous	NA	-0.208006033231543	65.7758455759885
chr3R	21735408	21736408	chr3R_21735408_21736408	31.3061699359197	29.7760983841341	27.3832804368501	11.1381432078807	14.4341761700824	19.3763963857089	22.4973407819493	22.5457238884875	23.429194874951	12.856734196663	10.8331766480044	14.0277650195506	21735408	21736408	0.677064257164012	0.000121611306809399	0.596265025134879	0.00247802331171995	0.081483906646392	0.767044269757509	0.00757117410768735	0.07349111145013	0.950807107397351	P1	P1	1.13550892409102	Conserved/Ambiguous	NA	0.080799232029133	88.0662387396474
chr3R	21739604	21740604	chr3R_21739604_21740604	18.7837019615518	16.8405802336496	14.1368968108942	18.0331842413307	15.3964545814213	18.1900864029104	23.4684490171414	20.7221726916246	20.8065238068595	10.6207804233303	10.0911782474562	14.1786012025566	21739604	21740604	-0.0364216882316498	0.85279732806079	0.622111163580513	0.00222628630061583	-0.661779212517949	0.0206817494165188	1	0.0667023345786286	0.187552909590915	Ambig	P1	0.0585453056685682	Conserved/Ambiguous	NA	-0.658532851812163	48.5779932676888
chr3R	21782899	21783899	chr3R_21782899_21783899	15.5371361904194	14.1558500514736	13.8029543665424	12.1989187514884	12.7845560363587	12.6539731498507	16.508839998265	16.2461833902337	15.7360264085492	12.0182515316633	10.8331766480044	13.7260926535388	21782899	21783899	0.144394442409272	0.51976949713822	0.281756752869125	0.197928906725024	-0.137687800936777	0.657746962701658	1	1	0.922098619344377	P1	P1	0.512479083247892	Conserved/Ambiguous	NA	-0.137362310459853	67.2259454464295
chr3R	21823191	21824191	chr3R_21823191_21824191	18.551804406471	22.2100405980017	26.8267096962638	11.6685309796846	7.2858222572797	10.2813531842537	35.121747839446	29.5083739128734	26.2267106809153	8.52457376083093	7.56838368559213	4.52508549017762	21823191	21824191	0.838128624213708	5.94846226546179e-05	1.48338449309676	2.77211004837331e-13	-0.64790214654259	0.0464029619011341	0.00404309971482141	2.94156311831937e-11	0.305678132279693	P1	P1	0.565011046100397	Cis	NA	-0.645255868883052	69.6869475742295
chr3R	21864667	21865667	chr3R_21864667_21865667	20.5229336246585	20.7456423168148	22.5967720678072	15.3812453823115	14.4341761700824	22.5398896731716	21.5262325467572	15.4172964825687	16.6102500979131	15.232435080829	14.2463692905264	14.0277650195506	21864667	21865667	0.198505583844671	0.28823696275596	0.207547129610894	0.310656841486648	-0.00876123246028139	0.972811219092475	1	1	0.993010344811066	P1	P1	0.95643618014292	Conserved/Ambiguous	NA	-0.00904154576622299	95.8254762163903
chr3R	21874792	21875792	chr3R_21874792_21875792	102.266821790671	87.131697730622	94.1717693072164	72.1327369653227	104.613410146978	94.9047986238804	87.5615925398171	69.2949454807925	78.680132042746	70.5722909708134	70.3414483719739	68.7812994506999	21874792	21875792	0.0428521747224591	0.616069435942042	0.116087010322152	0.22250803675306	-0.0732016574876163	0.563724614852072	1	1	0.890782190090981	Ambig	Ambig	0.3691384126746	Conserved/Ambiguous	NA	-0.0732348355996929	61.3172820901369
chr3R	21878171	21879171	chr3R_21878171_21879171	31.3061699359197	28.7998328633428	24.6004267339182	25.4586130465845	20.8951883605003	16.2129030982462	32.5321258789339	26.3586036637464	31.4720528170984	21.9402964008271	22.4083516965571	24.737134012971	21878171	21879171	0.302790822663949	0.0680521863483307	0.26830666698891	0.0923540586238241	0.0343205678058743	0.884534009836808	1	1	0.975087496552589	P1	P1	1.12852515392942	Conserved/Ambiguous	NA	0.034484155675039	88.6112282493743
chr3R	21889038	21890038	chr3R_21889038_21890038	43.0169964675045	49.3014087999598	53.0968486519411	24.3978375029768	33.679744396859	23.7261996559701	30.1043552909537	34.8132501219293	33.7450344094444	30.8841114941579	30.4219344224782	40.7257694115986	21889038	21890038	0.575181074739895	1.86144479594165e-05	-0.0334149196764698	0.811015077734939	0.610021642025083	0.00189158091673262	0.00142439184279585	1	0.0403569026819277	P1	Ambig	17.2133011334134	Trans	NA	0.608595994416365	5.20472766785987
chr3R	21913246	21914246	chr3R_21913246_21914246	50.4377182300929	62.4809933306421	58.2172994653359	67.3592470190881	54.2999960684053	56.5474425133954	63.7694407776117	58.5194156811478	61.8950372069602	40.5266621416552	49.4170934765133	43.2899845226993	21913246	21914246	-0.0403642529315685	0.704214716855318	0.323696012213331	0.00413059738570837	-0.364647263795559	0.0190875313471635	1	0.116036350617291	0.179038084729208	Ambig	P1	0.124698023480643	Conserved/Ambiguous	NA	-0.364060265144899	47.0655118491529
chr3R	21948613	21949613	chr3R_21948613_21949613	66.0908031980528	84.6910339286438	72.1315679799955	46.1437361469344	25.9815171061484	49.0341459556716	55.8387235235432	43.9310061062441	52.8031108375762	24.0365030633265	21.3695539357895	18.1003419607105	21948613	21949613	0.609589181863255	2.09276797069836e-08	0.876485051610264	2.51513761119847e-10	-0.267091672191642	0.151449005796499	2.5266566645276e-06	1.83172633659028e-08	0.550310201242534	P1	P1	0.695492958771319	Cis	NA	-0.266895869747009	76.6573094966299
chr3R	21971878	21972878	chr3R_21971878_21972878	20.4069848471181	30.0201647643319	31.6132180653067	24.9282252747806	24.6068336613786	18.9809597247761	27.0291792128456	13.2621905226397	12.5888211268394	43.0421101366545	23.0019504169957	25.3404787449947	21971878	21972878	0.179937315686276	0.272734523487564	-0.546969356984347	0.00115253758328504	0.729412645239844	0.0019506682504963	1	0.0368047058251919	0.0410999007007554	Ambig	P2	0.328971474157784	Compensatory	Opposing	0.726906672670623	42.9374086843045
chr3R	22023026	22024026	chr3R_22023026_22024026	67.1343421959168	71.5114493979615	72.7994528686992	47.2045116905421	35.6043012195367	43.4980327026119	72.8331176394042	78.4127014651073	75.3580820231634	31.0238586049912	40.0679136296054	39.6699161305572	22023026	22024026	0.515149103829855	2.76705616270239e-06	0.715751868454897	1.80989600531249e-11	-0.200652947982818	0.212958086741076	0.000247258972596855	1.55751618050164e-09	0.646290564337257	P1	P1	0.719731413264647	Cis	NA	-0.200602764625042	78.1086102057671
chr3R	22025474	22026474	chr3R_22025474_22026474	18.7837019615518	25.1388371603755	15.1387241439497	13.2596942950961	22.407340149747	17.3992130810447	11.0058933321766	12.2675262334417	19.5826106417501	13.8349639724961	16.7691638523904	17.4969972286868	22025474	22026474	0.106783580836971	0.575393165731076	-0.115187229716706	0.582653028603361	0.223197615385273	0.431918188909546	1	1	0.829563152060415	Ambig	Ambig	0.927043571579913	Conserved/Ambiguous	NA	0.221970810553677	34.164165156593
chr3R	22027208	22028208	chr3R_22027208_22028208	25.8565773915189	31.7286294257167	28.0511653255538	25.9890008183883	22.544808494224	14.6311564545149	25.4106654875255	25.3639393745485	25.002797515806	24.3159972849931	27.0087417799562	20.6645570718111	22027208	22028208	0.304194119142284	0.0653754003834133	0.0510739036003649	0.759158090515385	0.253608870769968	0.279062917431951	1	1	0.713037538007249	Ambig	Ambig	5.95595984835024	Conserved/Ambiguous	NA	0.253120215541919	16.7899049936845
chr3R	22033797	22034797	chr3R_22033797_22034797	96.9331780238108	106.657008146448	127.454699594282	42.9614095161113	62.9605017704548	47.847835972873	113.943366262535	105.931746799585	87.5972136742573	72.1095091899796	58.7662733234212	64.1053777775163	22033797	22034797	0.766727281290306	2.12059453990744e-11	0.455378680780422	4.0330303995459e-07	0.311448789194235	0.0198050763890995	3.78155449592759e-09	2.1495766444931e-05	0.183532819491983	P1	P1	1.68371360726923	Cis	NA	0.311348600509884	59.3925235077167
chr3R	22033954	22034954	chr3R_22033954_22034954	97.3969731339726	107.633273667239	128.456526927338	47.2045116905421	63.3729068038857	47.847835972873	111.515595674554	105.765969418052	89.1708163151122	73.227486076646	58.6178736433116	64.70872250954	22033954	22034954	0.744246552414822	1.91414539344243e-11	0.444020804994968	7.669668802092e-07	0.300316093413981	0.0237326900515762	3.47422152076189e-09	3.95092745760043e-05	0.204918802542074	P1	P1	1.67615243259436	Cis	NA	0.300225747419854	59.6604449902085
chr3R	22035216	22036216	chr3R_22035216_22036216	41.7415599145597	36.1218242692775	44.5256592469108	28.1105519056037	29.6931624070267	26.8896929434328	52.277993327839	45.423002540041	45.6344765847927	27.6699279449922	25.5247449788597	25.1896425619888	22035216	22036216	0.368026630909925	0.00849999721555744	0.603481697205729	9.33886287354243e-06	-0.235678622165163	0.235726050829593	0.287309838272691	0.000417709690358609	0.674299105209947	P1	P1	0.609838927367607	Conserved/Ambiguous	NA	-0.235455066295804	71.9341103478327
chr3R	22041690	22042690	chr3R_22041690_22042690	15.3052386353385	14.6439828118692	43.3012036176208	35.0055929390537	16.2212646482831	16.6083397591791	54.3820611707551	47.57810849997	27.1009343702792	48.0730061266531	41.8487097909212	30.0164004181782	22041690	22042690	0.076573280219323	0.652433743059042	0.073144482124099	0.566628204924639	0.00325673738580011	0.990368306284554	1	1	0.997633273399298	Ambig	Ambig	1.0468770575121	Conserved/Ambiguous	NA	0.00342879809522399	95.5222003218314
chr3R	22194478	22195478	chr3R_22194478_22195478	68.4097787488617	47.3488777583772	67.901630351539	79.0277779987727	58.9739197806225	67.6196690195148	90.7986199904572	99.7979836828639	80.0788899457282	80.0750945074774	73.3094419741669	61.6919988494216	22194478	22195478	-0.112816423613034	0.265266524895205	0.229806561812804	0.0116055306381441	-0.343085858559557	0.0116984272520297	1	0.288878521026427	0.131065712731074	Ambig	P1	0.490919070034789	Conserved/Ambiguous	NA	-0.342622985425838	40.145824568521
chr3R	22328799	22329799	chr3R_22328799_22329799	32.5816064888646	21.4778414574082	25.8248823632083	36.0663684826614	35.1918961861057	44.2889060244775	31.0754635261458	31.0003703466703	25.702176467297	31.5828470483244	32.202730583794	31.0722536992197	22328799	22329799	-0.368958622304801	0.0102188972109429	-0.0773739116666917	0.599983307147256	-0.292016505737717	0.158411969998792	0.332449148648602	1	0.566621402925052	P2	P2	4.76851453360903	Conserved/Ambiguous	NA	-0.291584710638109	20.9708913111596
chr3R	22332587	22333587	chr3R_22332587_22333587	13.4500581946914	9.27452244751719	10.0182733305549	11.1381432078807	11.9597459694969	9.49047986238804	9.06367686179252	10.9413071811778	9.26677110725676	8.94381509333081	9.34917984690792	4.67592167318354	22332587	22333587	0.00452821865894499	0.987828445962963	0.242263391349485	0.387249121581036	-0.239270847720493	0.520110135749083	1	1	0.876508724591073	Ambig	P1	0.0186913038479374	Conserved/Ambiguous	NA	-0.23773517269054	50.4716908547426
chr3R	22333756	22334756	chr3R_22333756_22334756	59.4817228782475	68.8267192157854	72.1315679799955	94.939411152888	79.7316397966458	101.231785198806	71.2146039140841	59.0167478257468	60.8459687797236	96.7050006966393	96.3113923911626	90.9542183525702	22333756	22334756	-0.319416824103706	0.00051264844282084	-0.396083303242031	1.74451920071927e-05	0.0766043395318672	0.563238149519333	0.0269188715551931	0.000751024430128502	0.890782190090981	P2	P2	0.806438497884681	Cis	NA	0.076666479138325	83.782863156002
chr3R	22356184	22357184	chr3R_22356184_22357184	132.993247838889	138.629703952362	149.717529217738	120.928411971276	105.43822021384	95.6956719457461	128.509989790415	127.980138543473	128.685727074358	93.4908171474736	96.4597920712722	96.2334847577775	22356184	22357184	0.268599140116392	0.000265067157890636	0.296962910550762	0.000128013897787708	-0.0282822028361308	0.790540003638497	0.015105976635877	0.00482983500390055	0.957374010697465	P1	P1	0.90448716177463	Cis	NA	-0.02836377043437	91.2814496651548
chr3R	22357016	22358016	chr3R_22357016_22358016	49.6260767873098	53.2064708831249	67.122431314718	38.7183073416806	38.4911364535532	41.1254127370148	45.3183843089626	49.070104933767	45.4596318469199	41.2253976958217	40.8099120301536	45.4016910847822	22357016	22358016	0.361882120083697	0.00227105658521886	0.0927741139346066	0.450889061939387	0.26933395206708	0.116219476193603	0.0956974598054307	1	0.489589186936222	P1	P1	3.90067988511079	Conserved/Ambiguous	NA	0.26910800614909	25.6365564325614
chr3R	22362119	22363119	chr3R_22362119_22363119	21.3345750674416	19.7693767960235	26.0475106594428	25.4586130465845	19.1080998822996	17.3992130810447	26.5436250952495	17.5724024424976	16.2605606221675	19.5645955166611	18.5499600137062	15.234454483598	22362119	22363119	0.0801320098906026	0.652161542647673	0.123498995676306	0.513856250151576	-0.0432607611001006	0.864650461540124	1	1	0.975087496552589	Ambig	Ambig	0.648847461890545	Conserved/Ambiguous	NA	-0.0433669857857034	74.0108886150789
chr3R	22362394	22363394	chr3R_22362394_22363394	25.0449359487358	22.9422397385951	29.3869351029611	28.6409396774076	23.7820235945168	22.9353263341044	28.8095443106977	19.2301762578276	19.4077659038774	21.6608021791605	20.9243548954606	18.1003419607105	22362394	22363394	0.0262158621791423	0.873966226277597	0.105408010737712	0.554198071763653	-0.0792322171944619	0.739304945236516	1	1	0.943530683831553	Ambig	Ambig	0.248708442514635	Conserved/Ambiguous	NA	-0.0791921485585697	57.1007149395429
chr3R	22362396	22363396	chr3R_22362396_22363396	25.0449359487358	22.9422397385951	29.3869351029611	28.6409396774076	23.9194919389937	22.9353263341044	28.8095443106977	19.2301762578276	19.4077659038774	21.6608021791605	20.9243548954606	18.1003419607105	22362396	22363396	0.0243962271612851	0.882753349703074	0.105408010737712	0.554198071763653	-0.0810603780343374	0.733508669761639	1	1	0.943331010946578	Ambig	Ambig	0.23144566518754	Conserved/Ambiguous	NA	-0.0810117835764269	56.5433574935113
chr3R	22365579	22366579	chr3R_22365579_22366579	18.0880092963092	16.352447473254	19.0347193280544	16.972408697723	13.3344294142666	15.8174664373134	16.1851372532009	18.5670667316956	11.7145974374755	12.2977457533299	12.9107721695395	9.50267952937301	22365579	22366579	0.147625637663323	0.465283618156972	0.291492816743622	0.193348451080805	-0.14417858010436	0.631090027387346	1	1	0.915609758153027	P1	P1	0.506446914584399	Conserved/Ambiguous	NA	-0.143867179080299	66.9544330070957
chr3R	22367035	22368035	chr3R_22367035_22368035	32.2337601562433	37.8302889306622	30.6113907322512	25.4586130465845	20.0703782936384	13.0494098107836	37.5495184274262	40.9470132386501	37.7664633805181	32.9803181566573	24.4859472180922	28.3572024051131	22367035	22368035	0.541450562663496	0.000739725626891229	0.30340603418724	0.0320522269653313	0.238340602448907	0.274113820602503	0.0368482010180334	0.695813524223691	0.709626501723882	P1	P1	1.78457414043833	Conserved/Ambiguous	NA	0.238044528476256	56.0357777993118
chr3R	22368781	22369781	chr3R_22368781_22369781	41.8575086921001	56.3793338256966	57.4381004285149	30.2321029928191	28.7308839956879	24.9125096387686	42.4050596033864	41.6101227647821	34.9689475745538	35.7752603733232	32.0543309036843	34.8431582743677	22368781	22369781	0.618354172291336	2.36979609091984e-06	0.14726449220485	0.275552244674135	0.471755404011001	0.0132264566285598	0.000214345866251419	1	0.143075463146745	P1	P1	4.19893596231727	Conserved/Ambiguous	NA	0.471089680086486	23.8155572977143
