Gene	P_est.mean_RNA	P_p_value_RNA	H_est.mean_RNA	H_p_value_RNA	H_P_est_RNA	H_P_p_value_RNA	P_qvalue_RNA	H_qvalue_RNA	P_H_qvalue_RNA	Direction_parent_RNA	Direction_hybrid_RNA	P_H_ratio_RNA	Regulatory_class_RNA	perc_cis_RNA	chrom	start	end	Paste_locus	P_est.mean	P_p_value	H_est.mean	H_p_value	H_P_est	H_P_p_value	P_qvalue	H_qvalue	P_H_qvalue	Direction_parent	Direction_hybrid	P_H_ratio	Regulatory_class	perc_cis	class	beg_first_exon	div_category	distance_to_exon1
CG10275	0.224313894053659	3.44717839030068e-09	-0.390048650100644	0	0.614497785569299	6.23090289010335e-11	8.23587597873374e-08	0	4.75641024070134e-10	P1	Ambig	0.575092091706456	Conserved/Ambiguous	38.8335626217283	chr2L	18492128	18494069	chr2L_18492128_18494069	-0.186100212029514	0.0784274230170157	0.100300509105793	0.294607108016266	-0.286832071187493	0.0437972060527161	0.885296213983275	1	0.0831212650101968	Ambig	Ambig	1.8554263950268	Conserved/Ambiguous	25.9374683249023	intra	18496416	AccC_ExpD	2347
CG10275	0.224313894053659	3.44717839030068e-09	-0.390048650100644	0	0.614497785569299	6.23090289010335e-11	8.23587597873374e-08	0	4.75641024070134e-10	P1	Ambig	0.575092091706456	Conserved/Ambiguous	38.8335626217283	chr2L	18494698	18496063	chr2L_18494698_18496063	-0.153588348435306	0.0552597646312034	-0.169102750523148	0.0253949193971275	0.0155936312226921	0.890110157912684	0.643134627286582	0.286403056924688	0.924308155866841	Ambig	Ambig	0.908254584624759	Conserved/Ambiguous	91.5964460135876	intra	18496416	AccC_ExpD	353
CG10275	0.224313894053659	3.44717839030068e-09	-0.390048650100644	0	0.614497785569299	6.23090289010335e-11	8.23587597873374e-08	0	4.75641024070134e-10	P1	Ambig	0.575092091706456	Conserved/Ambiguous	38.8335626217283	chr2L	18496612	18498243	chr2L_18496612_18498243	-0.0618680642144675	0.528219691330906	-0.640771291200948	0	0.579353445397797	3.0107582786077e-05	1	0	0.000133126299789039	Ambig	P2	0.0965524908247886	Compensatory	52.5362530450505	intra	18496416	AccC_ExpD	1827
CG10279	-0.181479911191943	1.84052050402617e-05	-0.0335139213467783	0.399084888133048	-0.147958140041588	0.0109762321966322	0.00033540918660305	1	0.0224224411862141	P2	Ambig	5.41506048528662	Trans	18.4670144076344	chr3R	6045253	6048996	chr3R_6045253_6048996	0.543007554195282	3.45097472173477e-11	0.965576703152501	2.06079310846278e-11	-0.422647649436045	3.31819332852756e-05	1.03620510520515e-09	6.15671233115634e-10	9.12025498359206e-05	P1	P1	0.562366047588371	Cis_+_Trans,same	69.5587356101671	inter	6004016	AccD_ExpD_O	44980
CG10279	-0.181479911191943	1.84052050402617e-05	-0.0335139213467783	0.399084888133048	-0.147958140041588	0.0109762321966322	0.00033540918660305	1	0.0224224411862141	P2	Ambig	5.41506048528662	Trans	18.4670144076344	chr3R	6058441	6059630	chr3R_6058441_6059630	-0.199305086945995	0.0250671510130851	0.160919414739881	0.155426370852889	-0.360737352586777	0.0119932036596069	0.24025900776821	1	0.0210468966183298	Ambig	Ambig	1.23853972044431	Conserved/Ambiguous	30.8781144071564	inter	6004016	AccC_ExpD	55614
CG10279	-0.181479911191943	1.84052050402617e-05	-0.0335139213467783	0.399084888133048	-0.147958140041588	0.0109762321966322	0.00033540918660305	1	0.0224224411862141	P2	Ambig	5.41506048528662	Trans	18.4670144076344	chr3R	6105225	6106252	chr3R_6105225_6106252	-0.745161108387473	0	-0.267202690021584	1.0072409564188e-06	-0.478029099195055	5.64355562282515e-09	0	1.25438009164601e-05	2.4943122382363e-08	P2	P2	2.78874852767119	Cis_+_Trans,opposing	35.8583784115907	inter	6004016	AccD_ExpD_S	102236
CG10279	-0.181479911191943	1.84052050402617e-05	-0.0335139213467783	0.399084888133048	-0.147958140041588	0.0109762321966322	0.00033540918660305	1	0.0224224411862141	P2	Ambig	5.41506048528662	Trans	18.4670144076344	chr3R	6141659	6142230	chr3R_6141659_6142230	-0.456615429425035	0	-0.569415050992227	0	0.112752459690228	0.268283841836022	0	0	0.342103705707198	P2	P2	0.801902634342674	Cis	83.465670542674	inter	6004016	AccD_ExpD_S	138214
CG10279	-0.181479911191943	1.84052050402617e-05	-0.0335139213467783	0.399084888133048	-0.147958140041588	0.0109762321966322	0.00033540918660305	1	0.0224224411862141	P2	Ambig	5.41506048528662	Trans	18.4670144076344	chr3R	6170559	6171173	chr3R_6170559_6171173	-0.105854924380889	0.00285181693878855	-0.0539050436193548	0.133387336414408	-0.0519296805346825	0.303232939936605	0.0292556558519569	1	0.379239799117221	P2	Ambig	1.96372950049671	Conserved/Ambiguous	50.9235105826468	inter	6004016	AccD_ExpD_S	167157
CG10279	-0.181479911191943	1.84052050402617e-05	-0.0335139213467783	0.399084888133048	-0.147958140041588	0.0109762321966322	0.00033540918660305	1	0.0224224411862141	P2	Ambig	5.41506048528662	Trans	18.4670144076344	chr3R	6097082	6099215	chr3R_6097082_6099215	0.119647779003635	0.0926791654637271	-0.12717009263003	0.0720324229630522	0.247030373468965	0.0138515532712195	1	0.764047847030038	0.0311849303737038	Ambig	Ambig	0.940848406485955	Conserved/Ambiguous	34.003792844083	intra	6004016	AccC_ExpD	95199
CG10289	0.0562096749274856	0.0504741183287959	0.0847206689509742	0.00587255933085295	-0.0284929573675863	0.496381856828259	0.594549335348544	0.0842465814411072	0.584746130027077	Ambig	Ambig	0.663470622027463	Conserved/Ambiguous	74.8206523912674	chr3L	6170277	6172466	chr3L_6170277_6172466	0.251562172991305	0.00562587674803031	-0.153118791578956	0.14008678109823	0.405222543952464	0.00335285655232715	0.0758319556220358	1	0.00923450922854832	P1	Ambig	1.642921619203	Conserved/Ambiguous	27.4504945351742	intra	6173759	AccC_ExpC	1293
CG10293	0.333419206293141	5.53532920478998e-11	0.303025769417395	5.75467507281359e-11	0.030352146504139	0.604993089291894	1.67655476103736e-09	1.73510012507653e-09	0.686856437714023	P1	Ambig	1.10029984226814	Cis	90.8843173092362	chr3R	22093642	22095163	chr3R_22093642_22095163	0.685280212640532	4.00478228417304e-11	0.689220080048177	4.06796463860436e-11	-0.00399344161789597	0.94845421650607	1.03620510520515e-09	1.00801089798617e-09	0.961207670231205	P1	P1	0.994283585865099	Cis	99.4316077519906	inter	22042906	AccD_ExpD_S	52257
CG10293	0.333419206293141	5.53532920478998e-11	0.303025769417395	5.75467507281359e-11	0.030352146504139	0.604993089291894	1.67655476103736e-09	1.73510012507653e-09	0.686856437714023	P1	Ambig	1.10029984226814	Cis	90.8843173092362	chr3R	22099585	22102947	chr3R_22099585_22102947	0.347979736534161	2.41869743285415e-08	0.592045984809078	3.72526310051661e-11	-0.24407295750653	0.00495363146784178	3.39196483377761e-07	9.85955050477142e-10	0.00949611815522012	P1	P1	0.587757953710938	Cis_+_Trans,same	70.809391536507	inter	22042906	AccD_ExpD_S	60041
CG10293	0.333419206293141	5.53532920478998e-11	0.303025769417395	5.75467507281359e-11	0.030352146504139	0.604993089291894	1.67655476103736e-09	1.73510012507653e-09	0.686856437714023	P1	Ambig	1.10029984226814	Cis	90.8843173092362	chr3R	22046334	22047335	chr3R_22046334_22047335	-0.400965283066433	0.000275401360598559	0.0856880459595735	0.498186555167012	-0.487542292677104	0.00360690659820628	0.00440968236662456	1	0.00982363429715551	Ambig	P1	4.6793607973696	Trans	14.9714924876316	intra	22042906	AccD_ExpD_O	4429
CG10293	0.333419206293141	5.53532920478998e-11	0.303025769417395	5.75467507281359e-11	0.030352146504139	0.604993089291894	1.67655476103736e-09	1.73510012507653e-09	0.686856437714023	P1	Ambig	1.10029984226814	Cis	90.8843173092362	chr3R	22049119	22051196	chr3R_22049119_22051196	0.937697556499433	2.37752869382044e-11	0.90198332464198	2.46224543724602e-11	0.0356685190890284	0.703677642806152	1.23487012587777e-09	8.14439123619046e-10	0.785279827047651	P1	P1	1.03959522408203	Cis	96.1912845341328	intra	22042906	AccD_ExpD_S	8290
CG10293	0.333419206293141	5.53532920478998e-11	0.303025769417395	5.75467507281359e-11	0.030352146504139	0.604993089291894	1.67655476103736e-09	1.73510012507653e-09	0.686856437714023	P1	Ambig	1.10029984226814	Cis	90.8843173092362	chr3R	22053289	22058330	chr3R_22053289_22058330	0.143536962780151	0.0172583874869299	0.0472616615925209	0.457996288019309	0.0962528047393596	0.272619130041121	0.219006305466462	1	0.381023491587546	Ambig	Ambig	3.03706975048176	Conserved/Ambiguous	32.9264746007685	intra	22042906	AccC_ExpD	15424
CG10293	0.333419206293141	5.53532920478998e-11	0.303025769417395	5.75467507281359e-11	0.030352146504139	0.604993089291894	1.67655476103736e-09	1.73510012507653e-09	0.686856437714023	P1	Ambig	1.10029984226814	Cis	90.8843173092362	chr3R	22058611	22065799	chr3R_22058611_22065799	0.341550963605283	5.20923803483605e-11	0.663260037368373	3.72764663693746e-11	-0.321714349689871	1.26338652910452e-05	1.7478821829037e-09	1.07958263482186e-09	6.01183606069833e-05	Ambig	P1	0.51495785116266	Conserved/Ambiguous	67.3381560774496	intra	22042906	AccD_ExpD_S	22893
CG10293	0.333419206293141	5.53532920478998e-11	0.303025769417395	5.75467507281359e-11	0.030352146504139	0.604993089291894	1.67655476103736e-09	1.73510012507653e-09	0.686856437714023	P1	Ambig	1.10029984226814	Cis	90.8843173092362	chr3R	22135032	22138385	chr3R_22135032_22138385	0.236891033773014	3.70622166582944e-09	0.193961905876388	6.28665331538823e-07	0.0428959812939019	0.449230360176097	9.42054390118711e-08	1.05994357522787e-05	0.5646148704953	Ambig	P1	1.22132762463153	Cis	81.8781119686614	intra	22042906	AccD_ExpD_S	95479
CG10293	0.333419206293141	5.53532920478998e-11	0.303025769417395	5.75467507281359e-11	0.030352146504139	0.604993089291894	1.67655476103736e-09	1.73510012507653e-09	0.686856437714023	P1	Ambig	1.10029984226814	Cis	90.8843173092362	chr3R	22138698	22143428	chr3R_22138698_22143428	0.400511258154905	5.92470952793781e-11	0.311751890709247	6.1400347493862e-11	0.0887482626162661	0.0217366984256211	1.76884971706215e-09	1.31562281417997e-09	0.0460379468915463	P1	P1	1.28471156099078	Cis_+_Trans,opposing	77.838483778319	intra	22042906	AccD_ExpD_S	100522
CG10293	0.333419206293141	5.53532920478998e-11	0.303025769417395	5.75467507281359e-11	0.030352146504139	0.604993089291894	1.67655476103736e-09	1.73510012507653e-09	0.686856437714023	P1	Ambig	1.10029984226814	Cis	90.8843173092362	chr3R	22154991	22158744	chr3R_22154991_22158744	0.0836077276850486	0.111351191740478	0.318485160381797	3.64758665576293e-09	-0.234884604420408	0.00194686262380794	1	6.84803419172714e-08	0.00568755090895534	Ambig	P1	0.262516870754105	Compensatory	57.5545156765937	intra	22042906	AccC_ExpD	115838
CG10293	0.333419206293141	5.53532920478998e-11	0.303025769417395	5.75467507281359e-11	0.030352146504139	0.604993089291894	1.67655476103736e-09	1.73510012507653e-09	0.686856437714023	P1	Ambig	1.10029984226814	Cis	90.8843173092362	chr3R	22160440	22161861	chr3R_22160440_22161861	-0.221450600174	0.00250302812665049	0.20855220649753	0.0031824094075923	-0.4303362411032	2.32158667612392e-05	0.0355897017070666	0.0397620669371536	0.000104703202474652	P2	P1	1.06184731340458	Cis_*_Trans	32.6600217986723	intra	22042906	AccD_ExpD_O	118955
CG10293	0.333419206293141	5.53532920478998e-11	0.303025769417395	5.75467507281359e-11	0.030352146504139	0.604993089291894	1.67655476103736e-09	1.73510012507653e-09	0.686856437714023	P1	Ambig	1.10029984226814	Cis	90.8843173092362	chr3R	22162717	22165372	chr3R_22162717_22165372	0.024399252743201	0.599374723270074	0.183536534447241	1.84724721179292e-05	-0.159133296272648	0.0114663076751249	1	0.00028246463769035	0.026633765296018	Ambig	P1	0.132939487043735	Compensatory	53.5601279691048	intra	22042906	AccC_ExpD	122466
CG10293	0.333419206293141	5.53532920478998e-11	0.303025769417395	5.75467507281359e-11	0.030352146504139	0.604993089291894	1.67655476103736e-09	1.73510012507653e-09	0.686856437714023	P1	Ambig	1.10029984226814	Cis	90.8843173092362	chr3R	22165670	22166813	chr3R_22165670_22166813	-0.0014554424667813	0.977597165880337	0.124218642379912	0.0381150025137214	-0.125738147899942	0.130242251798266	1	0.420363641364414	0.209359212874706	Ambig	P1	0.0117167796950312	Conserved/Ambiguous	49.7087865495458	intra	22042906	AccC_ExpD	123907
CG10293	0.333419206293141	5.53532920478998e-11	0.303025769417395	5.75467507281359e-11	0.030352146504139	0.604993089291894	1.67655476103736e-09	1.73510012507653e-09	0.686856437714023	P1	Ambig	1.10029984226814	Cis	90.8843173092362	chr3R	22179361	22182229	chr3R_22179361_22182229	-0.283801545015493	0	-0.297758807289535	0	0.0139946993268978	0.80167375545452	0	0	0.862166353851454	Ambig	P2	0.953125610620578	Cis	95.5224437759712	intra	22042906	AccD_ExpD_O	139323
CG10293	0.333419206293141	5.53532920478998e-11	0.303025769417395	5.75467507281359e-11	0.030352146504139	0.604993089291894	1.67655476103736e-09	1.73510012507653e-09	0.686856437714023	P1	Ambig	1.10029984226814	Cis	90.8843173092362	chr3R	22183836	22184565	chr3R_22183836_22184565	-0.149566070575137	0.085613120242507	0.416088211637987	1.0915387935649e-06	-0.566229488754365	3.49342442018674e-06	0.960371686738833	1.81000949378537e-05	1.87851540250335e-05	Ambig	P1	0.359457601517597	Compensatory	42.3826221482769	intra	22042906	AccC_ExpD	141659
CG10293	0.333419206293141	5.53532920478998e-11	0.303025769417395	5.75467507281359e-11	0.030352146504139	0.604993089291894	1.67655476103736e-09	1.73510012507653e-09	0.686856437714023	P1	Ambig	1.10029984226814	Cis	90.8843173092362	chr3R	22184980	22187275	chr3R_22184980_22187275	0.209943904456062	6.34622742113122e-11	0.180174663853576	1.45673851952148e-06	0.0298055433171006	0.551549804056473	1.80918509993495e-09	2.3997607695711e-05	0.656937210835621	Ambig	P1	1.16522434378831	Cis	85.8203834592796	intra	22042906	AccD_ExpD_S	144369
CG10293	0.333419206293141	5.53532920478998e-11	0.303025769417395	5.75467507281359e-11	0.030352146504139	0.604993089291894	1.67655476103736e-09	1.73510012507653e-09	0.686856437714023	P1	Ambig	1.10029984226814	Cis	90.8843173092362	chr3R	22195526	22202199	chr3R_22195526_22202199	-0.10897713388934	0	0.110185846461545	6.98933964681899e-11	-0.219176079244278	0	0	1.36097698827682e-09	0	Ambig	P1	0.989030237448629	Conserved/Ambiguous	33.4556669073237	intra	22042906	AccD_ExpD_O	159293
CG10309	0.216693239532211	0.00017798080786614	-0.0713566858348271	0.255100542677084	0.288224526885562	0.000744592041748919	0.00288283811424731	1	0.00202808771592385	P1	Ambig	3.03676154514521	Trans	19.8540270576015	chr3R	16332380	16335123	chr3R_16332380_16335123	0.0577503061033276	0.381355064962708	0.333511914366774	8.02423169876236e-08	-0.275803302643153	0.00237446930555607	1	1.42355577994294e-06	0.00680140671328061	Ambig	P1	0.173158150025842	Compensatory	54.739275871863	intra	16342317	AccC_ExpD	7194
CG10326	-0.212988794706062	0	-0.0601314907719355	0.0873464667465829	-0.152844892197278	0.00159012073177833	0	1	0.00406181098842858	P2	P2	3.54205079521275	Trans	28.2322320547054	chr3R	16734449	16735008	chr3R_16734449_16735008	-0.149559865199793	0.0324240393929227	-0.249609040856568	0.00178789249786648	0.100005586097159	0.350179963146193	0.307103483583057	0.0188658689926465	0.429698121015723	Ambig	P2	0.599176474884714	Conserved/Ambiguous	71.3865795420377	inter	16643604	AccC_ExpD	91404
CG10326	-0.212988794706062	0	-0.0601314907719355	0.0873464667465829	-0.152844892197278	0.00159012073177833	0	1	0.00406181098842858	P2	P2	3.54205079521275	Trans	28.2322320547054	chr3R	16667149	16669127	chr3R_16667149_16669127	0.0275389258362122	0.748458437821427	-0.0835279532803388	0.377528132485994	0.111238093069518	0.384484888321756	1	1	0.50147877632818	Ambig	Ambig	0.329697122396682	Conserved/Ambiguous	42.9240346475274	intra	16643604	AccC_ExpD	25523
CG10326	-0.212988794706062	0	-0.0601314907719355	0.0873464667465829	-0.152844892197278	0.00159012073177833	0	1	0.00406181098842858	P2	P2	3.54205079521275	Trans	28.2322320547054	chr3R	16673335	16677003	chr3R_16673335_16677003	-0.0704871371461235	0.331557878671035	-0.0676391239849541	0.333118109792828	-0.0027979136985923	0.975598007034485	1	1	0.983300977910487	Ambig	Ambig	1.04210600305532	Conserved/Ambiguous	95.959527828084	intra	16643604	AccC_ExpD	33399
CG10326	-0.212988794706062	0	-0.0601314907719355	0.0873464667465829	-0.152844892197278	0.00159012073177833	0	1	0.00406181098842858	P2	P2	3.54205079521275	Trans	28.2322320547054	chr3R	16684834	16686522	chr3R_16684834_16686522	0.178937916686738	0.00434395582840119	0.173562416635996	0.00622598279403591	0.00540559523563082	0.954102640364334	0.0597706160348138	0.0751379816762114	0.967614974821998	Ambig	Ambig	1.03097156720291	Conserved/Ambiguous	96.9958854164192	intra	16643604	AccC_ExpD	42918
CG10326	-0.212988794706062	0	-0.0601314907719355	0.0873464667465829	-0.152844892197278	0.00159012073177833	0	1	0.00406181098842858	P2	P2	3.54205079521275	Trans	28.2322320547054	chr3R	16702631	16703962	chr3R_16702631_16703962	0.093689171990808	0.000284045553549886	0.0529680419970655	0.0660259451255083	0.0407110139736196	0.293588505797125	0.00454039759357776	0.703304672151025	0.403924954554995	Ambig	Ambig	1.76878677138941	Conserved/Ambiguous	56.5359271210789	intra	16643604	AccD_ExpD_O	60358
CG10326	-0.212988794706062	0	-0.0601314907719355	0.0873464667465829	-0.152844892197278	0.00159012073177833	0	1	0.00406181098842858	P2	P2	3.54205079521275	Trans	28.2322320547054	chr3R	16715147	16718863	chr3R_16715147_16718863	0.322868759322492	5.5984771040956e-11	1.09167806130193	3.05142974139901e-11	-0.76887622151567	0	1.7669447208901e-09	9.4590635195201e-10	0	P1	P1	0.295754555090573	Cis_+_Trans,same	58.676994149346	intra	16643604	AccD_ExpD_O	75259
CG10326	-0.212988794706062	0	-0.0601314907719355	0.0873464667465829	-0.152844892197278	0.00159012073177833	0	1	0.00406181098842858	P2	P2	3.54205079521275	Trans	28.2322320547054	chr3R	16719477	16721169	chr3R_16719477_16721169	-0.0744400284481314	0.0195136428167995	0.102890883900993	0.00144375442050862	-0.177376280919697	9.18181580833455e-05	0.244905354723954	0.0186793347550745	0.000371319713681408	Ambig	P1	0.723485168226968	Compensatory	36.7176591106981	intra	16643604	AccC_ExpD	77565
CG10326	-0.212988794706062	0	-0.0601314907719355	0.0873464667465829	-0.152844892197278	0.00159012073177833	0	1	0.00406181098842858	P2	P2	3.54205079521275	Trans	28.2322320547054	chr3R	16721467	16723294	chr3R_16721467_16723294	-0.149242980603148	0.0803557394901151	0.170410931904652	0.0411496660187691	-0.320004572376656	0.00724265792592615	0.9062493592327	0.452117350055948	0.018097398868527	Ambig	Ambig	0.87578290274624	Conserved/Ambiguous	34.7731394829925	intra	16643604	AccC_ExpD	79690
CG10326	-0.212988794706062	0	-0.0601314907719355	0.0873464667465829	-0.152844892197278	0.00159012073177833	0	1	0.00406181098842858	P2	P2	3.54205079521275	Trans	28.2322320547054	chr3R	16724747	16725636	chr3R_16724747_16725636	-0.354165835284549	0.000152491689582757	0.631316538370407	2.23634583253311e-11	-0.986626088959379	0	0.00253701240571791	7.56643019135613e-10	0	Ambig	P1	0.560995655521307	Conserved/Ambiguous	39.047313408911	intra	16643604	AccD_ExpD_S	82032
CG10326	-0.212988794706062	0	-0.0601314907719355	0.0873464667465829	-0.152844892197278	0.00159012073177833	0	1	0.00406181098842858	P2	P2	3.54205079521275	Trans	28.2322320547054	chr3R	16762543	16764693	chr3R_16762543_16764693	0.169532918263748	6.60548364381609e-11	0.154293774110088	5.51155043808322e-07	0.0152639502691075	0.715262534378251	1.83345569789299e-09	9.33642825076663e-06	0.795157440717359	P1	P1	1.09876707107305	Cis	91.0111001982801	intra	16643604	AccD_ExpD_O	121089
CG10354	-0.205701837286831	0	-0.272228501249781	0	0.0665462492911017	0.03283077045718	0	0	0.0589280455171956	P2	Ambig	0.755621973241116	Cis	80.361431855608	chr2L	6903810	6905892	chr2L_6903810_6905892	-0.411861648601624	3.38859659798629e-06	-0.927010685527154	0	0.515403886724863	6.98938677396166e-05	6.78220808044834e-05	0	0.000289842366784625	P2	P2	0.444290076729175	Cis_+_Trans,same	64.2793354366176	intra	6908086	AccD_ExpD_S	2194
CG10363	-1.50208481465242	0	-1.56164120061175	0	0.05963071561298	0.281675251175445	0	0	0.371630416136024	P2	P2	0.961862951658806	Cis	96.326395594673	chr2L	19560978	19561582	chr2L_19560978_19561582	-1.15467436706018	0	-1.40561897590679	0	0.251146090772512	0.00665460341933873	0	0	0.0168575631054172	P2	P2	0.821470389096931	Cis_+_Trans,same	84.8514955202298	intra	19549792	AccD_ExpD_S	11790
CG10367	-0.0143568159331009	0.784501496989377	-0.284071189184814	6.53853870602461e-07	0.26975847965598	0.000562604733752963	1	1.40106207608493e-05	0.00157295349947189	Ambig	P2	0.0505395002368948	Compensatory	51.2962432489152	chr3R	23725385	23727309	chr3R_23725385_23727309	0.120870697680459	0.106432358400786	-0.111072071504802	0.178443378842899	0.232184367963369	0.0374319399883531	1	1	0.0728781006669792	Ambig	Ambig	1.08821863176679	Conserved/Ambiguous	32.3811270909888	intra	23747095	AccC_ExpC	19786
CG10367	-0.0143568159331009	0.784501496989377	-0.284071189184814	6.53853870602461e-07	0.26975847965598	0.000562604733752963	1	1.40106207608493e-05	0.00157295349947189	Ambig	P2	0.0505395002368948	Compensatory	51.2962432489152	chr3R	23736245	23738947	chr3R_23736245_23738947	0.463923710997643	4.54947690040015e-11	0.645700595524296	3.79833107568283e-11	-0.181750008573638	0.0156457280648177	1.69054841062589e-09	1.08752482551519e-09	0.0345998694999068	P1	P1	0.71848115707706	Cis_+_Trans,same	78.0324070553001	intra	23747095	AccD_ExpC	8148
CG10367	-0.0143568159331009	0.784501496989377	-0.284071189184814	6.53853870602461e-07	0.26975847965598	0.000562604733752963	1	1.40106207608493e-05	0.00157295349947189	Ambig	P2	0.0505395002368948	Compensatory	51.2962432489152	chr3R	23740084	23745024	chr3R_23740084_23745024	0.276053176840277	1.01859809531156e-06	0.225954667090492	4.31845688545571e-05	0.0500515031176999	0.530436942046706	2.14996790680841e-05	0.000641607021729339	0.638525158609729	Ambig	P1	1.22171929615298	Cis	81.8518626290717	intra	23747095	AccD_ExpC	2071
CG10372	-0.448337760738157	0	-0.699715224353526	0	0.25143266200708	1.16362474114097e-06	0	0	5.47218121509537e-06	P2	Ambig	0.640743183989431	Conserved/Ambiguous	73.5696145291372	chr2L	18740854	18742975	chr2L_18740854_18742975	-0.583804218382693	0	-0.748797481593697	0	0.16506200872592	0.00198833044971654	0	0	0.00409093276435932	P2	P2	0.779655691603233	Cis_+_Trans,same	81.9440868547791	inter	18708115	AccD_ExpD_S	34860
CG10372	-0.448337760738157	0	-0.699715224353526	0	0.25143266200708	1.16362474114097e-06	0	0	5.47218121509537e-06	P2	Ambig	0.640743183989431	Conserved/Ambiguous	73.5696145291372	chr2L	18751823	18753733	chr2L_18751823_18753733	-0.783625552076679	0	-0.817201162049768	0	0.0336358080770105	0.597638581019984	0	0	0.668608162516107	P2	P2	0.958913898398196	Cis	96.0535347135468	inter	18708115	AccD_ExpD_S	45618
CG10372	-0.448337760738157	0	-0.699715224353526	0	0.25143266200708	1.16362474114097e-06	0	0	5.47218121509537e-06	P2	Ambig	0.640743183989431	Conserved/Ambiguous	73.5696145291372	chr2L	18793841	18794732	chr2L_18793841_18794732	-0.0235186415221892	0.740352267455304	-0.869828817797896	0	0.846742711196441	4.17052826700937e-11	1	0	3.43925578120911e-10	Ambig	P2	0.0270382413653875	Compensatory	50.6852196006095	inter	18708115	AccC_ExpD	86617
CG10372	-0.448337760738157	0	-0.699715224353526	0	0.25143266200708	1.16362474114097e-06	0	0	5.47218121509537e-06	P2	Ambig	0.640743183989431	Conserved/Ambiguous	73.5696145291372	chr2L	18719958	18720772	chr2L_18719958_18720772	-0.790644320529855	0	-1.22386771396596	0	0.433406258226872	0.0020477833212993	0	0	0.00594687619320944	P2	P2	0.646021062168362	Cis_+_Trans,same	73.8563925965846	intra	18708115	AccD_ExpD_S	12657
CG10372	-0.448337760738157	0	-0.699715224353526	0	0.25143266200708	1.16362474114097e-06	0	0	5.47218121509537e-06	P2	Ambig	0.640743183989431	Conserved/Ambiguous	73.5696145291372	chr2L	18766410	18769318	chr2L_18766410_18769318	0.277731801321348	1.96926309566182e-05	0.135799217756268	0.0104000365282304	0.14190909629146	0.0925076838403948	0.000362936169062198	0.122169267567673	0.156995699280578	P1	Ambig	2.04516495683959	Conserved/Ambiguous	48.8958113943683	intra	18708115	AccD_ExpD_O	61203
CG10372	-0.448337760738157	0	-0.699715224353526	0	0.25143266200708	1.16362474114097e-06	0	0	5.47218121509537e-06	P2	Ambig	0.640743183989431	Conserved/Ambiguous	73.5696145291372	chr2L	18783253	18784580	chr2L_18783253_18784580	-0.204448810350064	0.00411977376974026	-0.285807578632246	3.19553727612387e-06	0.0814698371795241	0.390735179069213	0.0569040082993192	5.13955820568036e-05	0.507990932848805	P2	Ambig	0.715337260573948	Conserved/Ambiguous	77.8414419061278	intra	18708115	AccC_ExpD	76465
CG10379	0.0676469645334324	0.00562499570354659	-0.042815664234603	0.104598308275491	0.110486751768418	0.00215670948378064	0.0764138319738408	1	0.00532072281319694	Ambig	P2	1.57995831064933	Conserved/Ambiguous	27.9332861789282	chr3R	23782575	23783781	chr3R_23782575_23783781	0.0111670299828121	0.837014005819	0.363847636910981	5.16534923899228e-11	-0.352737072316301	1.08241000851272e-06	1	1.25335819953989e-09	6.53038705131694e-06	Ambig	P1	0.0306915006446619	Compensatory	50.7792456249163	intra	23781785	AccC_ExpC	1996
CG10379	0.0676469645334324	0.00562499570354659	-0.042815664234603	0.104598308275491	0.110486751768418	0.00215670948378064	0.0764138319738408	1	0.00532072281319694	Ambig	P2	1.57995831064933	Conserved/Ambiguous	27.9332861789282	chr3R	23787436	23790921	chr3R_23787436_23790921	0.101088397265271	0.000285356734346989	0.275822210922683	6.15741997124458e-11	-0.174720900960202	2.63456532838546e-05	0.00455747481182489	1.31616141148017e-09	0.000117733391235003	P1	P1	0.366498393755561	Cis_+_Trans,same	61.2181828396904	intra	23781785	AccD_ExpC	9136
CG10379	0.0676469645334324	0.00562499570354659	-0.042815664234603	0.104598308275491	0.110486751768418	0.00215670948378064	0.0764138319738408	1	0.00532072281319694	Ambig	P2	1.57995831064933	Conserved/Ambiguous	27.9332861789282	chr3R	23791237	23793446	chr3R_23791237_23793446	0.72495703054965	3.73648963699216e-11	0.519612793104518	4.15332178090134e-11	0.205471666799298	0.00633222568232046	1.59565374521919e-09	1.13831458201095e-09	0.0161104112680181	P1	P1	1.39518703190171	Cis_+_Trans,opposing	71.6749781308496	intra	23781785	AccD_ExpC	11661
CG10379	0.0676469645334324	0.00562499570354659	-0.042815664234603	0.104598308275491	0.110486751768418	0.00215670948378064	0.0764138319738408	1	0.00532072281319694	Ambig	P2	1.57995831064933	Conserved/Ambiguous	27.9332861789282	chr3R	23796703	23800772	chr3R_23796703_23800772	0.295036279742651	1.40640223012959e-06	0.181836484014269	0.0110640244782642	0.113312069707315	0.231771143005837	2.91467156697529e-05	0.129545389870484	0.334881927098985	Ambig	P1	1.6225362107172	Conserved/Ambiguous	61.6319064804091	intra	23781785	AccD_ExpC	18987
