id,chrom,branch,bias,tissue_number,testis_value,ovary_value,adj_pvalue
CG12521,chr3L,0,male,2,10.19,1.65,7.74E-25
CG12520,chr3L,0,unbiased,1,2.09,2.76,2.67E-05
CG1252,chr3R,0,NA,NA,NA,NA,NA
CG12519,chr3L,0,NA,NA,NA,NA,NA
CG12517,chr2L,0,female,2,1.76,4.92,1.21E-21
CG12532,chrX,0,female,12,7.73,10.06,3.77E-27
CG12534,chrX,0,male,9,8.94,7.78,4.88E-08
CG12560,chr2L,0,female,11,2.64,7.48,4.78E-25
CG12551,chr2R,0,unbiased,0,2.1,2.55,6.96E-05
CG12548,chr2L,0,unbiased,1,2.46,1.66,0.001819449
CG12547,chr2R,0,female,12,6.24,8.6,1.03E-18
CG12543,chrX,0,unbiased,1,1.94,2.17,0.249831531
CG12541,chrX,0,unbiased,5,2.02,2.47,0.006034474
CG12539,chrX,0,unbiased,0,1.6,1.84,0.058921164
CG12538,chr3R,0,unbiased,0,1.63,1.66,0.859585645
CG12537,chr3R,0,female,12,3.12,5.85,1.16E-23
CG12535,chrX,0,male,2,9.34,2.12,1.48E-19
CG12512,chr2L,0,female,10,4.32,5.76,1.11E-06
CG12511,chr2L,0,male,1,8.66,2.34,5.54E-31
CG12488,chr2R,0,unbiased,0,2.48,2.78,0.321083886
CG12486,chr3L,0,unbiased,1,1.94,2.16,0.163229037
CG12484,chr2R,0,unbiased,2,1.73,2.15,0.010778426
CG12481,chrX,0,unbiased,0,1.81,2.33,0.001604131
CG12480,chrX,0,unbiased,0,1.71,1.78,0.652924464
CG12479,chrX,0,male,2,9.37,2.63,1.22E-23
CG12478,chr3L,0,male,7,3.86,2.68,1.59E-06
CG12473,chrX,0,NA,NA,NA,NA,NA
CG12470,chrX,0,male,3,12.82,1.76,1.42E-25
CG12467,chrX,0,female,2,3.27,4.16,5.69E-08
CG12489,chr2R,0,female,12,4.11,5.75,7.15E-08
CG1249,chr3R,0,female,12,8.37,11.06,2.52E-25
CG12508,chr2L,0,unbiased,1,2.08,2.83,7.33E-06
CG12507,chrX,0,unbiased,0,1.56,1.89,0.032293005
CG12505,chr2R,0,female,12,9.02,9.85,2.16E-06
CG12502,chr3L,0,unbiased,2,1.61,2,0.02460335
CG12501,chr2R,0,unbiased,0,1.76,1.44,0.018564975
CG12500,chrX,0,NA,NA,NA,NA,NA
CG1250,chr3R,0,female,12,8.26,8.73,0.000587234
CG12499,chr3R,0,female,11,2.48,8.61,1.30E-26
CG12498,chrX,0,male,2,8.85,2.04,1.85E-20
CG12496,chrX,0,unbiased,0,1.03,1.34,0.025275504
CG12464,chr2R,0,male,3,9.54,2.04,5.79E-23
CG13022,chr3L,0,male,1,2.63,2.13,0.012268055
CG13001,chrX,0,female,7,2.29,5.8,2.45E-23
CG13000,chrX,0,unbiased,0,1.8,2.23,0.003248229
CG12998,chrX,0,unbiased,0,1.8,2.43,1.14E-06
CG12997,chrX,0,unbiased,0,2.07,2.48,0.002672406
CG12996,chrX,0,unbiased,0,1.74,2.11,0.013576116
CG12995,chrX,0,unbiased,1,1.96,2.23,0.088340084
CG12994,chrX,0,unbiased,1,2.15,2.38,0.412351275
CG12993,chrX,0,male,1,8.46,1.82,8.54E-29
CG12991,chrX,0,male,11,7.85,5.97,3.05E-08
CG12990,chrX,0,unbiased,2,2.09,2.24,0.442044694
CG13002,chrX,0,unbiased,0,1.9,2.24,0.049577972
CG13003,chrX,0,unbiased,3,1.86,2.43,0.025112416
CG13021,chrX,0,male,1,6.03,1.65,3.59E-26
CG13018,chr2R,0,male,12,8.23,7.01,4.17E-11
CG13016,chr2R,0,female,6,3,6.07,5.02E-21
CG13014,chrX,0,female,12,3.77,7.08,1.15E-16
CG13012,chrX,0,unbiased,7,3,3.03,0.896834016
CG13011,chrX,0,unbiased,2,1.99,2.34,0.095288407
CG13010,chrX,0,male,2,9.97,2.92,4.21E-25
CG13008,chrX,0,male,3,10.36,2.17,6.35E-23
CG13005,chrX,0,female,6,2.64,6.88,3.67E-25
CG13004,chrX,0,male,12,9.74,6.75,1.85E-13
CG1299,chr3L,0,male,6,4.1,2.87,1.38E-05
CG12986,chrX,0,unbiased,0,1.79,2.23,0.011451485
CG12954,chr2R,0,female,12,6.64,8.65,5.76E-21
CG12952,chr3R,0,male,3,8.3,2.6,1.06E-26
CG12950,chr3R,0,male,3,4.26,2.33,6.95E-15
CG1295,chr3L,0,unbiased,0,1.89,2.1,0.204816422
CG12948,chr3R,0,female,10,4.46,8.09,1.58E-20
CG12947,chr3R,0,unbiased,1,2.02,2.71,3.63E-05
CG12946,chr3R,0,male,6,3.01,2.15,1.42E-05
CG12945,chr3R,0,female,8,2.81,6.69,7.95E-17
CG12944,chr2R,0,unbiased,0,2.05,2.08,0.813705198
CG12943,chr2R,0,male,1,8,1.67,2.67E-23
CG12963,chr2R,0,male,6,9.65,2.41,5.96E-19
CG12964,chr2R,0,unbiased,0,2.09,2.37,0.071499198
CG12984,chr3L,0,male,1,3.17,2.19,7.75E-07
CG12983,chr3L,0,male,2,9.96,1.85,1.29E-19
CG1298,chr2R,0,female,12,7.88,8.47,0.001163784
CG12977,chr3L,0,unbiased,1,1.81,1.93,0.482139866
CG12976,chr3L,0,unbiased,0,2.16,2.43,0.069554635
CG12975,chr3L,0,female,12,6.54,9.76,2.26E-23
CG12974,chr3L,0,male,6,2.36,1.65,0.027872947
CG12972,chr3L,0,female,7,2.01,5.63,6.65E-28
CG12971,chr3L,0,unbiased,0,2.33,2.86,0.000266713
CG12970,chr2R,0,unbiased,0,1.61,1.91,0.263598842
CG12942,chr2R,0,female,10,4.82,9.6,5.04E-24
CG13076,chr3L,0,unbiased,0,2.28,2.82,0.000376927
CG13061,chr3L,0,unbiased,3,2.49,2.68,0.442197723
CG13060,chr3L,0,unbiased,0,0.92,1.23,0.027534268
CG13059,chr3L,0,unbiased,0,2.4,2.89,0.023572504
CG13058,chr3L,0,unbiased,0,1.76,2.35,3.93E-06
CG13057,chr3L,0,unbiased,2,2.17,1.94,0.187980098
CG13055,chr3L,0,unbiased,0,1.76,2.25,0.00122196
CG13054,chr3L,0,unbiased,1,2.08,2.42,0.080357259
CG13053,chr3L,0,unbiased,0,2.9,3.05,0.296806328
CG13051,chr3L,0,NA,NA,NA,NA,NA
CG13050,chr3L,0,unbiased,0,1.55,1.73,0.354916283
CG13062,chr3L,0,unbiased,0,2.09,2.25,0.23906311
CG13064,chr3L,0,unbiased,0,2.69,3.07,0.015212933
CG13075,chr3L,0,unbiased,2,2.53,1.9,0.001199288
CG13074,chr3L,0,male,1,2.83,1.93,4.06E-08
CG13073,chr3L,0,unbiased,0,1.49,1.93,0.000240799
CG13072,chr3L,0,female,12,8.98,10.64,1.61E-20
CG13071,chr3L,0,unbiased,0,1.69,2.02,0.042552853
CG1307,chr3R,0,female,12,8.91,10.64,4.40E-20
CG13069,chr3L,0,unbiased,0,2.92,3.24,0.073373231
CG13068,chr3L,0,female,10,4.19,4.67,0.023618319
CG13067,chr3L,0,female,11,3.52,4.9,1.56E-06
CG13065,chr3L,0,unbiased,1,2.1,2.38,0.038048507
CG13049,chr3L,0,male,1,3.77,2.94,1.64E-05
CG13048,chr3L,0,unbiased,0,2.08,2.41,0.056608992
CG13033,chr3L,0,unbiased,0,3.01,2.85,0.493434012
CG13032,chr3L,0,male,3,10.91,1.96,9.08E-21
CG13031,chr3L,0,unbiased,2,2.48,2.74,0.064852362
CG13030,chr3L,0,male,3,11.79,2.22,3.21E-23
CG1303,chr3R,0,female,10,2.81,6.23,2.76E-17
CG13028,chr3L,0,unbiased,0,1.66,1.86,0.110362083
CG13027,chr3L,0,unbiased,0,2,2.33,0.015436482
CG13026,chr3L,0,unbiased,1,2.18,2.57,0.009603178
CG13025,chr3L,0,female,3,0.99,2.44,2.01E-09
CG13024,chr3L,0,unbiased,5,2.35,2.15,0.21287358
CG13035,chr3L,0,unbiased,0,1.7,2,0.006908591
CG13036,chr3L,0,unbiased,0,2.83,2.37,0.014781407
CG13047,chr3L,0,unbiased,0,1.97,2.54,0.000159799
CG13046,chr3L,0,unbiased,0,2.24,2.64,0.02825722
CG13045,chr3L,0,unbiased,0,2.16,2.35,0.20422552
CG13044,chr3L,0,male,1,5.56,4.48,2.00E-06
CG13043,chr3L,0,unbiased,0,2.2,2.49,0.133227603
CG13042,chr3L,0,unbiased,0,3.09,3.37,0.341502123
CG13041,chr3L,0,unbiased,0,1,1.1,0.58199074
CG13040,chr3L,0,male,1,5.27,3.89,9.15E-07
CG13038,chr3L,0,male,1,3.58,2.34,8.32E-11
CG13037,chr3L,0,female,12,7.74,8.86,5.67E-10
CG13023,chr3L,0,unbiased,0,1.63,1.61,0.873124047
CG12861,chr2R,0,male,3,13.79,2.63,2.84E-25
CG12844,chr2R,0,male,7,3.78,2.2,2.48E-08
CG12843,chr2R,0,male,10,6.46,2.92,5.09E-15
CG12841,chr2R,0,unbiased,5,2.56,2.74,0.422096764
CG12840,chr2R,0,male,11,4.31,2.98,2.31E-06
CG12839,chr2R,0,unbiased,5,2.36,2.65,0.180542097
CG12838,chr2R,0,unbiased,2,2.34,2.46,0.630353271
CG12837,chr2R,0,unbiased,6,2.35,2.14,0.476352501
CG12836,chr2R,0,unbiased,0,1.69,2.25,5.89E-05
CG12835,chr2R,0,unbiased,0,2.23,2.49,0.133616504
CG12833,chr2R,0,female,7,1.28,2.22,4.03E-05
CG12845,chr2R,0,female,12,5.29,7.82,1.97E-14
CG12846,chr2R,0,male,11,9.23,4.12,4.15E-30
CG12860,chr2R,0,male,3,13.81,2.1,1.10E-24
CG12859,chr2R,0,unbiased,12,9.74,9.73,0.969994285
CG12858,chr2R,0,unbiased,3,1.25,1.42,0.414741401
CG12857,chr2R,0,male,4,9.86,1.62,1.74E-18
CG12856,chr2R,0,unbiased,0,1.77,2.24,0.00019861
CG12855,chr2R,0,female,12,4.34,5.86,6.28E-08
CG12851,chr2R,0,male,2,3.7,1.97,1.80E-17
CG12849,chr2R,0,unbiased,0,1.84,1.94,0.570844899
CG12848,chr2R,0,female,12,7.39,8.6,1.12E-10
CG12847,chr2R,0,unbiased,2,1.79,2.03,0.504426116
CG12832,chr2R,0,male,6,4.88,1.61,8.95E-16
CG12831,chr2R,0,male,2,9.76,2.11,9.74E-20
CG12807,chr3R,0,unbiased,1,1.96,2.06,0.586105007
CG12806,chr3R,0,unbiased,2,1.79,1.52,0.133364984
CG12800,chr3R,0,female,10,2.87,4.18,7.79E-07
CG12799,chr3R,0,male,3,10.69,2.15,3.13E-20
CG12797,chr2R,0,female,12,7.73,8.64,2.56E-11
CG12796,chrX,0,unbiased,0,1.62,2.04,0.001054271
CG12795,chr2L,0,female,12,7.16,10.1,8.81E-18
CG12792,chr2R,0,female,12,7.97,10.11,2.10E-21
CG12789,chr2L,0,male,9,5.93,2.66,7.03E-16
CG12788,chrX,0,NA,NA,NA,NA,NA
CG12809,chr3R,0,unbiased,1,1.92,2.26,0.037081876
CG12811,chr3R,0,female,12,3.81,8.57,1.19E-31
CG12828,chr2R,0,unbiased,2,2.56,2.28,0.239299413
CG12826,chr2R,0,unbiased,1,2.46,2.44,0.937465371
CG12822,chr2R,0,NA,NA,NA,NA,NA
CG12821,chr2R,0,unbiased,0,2.16,3.86,3.79E-12
CG12819,chr3R,0,NA,NA,NA,NA,NA
CG12818,chr3R,0,female,12,4.73,6.5,2.71E-13
CG12817,chr3R,0,male,4,5.4,2.21,5.81E-20
CG12814,chr3R,0,male,6,2.96,2.27,0.002751324
CG12813,chr3R,0,unbiased,3,2.18,2.17,0.955353623
CG12812,chr3R,0,female,6,5.73,6.89,3.15E-05
CG12787,chr2L,0,female,9,8.39,9.52,6.93E-05
CG12938,chr2R,0,female,3,3.39,6.45,3.25E-19
CG12919,chr2R,0,female,10,1.99,2.97,7.98E-07
CG12918,chr2R,0,unbiased,12,8.41,8.68,0.110974014
CG12917,chr2R,0,male,2,9.21,2.15,3.26E-26
CG12914,chr2R,0,male,1,9.15,1.75,1.85E-25
CG12913,chr2R,0,unbiased,1,2.11,2.11,0.97944444
CG12912,chr2R,0,unbiased,1,1.92,2.18,0.206758775
CG12911,chr2R,0,unbiased,1,1.76,1.87,0.420575269
CG12910,chr2R,0,unbiased,7,2.3,3.31,0.000151467
CG1291,chr3L,0,female,12,4.75,6.7,2.18E-17
CG12909,chr2R,0,female,6,4.84,8.66,5.47E-16
CG12920,chr2R,0,unbiased,0,2.08,2.47,0.037288217
CG12921,chr2R,0,female,12,6.51,7.16,6.01E-05
CG12936,chr2R,0,female,1,3.32,6.62,4.33E-22
CG12935,chr2R,0,female,11,6.45,7.88,2.23E-07
CG12934,chr2R,0,unbiased,1,1.58,1.98,0.055468532
CG12932,chr2R,0,unbiased,1,2.49,2.52,0.819846336
CG12931,chr2R,0,unbiased,0,1.79,1.97,0.126526711
CG12929,chr2R,0,male,12,7.99,6.42,6.38E-10
CG12928,chr2R,0,female,3,4.67,9.11,3.27E-25
CG12926,chr2R,0,male,8,3.86,2.55,5.61E-07
CG12924,chr2R,0,female,6,1.92,5.21,3.78E-14
CG12923,chr2R,0,male,3,10,2.09,3.18E-21
CG12908,chr2R,0,unbiased,4,2.74,1.99,0.026221188
CG12907,chr2R,0,male,3,11.95,1.5,6.80E-29
CG1288,chr3R,0,male,3,13.38,2.23,4.41E-24
CG12879,chr3R,0,female,9,3.41,5.46,5.19E-13
CG12878,chr3R,0,female,12,4.57,8.16,2.14E-22
CG12877,chr3R,0,female,10,4.93,7.22,5.50E-19
CG12876,chr3R,0,male,12,8.99,8.23,1.71E-09
CG1287,chr3R,0,male,2,11.19,1.96,6.07E-21
CG12869,chr2R,0,male,1,2.65,1.96,1.47E-05
CG12868,chr2R,0,unbiased,12,6.31,6.75,0.061412998
CG12866,chr2R,0,male,2,7.47,1.93,3.56E-22
CG12864,chr2R,0,female,12,6.89,7.46,0.033646511
CG12880,chr3R,0,unbiased,7,5.62,5.76,0.638096555
CG12883,chr3R,0,female,11,3.15,6.33,3.86E-18
CG12905,chr2R,0,unbiased,0,1.54,1.63,0.549586782
CG12902,chr2R,0,male,3,13.51,2.15,9.35E-26
CG12901,chr2R,0,male,2,10.28,1.37,7.73E-20
CG12898,chr2R,0,unbiased,0,1.46,1.85,0.007734841
CG12897,chr2R,0,unbiased,0,2.18,2.72,0.000560284
CG12896,chr2R,0,NA,NA,NA,NA,NA
CG12895,chr2R,0,female,12,6.77,7.82,2.56E-07
CG12892,chr2R,0,female,2,3.98,7.07,5.11E-21
CG12891,chr2R,0,female,12,7.55,9.8,1.05E-21
CG12885,chr3R,0,unbiased,0,1.49,1.68,0.087592976
CG12863,chr2R,0,female,11,4.83,8.1,1.77E-17
CG1447,chr3R,0,unbiased,5,2.04,2.29,0.236227524
CG14445,chrX,0,unbiased,1,1.76,2.17,0.034387763
CG14444,chrX,0,female,3,1.8,7.24,1.48E-21
CG14442,chrX,0,female,12,2.69,8.51,5.26E-30
CG14441,chrX,0,unbiased,0,2.82,2.68,0.469783267
CG14440,chrX,0,female,8,1.82,4.61,1.02E-21
CG1444,chrX,0,female,11,8.46,10.28,1.49E-17
CG14439,chrX,0,unbiased,5,2.09,1.97,0.725313022
CG14438,chrX,0,female,5,2.19,5.91,1.05E-16
CG14437,chrX,0,female,12,4.96,7.71,1.72E-11
CG14436,chrX,0,unbiased,0,1.93,2.38,0.009975408
CG14446,chrX,0,unbiased,1,2.1,3.47,1.42E-09
CG14447,chrX,0,female,10,2.98,3.74,0.001268805
CG14468,chr2R,0,male,3,9.42,1.8,1.75E-20
CG14464,chr2R,0,female,12,6.12,9.41,1.46E-26
CG14463,chr3R,0,female,12,5.23,6.45,9.62E-11
CG14459,chr3L,0,unbiased,0,1.62,1.9,0.156221845
CG14457,chr3L,0,male,3,3.7,2.13,9.48E-14
CG14456,chr3L,0,male,3,8.75,2.25,2.19E-21
CG14455,chr3L,0,unbiased,0,2.06,2.18,0.401905611
CG14454,chr3L,0,unbiased,0,1.66,2.08,0.005902943
CG14450,chr3L,0,female,12,5.43,8.02,6.32E-14
CG14448,chr3L,0,male,2,11.08,1.96,2.58E-24
CG14435,chrX,0,unbiased,1,4.17,5.47,3.04E-05
CG14434,chrX,0,female,11,4.15,9.33,8.44E-27
CG14418,chrX,0,unbiased,0,1.79,2.41,2.08E-05
CG14416,chrX,0,unbiased,0,2.24,2.23,0.97848887
CG14414,chrX,0,male,12,7.45,6.73,0.000103718
CG14413,chrX,0,female,11,6.05,8.67,2.50E-18
CG14411,chrX,0,female,12,8.74,10.01,2.76E-16
CG14410,chrX,0,female,2,2,4.12,1.07E-17
CG1441,chr2R,0,unbiased,4,2.06,2.59,0.009283363
CG14408,chrX,0,female,8,1.83,3.56,4.52E-15
CG14407,chrX,0,unbiased,12,9.5,9.6,0.386315021
CG14406,chrX,0,unbiased,0,1.6,1.87,0.018847161
CG14419,chrX,0,unbiased,4,1.94,2.22,0.21326073
CG14420,chrX,0,unbiased,0,2.24,2.46,0.105429292
CG14431,chrX,0,unbiased,0,2.13,2.56,0.022613408
CG14430,chrX,0,female,9,3.32,5.69,9.85E-12
CG1443,chr3R,0,unbiased,8,4.92,2.76,1.15E-12
CG14427,chrX,0,unbiased,0,2.32,2.58,0.080514992
CG14426,chrX,0,unbiased,0,1.76,2.04,0.050196355
CG14425,chrX,0,NA,NA,NA,NA,NA
CG14424,chrX,0,unbiased,0,1.82,2.1,0.14886563
CG14423,chrX,0,unbiased,0,1.81,2.04,0.076923537
CG14422,chrX,0,unbiased,0,1.58,1.87,0.072499599
CG14421,chrX,0,unbiased,0,1.98,2.16,0.393537327
CG14401,chr2L,0,male,9,5.21,4.07,9.42E-07
CG14540,chr3R,0,male,3,11.41,1.89,1.17E-20
CG14521,chr3R,0,unbiased,2,1.69,2.2,0.002310521
CG14519,chr3R,0,unbiased,0,1.31,1.47,0.331362816
CG14518,chr3R,0,unbiased,3,1.41,1.47,0.772414558
CG14517,chr3R,0,female,12,3.88,7.42,1.60E-16
CG14516,chr3R,0,female,9,2.81,10.68,5.84E-26
CG14515,chr3R,0,unbiased,0,2.1,2.55,0.007209155
CG14514,chr3R,0,female,12,4.16,6.02,1.40E-10
CG14513,chr3R,0,female,11,6.14,8.65,5.43E-22
CG14512,chr3R,0,female,12,2.63,6.41,5.13E-24
CG14511,chr3R,0,female,10,1.58,4.69,5.28E-17
CG14523,chr3R,0,unbiased,2,2.05,2.21,0.559687481
CG14526,chr3R,0,female,7,2,3.09,9.07E-07
CG1454,chr3R,0,female,12,6.42,9.57,7.67E-23
CG14538,chr2L,0,unbiased,0,1.79,1.97,0.162308675
CG14537,chr2L,0,male,3,9.46,2.33,2.52E-26
CG14536,chr2L,0,unbiased,12,9.67,9.85,0.151962176
CG14535,chr2L,0,unbiased,0,1.93,2.17,0.0383295
CG14534,chr2L,0,unbiased,1,1.19,1.39,0.580320557
CG14532,chr2L,0,unbiased,0,1.79,2.31,0.000258251
CG1453,chrX,0,male,11,10.42,9.5,0.015597774
CG14529,chr3R,0,unbiased,1,1.65,1.7,0.769191403
CG14528,chr3R,0,unbiased,2,1.9,2.39,0.003748697
CG1451,chr3R,0,female,12,6.81,9.61,1.62E-24
CG14509,chr3R,0,unbiased,4,2.34,2.61,0.217920131
CG14485,chr2R,0,female,10,2.77,3.96,1.41E-05
CG14483,chr2R,0,male,12,9.01,7.6,1.14E-14
CG14482,chr2R,0,female,12,10.64,12.23,2.94E-22
CG14480,chr2R,0,female,8,2.92,4.49,1.64E-07
CG1448,chr3R,0,male,8,7.97,6.32,1.60E-07
CG14479,chr2R,0,unbiased,0,1.57,2.13,3.85E-05
CG14478,chr2R,0,female,12,5.02,6.09,3.12E-11
CG14476,chrX,0,unbiased,12,10.33,10.41,0.365794681
CG14472,chr2L,0,male,12,10.64,9.93,1.09E-07
CG14471,chr2R,0,unbiased,0,1.67,1.76,0.410952988
CG14487,chr2R,0,unbiased,0,1.68,1.97,0.07919883
CG14488,chr2R,0,male,3,11.48,1.95,6.48E-21
CG14508,chr3R,0,male,4,10.55,2.65,2.56E-19
CG14507,chr3R,0,NA,NA,NA,NA,NA
CG14505,chr2R,0,male,1,5.41,2.05,1.79E-20
CG14502,chr2R,0,female,2,1.81,2.75,4.98E-07
CG14500,chr2R,0,unbiased,2,2.04,2.13,0.867876821
CG14495,chr2R,0,unbiased,4,1.68,2.09,0.189329088
CG14492,chr2R,0,unbiased,0,1.49,1.85,0.026078054
CG14490,chr2R,0,unbiased,0,1.71,2.15,0.001846106
CG1449,chr4,0,unbiased,2,0.94,1.12,0.374909752
CG14489,chr2R,0,female,11,2.26,9.49,9.26E-26
CG14470,chr2R,0,unbiased,0,1.74,1.79,0.797984007
CG14315,chr3R,0,male,1,5.1,2.03,6.52E-17
CG1430,chrX,0,female,12,4.97,9.13,1.27E-25
CG14299,chr3R,0,female,12,5.02,7.34,3.29E-15
CG14298,chr3R,0,unbiased,2,2.17,2.56,0.013000536
CG14297,chr3R,0,male,2,11.56,2.39,2.28E-19
CG14296,chr3R,0,female,10,2.48,3.32,1.04E-05
CG14294,chr3R,0,male,1,10.51,1.9,8.11E-22
CG14292,chr3R,0,unbiased,3,2.09,2.14,0.907763781
CG14291,chr3R,0,unbiased,11,2.74,2.63,0.621033263
CG14290,chr3R,0,male,12,11.77,9.58,1.23E-21
CG1429,chr2R,0,female,12,2.01,2.7,2.08E-07
CG14300,chr3R,0,unbiased,0,2.5,2.69,0.329955463
CG14301,chr3R,0,male,1,3.59,2.02,2.20E-14
CG14314,chr3R,0,male,3,8.17,2.48,4.20E-21
CG14313,chr3R,0,unbiased,0,1.8,2.12,0.033125191
CG14312,chr3R,0,unbiased,2,2.66,2.28,0.085004407
CG14309,chr3R,0,unbiased,0,1.54,2.01,0.000315849
CG14307,chr3R,0,male,3,2.65,2.2,2.62E-06
CG14306,chr3R,0,unbiased,0,1.74,2.6,6.69E-07
CG14305,chr3R,0,male,2,12,2.2,5.02E-20
CG14304,chr3R,0,unbiased,0,2.11,2.13,0.93125991
CG14303,chr3R,0,female,5,4.52,7.31,9.63E-17
CG14302,chr3R,0,unbiased,1,2.6,2.58,0.977462648
CG14286,chr3R,0,female,11,5.01,7.83,2.10E-17
CG14285,chr3R,0,unbiased,2,1.99,2.09,0.628358739
CG14262,chr3R,0,male,2,10.47,2.1,2.07E-25
CG14260,chr3R,0,male,2,9.25,2.47,3.05E-26
CG14259,chr3R,0,unbiased,3,1.45,1.77,0.123996163
CG14258,chr3R,0,unbiased,0,1.98,2.02,0.80326641
CG14257,chr3R,0,unbiased,0,2.15,2.41,0.245081107
CG14254,chr3R,0,unbiased,0,2.23,2.84,0.000343642
CG14253,chr3R,0,unbiased,9,2.86,2.37,0.072238558
CG14252,chr3R,0,male,12,8.1,4.38,1.03E-23
CG14250,chr3R,0,unbiased,0,1.97,2.37,0.001030661
CG14249,chr3R,0,unbiased,1,2.01,2.13,0.49166926
CG14264,chr3R,0,unbiased,0,1.63,2.09,0.004881726
CG14269,chrX,0,male,2,9.87,1.99,2.30E-30
CG14283,chr3R,0,female,11,7.06,8.83,1.67E-11
CG14282,chr3R,0,male,2,9.67,2.2,3.47E-19
CG14280,chr3R,0,unbiased,0,1.92,1.79,0.295600095
CG1428,chr2L,0,male,1,7.55,1.79,4.17E-25
CG14277,chr2L,0,unbiased,3,2.18,2.58,0.030869915
CG14275,chr2L,0,female,7,2.92,4.35,2.26E-10
CG14273,chr2L,0,unbiased,1,2.14,2.38,0.120458521
CG14271,chrX,0,male,1,8.85,1.61,5.85E-21
CG14270,chrX,0,male,12,9.59,9.01,1.99E-05
CG1427,chr3R,0,male,12,6.9,5.96,2.76E-07
CG14248,chr3R,0,unbiased,1,2.25,1.98,0.103667131
CG1440,chrX,0,unbiased,5,9.85,9.78,0.828957719
CG14369,chr3R,0,unbiased,0,2.24,2.11,0.520670368
CG14368,chr3R,0,unbiased,0,1.19,1.33,0.243495327
CG14367,chr3R,0,male,3,3.68,2.78,6.81E-05
CG14360,chr3R,0,unbiased,0,1.46,1.69,0.02355032
CG14358,chr3R,0,unbiased,4,1.92,1.99,0.720394613
CG14356,chr3R,0,unbiased,6,1.77,3.49,5.01E-14
CG14355,chr3R,0,male,3,12,2.43,3.10E-24
CG14354,chr3R,0,male,1,8.59,2.23,2.08E-22
CG14353,chr3L,0,male,11,9.01,5.31,2.96E-14
CG14352,chr2L,0,female,9,4.44,7.52,8.23E-15
CG14370,chr3R,0,male,1,8.73,1.96,2.32E-21
CG14372,chr3R,0,unbiased,1,1.68,2.04,0.015353702
CG14396,chr2L,0,female,4,1.49,4.47,1.02E-14
CG14395,chr3R,0,unbiased,0,2.37,2.42,0.740891223
CG14394,chr3R,0,unbiased,6,2.31,2.36,0.824332275
CG14390,chr3R,0,unbiased,1,1.64,2.13,0.006160017
CG14383,chr3R,0,male,1,8.5,1.8,2.10E-21
CG14380,chr3R,0,male,3,8.72,2.16,1.98E-22
CG1438,chr3R,0,unbiased,3,2.67,2.32,0.061344864
CG14379,chr3R,0,unbiased,2,1.9,2.16,0.190102667
CG14376,chr3R,0,unbiased,0,1.69,1.86,0.205417515
CG14375,chr3R,0,unbiased,6,1.33,1.56,0.321114411
CG14351,chr2L,0,unbiased,1,2.24,2.42,0.174282332
CG1435,chrX,0,female,6,2.93,10.16,9.18E-32
CG14329,chr3R,0,unbiased,1,1.52,1.91,0.040068692
CG14327,chr3R,0,unbiased,1,1.55,2.05,0.020581898
CG14326,chr3R,0,unbiased,0,1.92,2.18,0.091012447
CG14325,chr3R,0,unbiased,0,1.61,1.92,0.01668087
CG14324,chr3R,0,unbiased,0,1.77,2.06,0.012750574
CG14323,chr3R,0,unbiased,0,1.58,1.79,0.086679277
CG14322,chr3R,0,female,9,6.18,6.78,0.01037702
CG14321,chr3R,0,unbiased,2,1.84,2.02,0.343150186
CG14318,chr3R,0,unbiased,0,2.25,2.17,0.585733882
CG14317,chr3R,0,unbiased,0,1.64,2.49,1.73E-07
CG1433,chr3R,0,female,12,4.45,7.93,1.45E-20
CG14330,chr3R,0,unbiased,0,1.65,1.81,0.295813051
CG14346,chr2L,0,male,3,10.15,2.45,7.53E-22
CG14343,chr2L,0,unbiased,1,1.86,2.24,0.039949875
CG14342,chr2L,0,unbiased,0,1.49,1.76,0.077986552
CG14341,chr2L,0,female,12,3.5,4.09,1.01E-05
CG14340,chr2L,0,unbiased,1,1.82,1.83,0.93125991
CG1434,chrX,0,female,6,2.21,5.83,2.13E-18
CG14339,chr2L,0,male,1,8.29,1.85,1.28E-22
CG14334,chr3R,0,unbiased,4,1.41,1.49,0.661520825
CG14333,chr3R,0,unbiased,2,2.56,2.94,0.007891087
CG14331,chr3R,0,unbiased,0,1.58,1.97,0.004196889
CG14316,chr3R,0,male,3,10,1.57,9.71E-19
CG14750,chr2R,0,unbiased,12,8.44,8.61,0.137264824
CG14728,chr3R,0,unbiased,0,2.3,2.83,0.024792703
CG14724,chr3R,0,female,12,11.09,11.54,7.72E-07
CG14723,chr3R,0,unbiased,2,2.2,2.22,0.961701144
CG14722,chr3R,0,female,12,6.76,7.67,2.32E-07
CG14721,chr3R,0,male,12,10.41,7.23,1.12E-23
CG14720,chr3R,0,unbiased,0,1.71,2.02,0.051622925
CG1472,chr2R,0,male,12,10.11,8.79,1.20E-14
CG14718,chr3R,0,male,3,12.72,2.1,7.50E-25
CG14716,chr3R,0,male,12,10.47,9.48,1.78E-12
CG14715,chr3R,0,female,12,5.57,8.16,3.20E-14
CG14734,chr3R,0,unbiased,5,1.98,1.92,0.817960534
CG14736,chr3R,0,unbiased,0,3.99,2.31,3.92E-09
CG1475,chr3R,0,female,12,11.08,13.76,1.91E-32
CG14749,chr2R,0,female,12,7.48,9.06,2.55E-11
